Algorithm,Benchmark,Rep,Seed,Evals,MaxDepth,BestFitness,BestFitnessNormalised,TestFitness,TestFitnessNormalised,BestExpression
GP,GRADE,11,-8779454,8192,7,0.186875,0.842548709847,0.172875,0.852605776404,return_void return_void print_ref aload_8
GP,GRADE,12,98366351,8192,7,0.154375,0.866269626421,0.1751875,0.850928043397,return_void return_void print_ref aload_8
GP,GRADE,13,-82906612,8192,7,0.17,0.854700854701,0.175625,0.850611376927,return_void return_void return_void return_void print_ref aload_8
GP,GRADE,14,91598039,8192,7,0.100625,0.908574673481,0.100875,0.908368343363,if (I)< iload_3 iload_1 if (I)< iload_4 iload_4 return_void return_void return_void return_void nop concat return_void return_void print_ref aload_6 iload_4 return_void return_void print_ref aload_9
GP,GRADE,15,5820887,8192,7,0.17875,0.84835630965,0.1746875,0.851290236765,concat return_void return_void print_ref aload_8 return_void return_void print_ref aload_10
GP,GRADE,16,73583640,8192,7,0.095,0.913242009132,0.1005625,0.908626270657,if (I)< iload_3 iload_1 return_void return_void print_ref aload_6 return_void print_ref aload_9
GP,GRADE,17,9367662,8192,7,0.1725,0.852878464819,0.179125,0.848086504823,return_void print_ref aload_8
GP,GRADE,18,79682278,8192,7,0.09875,0.910125142207,0.0984375,0.910384068279,concat concat concat concat concat if (I)<= iload_5 iload_1 print_ref aload_8 print_ref aload_10 return_void nop print_ref aload_9 concat iload_3 aload_6 concat print_ref aload_6 iload_3 return_void return_void nop
GP,GRADE,19,13593698,8192,7,0.188125,0.841662283009,0.1775,0.849256900212,return_void return_void return_void return_void return_void print_ref aload_8
GP,GRADE,20,35732643,8192,7,0.17375,0.851970181044,0.1735625,0.852106300261,return_void print_ref aload_8
GP,GRADE,21,-39524103,8192,7,0.044375,0.957510472771,0.049125,0.953175265102,if (I)<= iload_5 iload_1 if (I)< iload_1 iload_4 if (I)< iload_5 iload_3 if (I)< iload_1 iload_4 concat return_void print_ref aload_9 concat return_void nop iload_5 return_void print_ref aload_7 return_void print_ref aload_7 return_void print_ref aload_7 return_void print_ref aload_10
GP,GRADE,22,60132133,8192,7,0.169375,0.855157669695,0.1748125,0.85119965952,return_void print_ref aload_8
GP,GRADE,23,35383536,8192,7,0.16375,0.859291084855,0.1746875,0.851290236765,return_void return_void return_void return_void print_ref aload_8
GP,GRADE,24,-26482286,8192,7,0.09625,0.912200684151,0.098,0.910746812386,concat concat concat concat if (I)< iload_5 iload_1 return_void print_ref aload_7 aload_7 print_ref aload_10 return_void nop concat aload_10 iload_4 if (I)< iload_1 iload_2 concat print_ref aload_7 aload_10 iload_2
GP,GRADE,25,-16033216,8192,7,0.165625,0.857908847185,0.175625,0.850611376927,concat return_void return_void return_void print_ref aload_8 concat return_void return_void return_void print_ref aload_7 concat print_ref aload_10 print_ref aload_7
GP,GRADE,26,-50365708,8192,7,0.176875,0.849707912905,0.1725,0.852878464819,return_void print_ref aload_8
GP,GRADE,27,-75253958,8192,7,0.088125,0.919012062033,0.0995,0.909504320146,concat concat concat concat concat if (I)<= iload_1 iload_3 print_ref aload_9 print_ref aload_6 return_void nop concat if (I)<= iload_1 iload_3 print_ref aload_6 print_ref aload_6 return_void nop print_ref aload_6 print_ref aload_8 concat concat concat concat if (I)< iload_2 iload_3 return_void nop iload_5 aload_10 aload_9 if (I)< iload_3 iload_2 aload_10 concat if (I)< iload_1 iload_3 concat iload_2 iload_1 iload_3 iload_1 aload_6
GP,GRADE,28,-91484534,8192,7,0.065,0.93896713615,0.0726875,0.932237953738,if (I)<= iload_3 iload_1 if (I)< iload_5 iload_1 if (I)< iload_1 iload_2 concat nop return_void return_void print_ref aload_7 return_void print_ref aload_6 return_void return_void print_ref aload_6 concat return_void print_ref aload_9 concat if (I)<= iload_4 iload_2 iload_4 print_ref aload_8 return_void print_ref aload_7
GP,GRADE,29,-81870028,8192,7,0.1625,0.860215053763,0.1743125,0.851562084198,return_void return_void print_ref aload_8
GP,GRADE,30,24911736,8192,7,0.176875,0.849707912905,0.174,0.851788756388,return_void print_ref aload_8
GP,GRADE,1,56216378,16384,7,0.15875,0.862998921251,0.17175,0.853424365266,return_void return_void return_void print_ref aload_8
GP,GRADE,2,8935772,16384,7,0.093125,0.914808461978,0.1019375,0.907492484828,if (I)<= iload_5 iload_1 return_void return_void return_void return_void print_ref aload_8 return_void print_ref aload_10
GP,GRADE,3,77837426,16384,7,0.0025,0.997506234414,0.001125,0.998876264203,if (I)< iload_1 iload_2 if (I)<= iload_5 iload_1 if (I)< iload_1 iload_3 if (I)< iload_4 iload_1 return_void print_ref aload_8 return_void return_void print_ref aload_9 return_void print_ref aload_7 return_void return_void print_ref aload_10 return_void return_void print_ref aload_6
GP,GRADE,4,70580476,16384,7,0.175625,0.850611376927,0.17725,0.849437247823,return_void print_ref aload_8
GP,GRADE,5,-94185769,16384,7,0.175,0.851063829787,0.1706875,0.854198921574,return_void return_void print_ref aload_8
GP,GRADE,6,47494065,16384,7,0.180625,0.847008999471,0.172375,0.852969399723,return_void print_ref aload_8
GP,GRADE,7,-57700183,16384,7,0.0925,0.91533180778,0.1006875,0.908523082165,if (I)< iload_1 iload_4 return_void print_ref aload_9 return_void return_void return_void print_ref aload_7
GP,GRADE,8,90270903,16384,7,0.165,0.858369098712,0.172875,0.852605776404,return_void print_ref aload_8
GP,GRADE,9,-52371825,16384,7,0.17625,0.850159404888,0.174375,0.851516764236,return_void return_void return_void print_ref aload_8
GP,GRADE,10,-61518208,16384,7,0.171875,0.853333333333,0.174,0.851788756388,return_void print_ref aload_8
GP,GRADE,11,54038871,16384,7,0.18375,0.844772967265,0.178875,0.848266355636,return_void return_void print_ref aload_8
GP,GRADE,12,-53064063,16384,7,0.171875,0.853333333333,0.17775,0.849076629166,return_void return_void return_void print_ref aload_8
GP,GRADE,13,-19771513,16384,7,0.175625,0.850611376927,0.1734375,0.852197070573,return_void return_void print_ref aload_8
GP,GRADE,14,-22788533,16384,7,0.165,0.858369098712,0.17125,0.8537886873,return_void return_void print_ref aload_8
GP,GRADE,15,57539085,16384,7,0.179375,0.84790673026,0.170875,0.85406213302,return_void return_void print_ref aload_8
GP,GRADE,16,73612955,16384,7,0.09,0.917431192661,0.098125,0.910643141719,if (I)< iload_1 iload_5 return_void print_ref aload_10 return_void print_ref aload_7
GP,GRADE,17,-3535062,16384,7,0.178125,0.848806366048,0.1714375,0.853652030091,return_void print_ref aload_8
GP,GRADE,18,-45273896,16384,7,0.16625,0.85744908896,0.1729375,0.852560345287,return_void return_void return_void return_void return_void print_ref aload_8
GP,GRADE,19,51096724,16384,7,0.095625,0.912721049629,0.099375,0.909607731666,if (I)< iload_1 iload_3 if (I)<= iload_1 iload_2 return_void print_ref aload_9 if (I)< iload_5 iload_5 return_void nop return_void print_ref aload_9 return_void print_ref aload_6
GP,GRADE,20,93889205,16384,7,0.045625,0.956365809922,0.05,0.952380952381,if (I)<= iload_2 iload_2 if (I)<= iload_5 iload_1 if (I)< iload_3 iload_1 return_void print_ref aload_6 return_void print_ref aload_8 return_void return_void print_ref aload_10 return_void print_ref aload_6
GP,GRADE,21,602415,16384,7,0.04875,0.953516090584,0.048375,0.95385715989,concat concat concat concat if (I)< iload_1 iload_5 return_void print_ref aload_10 aload_7 if (I)<= iload_3 iload_4 return_void print_ref aload_7 aload_7 if (I)<= iload_2 iload_1 return_void print_ref aload_6 iload_1 print_ref aload_8 return_void nop
GP,GRADE,22,-37490834,16384,7,0.050625,0.951814396193,0.048375,0.95385715989,if (I)<= iload_5 iload_1 concat iload_1 if (I)<= iload_1 iload_4 concat concat aload_7 aload_9 return_void print_ref aload_9 concat print_ref aload_7 concat aload_6 return_void return_void nop return_void print_ref aload_10
GP,GRADE,23,31502407,16384,7,0.090625,0.916905444126,0.099125,0.90981462527,concat concat concat concat if (I)< iload_1 iload_5 return_void print_ref aload_10 print_ref aload_8 return_void nop if (I)<= iload_3 iload_5 concat if (I)<= iload_1 iload_1 concat iload_4 aload_6 iload_5 concat iload_5 aload_6 iload_3 if (I)< iload_5 iload_2 iload_5 if (I)<= iload_3 iload_5 if (I)<= iload_3 iload_5 concat if (I)< iload_4 iload_4 iload_3 nop iload_1 aload_8 aload_10 return_void return_void nop
GP,GRADE,24,-24286717,16384,7,0.04,0.961538461538,0.0498125,0.952551050783,if (I)<= iload_5 iload_1 if (I)<= iload_5 iload_5 if (I)< iload_1 iload_4 if (I)<= iload_2 iload_5 concat return_void return_void nop iload_5 return_void return_void print_ref aload_9 return_void print_ref aload_7 return_void print_ref aload_9 return_void print_ref aload_10
GP,GRADE,25,1867810,16384,7,0.17875,0.84835630965,0.173,0.852514919011,return_void return_void print_ref aload_8
GP,GRADE,26,56093824,16384,7,0.1675,0.856531049251,0.1745,0.851426138782,return_void print_ref aload_8
GP,GRADE,27,37978261,16384,7,0.189375,0.84077771939,0.1778125,0.849031573362,return_void return_void return_void return_void return_void print_ref aload_8
GP,GRADE,28,71323499,16384,7,0.179375,0.84790673026,0.180125,0.847367863574,concat return_void print_ref aload_8 return_void return_void return_void nop
GP,GRADE,29,-33119255,16384,7,0.159375,0.862533692722,0.163125,0.859752821064,return_void return_void print_ref aload_8
GP,GRADE,30,-43875888,16384,7,0.09,0.917431192661,0.100125,0.908987615044,if (I)< iload_1 iload_3 return_void return_void return_void return_void return_void print_ref aload_9 return_void return_void print_ref aload_6
GP,GRADE,1,-13884591,32768,7,0.023125,0.977397678681,0.02625,0.974421437272,concat concat if (I)<= iload_5 iload_3 if (I)< iload_3 iload_1 concat return_void print_ref aload_6 aload_8 if (I)<= iload_4 iload_1 print_ref aload_8 if (I)< iload_1 iload_5 print_ref aload_10 print_ref aload_9 return_void nop concat aload_6 if (I)<= iload_5 iload_2 aload_8 aload_10 concat concat iload_3 return_void nop aload_8
GP,GRADE,2,-85669067,32768,7,0.043125,0.958657878969,0.04925,0.953061710746,if (I)< iload_1 iload_3 if (I)< iload_1 iload_5 return_void print_ref aload_10 concat return_void print_ref aload_8 concat if (I)< iload_4 iload_3 concat if (I)<= iload_1 iload_2 iload_2 aload_9 aload_7 concat aload_6 aload_9 iload_5 concat concat return_void print_ref aload_7 aload_6 concat print_ref aload_9 concat return_void print_ref aload_8 print_ref aload_8
GP,GRADE,3,70819324,32768,7,0.160625,0.861604738826,0.1708125,0.854107724337,return_void return_void return_void print_ref aload_8
GP,GRADE,4,46627835,32768,7,0.156875,0.864397622907,0.166,0.857632933105,return_void return_void return_void print_ref aload_8
GP,GRADE,5,-92197252,32768,7,0.056875,0.946185688941,0.0716875,0.933107832274,if (I)< iload_1 iload_2 if (I)<= iload_4 iload_1 if (I)< iload_1 iload_4 return_void print_ref aload_9 return_void print_ref aload_8 return_void print_ref aload_9 concat concat print_ref aload_6 return_void return_void return_void nop print_ref aload_10
GP,GRADE,6,43618215,32768,7,0.02375,0.976800976801,0.02375,0.976800976801,if (I)< iload_4 iload_4 return_void nop if (I)< iload_1 iload_5 return_void print_ref aload_10 if (I)< iload_1 iload_4 return_void return_void print_ref aload_9 if (I)<= iload_2 iload_1 return_void print_ref aload_6 if (I)< iload_4 iload_4 concat return_void nop aload_9 return_void print_ref aload_8
GP,GRADE,7,-3875958,32768,7,0.179375,0.84790673026,0.174375,0.851516764236,return_void return_void print_ref aload_8
GP,GRADE,8,-25291121,32768,7,0.025,0.975609756098,0.0271875,0.973532096136,if (I)<= iload_5 iload_1 if (I)<= iload_1 iload_4 return_void return_void print_ref aload_9 concat aload_9 if (I)< iload_1 iload_2 concat print_ref aload_7 return_void nop concat iload_4 return_void print_ref aload_6 return_void return_void print_ref aload_10
GP,GRADE,9,-58620706,32768,7,0.181875,0.846113167636,0.179125,0.848086504823,return_void return_void print_ref aload_8
GP,GRADE,10,23773327,32768,7,0.169375,0.855157669695,0.1741875,0.851652738596,return_void print_ref aload_8
GP,GRADE,11,2616598,32768,7,0.043125,0.958657878969,0.04775,0.954426151277,if (I)< iload_1 iload_5 concat print_ref aload_10 return_void nop if (I)< iload_5 iload_5 concat print_ref aload_6 return_void return_void print_ref aload_9 if (I)< iload_1 iload_3 return_void print_ref aload_9 return_void print_ref aload_6
GP,GRADE,12,-67121416,32768,7,0.174375,0.851516764236,0.18075,0.846919330934,return_void print_ref aload_8
GP,GRADE,13,-85206071,32768,7,0.1725,0.852878464819,0.172875,0.852605776404,return_void return_void print_ref aload_8
GP,GRADE,14,77852741,32768,7,0.0475,0.954653937947,0.0515625,0.950965824666,if (I)< iload_1 iload_3 if (I)< iload_1 iload_5 concat return_void print_ref aload_10 if (I)< iload_5 iload_4 concat iload_1 return_void print_ref aload_7 return_void print_ref aload_8 return_void print_ref aload_8 return_void print_ref aload_7
GP,GRADE,15,44535799,32768,7,0.088125,0.919012062033,0.0985625,0.910280480173,concat concat concat concat concat if (I)< iload_3 iload_1 print_ref aload_6 print_ref aload_9 return_void nop print_ref aload_7 return_void return_void return_void nop concat return_void return_void nop return_void nop if (I)<= iload_5 iload_3 if (I)< iload_5 iload_4 iload_4 aload_6 iload_5
GP,GRADE,16,77813826,32768,7,0.16625,0.85744908896,0.1735,0.852151683,return_void return_void return_void print_ref aload_8
GP,GRADE,17,-50164611,32768,7,0.18125,0.846560846561,0.18125,0.846560846561,return_void print_ref aload_8
GP,GRADE,18,-72461339,32768,7,0.021875,0.978593272171,0.0236875,0.976860614201,if (I)< iload_1 iload_2 if (I)<= iload_5 iload_1 if (I)<= iload_1 iload_1 if (I)<= iload_4 iload_2 if (I)< iload_1 iload_3 return_void print_ref aload_8 return_void print_ref aload_7 return_void nop return_void print_ref aload_8 return_void print_ref aload_10 concat print_ref aload_6 return_void return_void nop
GP,GRADE,19,-82758716,32768,7,0.018125,0.982197667281,0.0270625,0.973650581148,if (I)<= iload_1 iload_5 return_void return_void print_ref aload_10 if (I)<= iload_1 iload_4 return_void print_ref aload_9 if (I)< iload_1 iload_4 return_void nop if (I)<= iload_2 iload_1 concat iload_4 return_void print_ref aload_6 if (I)<= iload_4 iload_5 return_void print_ref aload_7 return_void print_ref aload_7
GP,GRADE,20,-38056303,32768,7,0.091875,0.915855752719,0.0983125,0.910487679964,if (I)<= iload_3 iload_1 return_void return_void print_ref aload_7 concat concat print_ref aload_9 concat concat return_void nop if (I)<= iload_5 iload_2 print_ref aload_8 iload_3 aload_7 concat aload_8 iload_2
GP,GRADE,21,-86875463,32768,7,0.024375,0.976205003051,0.028,0.972762645914,if (I)<= iload_1 iload_5 return_void print_ref aload_10 if (I)<= iload_3 iload_4 concat return_void print_ref aload_7 concat iload_1 aload_9 if (I)< iload_1 iload_4 return_void print_ref aload_9 if (I)<= iload_3 iload_1 return_void return_void print_ref aload_6 return_void print_ref aload_8
GP,GRADE,22,9327391,32768,7,0.09125,0.916380297824,0.09725,0.911369332422,if (I)< iload_1 iload_3 return_void print_ref aload_9 return_void return_void print_ref aload_6
GP,GRADE,23,24684,32768,7,0.0675,0.936768149883,0.072375,0.932509616505,concat concat concat concat if (I)< iload_1 iload_4 return_void print_ref aload_9 aload_7 if (I)< iload_1 iload_3 print_ref aload_8 return_void print_ref aload_7 concat concat iload_1 concat iload_2 return_void nop iload_3 print_ref aload_7 print_ref aload_8
GP,GRADE,24,73688913,32768,7,0.095,0.913242009132,0.1009375,0.908316775475,concat concat concat concat concat if (I)< iload_1 iload_3 print_ref aload_9 print_ref aload_6 return_void nop concat concat aload_9 if (I)< iload_2 iload_1 aload_9 aload_10 iload_1 if (I)< iload_2 iload_4 aload_9 return_void nop print_ref aload_10 concat aload_8 aload_6
GP,GRADE,25,52945597,32768,7,0.185625,0.843437005799,0.1754375,0.850747062264,return_void return_void return_void print_ref aload_8
GP,GRADE,26,-51559389,32768,7,0.093125,0.914808461978,0.0986875,0.910176915638,if (I)<= iload_5 iload_2 concat if (I)<= iload_5 iload_1 concat concat nop return_void print_ref aload_8 iload_5 return_void print_ref aload_10 iload_1 return_void nop
GP,GRADE,27,-26177240,32768,7,0.1875,0.842105263158,0.17525,0.850882790896,return_void return_void return_void return_void return_void print_ref aload_8
GP,GRADE,28,-95556823,32768,7,0.0225,0.977995110024,0.0253125,0.975312404755,if (I)<= iload_1 iload_3 if (I)<= iload_1 iload_1 if (I)<= iload_5 iload_1 if (I)<= iload_4 iload_1 if (I)< iload_3 iload_5 return_void print_ref aload_10 return_void print_ref aload_8 return_void print_ref aload_9 concat iload_1 concat return_void print_ref aload_10 aload_8 concat concat print_ref aload_8 return_void return_void return_void nop if (I)< iload_1 iload_4 nop return_void nop return_void return_void print_ref aload_6
GP,GRADE,29,-99697791,32768,7,0.04625,0.955794504182,0.05025,0.952154248988,if (I)< iload_1 iload_4 if (I)< iload_1 iload_5 if (I)< iload_1 iload_5 concat concat iload_4 return_void print_ref aload_10 return_void print_ref aload_9 return_void print_ref aload_10 if (I)<= iload_4 iload_5 if (I)<= iload_4 iload_4 return_void print_ref aload_8 concat return_void print_ref aload_7 if (I)<= iload_5 iload_4 return_void nop return_void nop concat iload_5 return_void print_ref aload_9 return_void print_ref aload_7
GP,GRADE,30,86755349,32768,7,0.159375,0.862533692722,0.1759375,0.850385330853,return_void return_void return_void print_ref aload_8
Algorithm,Benchmark,Rep,Seed,Evals,MaxDepth,BestFitness,BestFitnessNormalised,TestFitness,TestFitnessNormalised,BestExpression
GP,MEDIAN,1,32054671,32,7,0.0384375,0.962985254288,0.0402,0.961353585849,concat return_void print_int iload_1 concat print_int iload_3 print_int iload_3
GP,MEDIAN,2,19242511,32,7,0.0385625,0.962869350665,0.0435425,0.958274339569,return_void return_void return_void print_int iload_1
GP,MEDIAN,3,6104467,32,7,0.0325875,0.968440931156,0.039955,0.961580068368,return_void print_int iload_2
GP,MEDIAN,4,44191701,32,7,0.0340875,0.967036155064,0.04143875,0.960210093969,return_void return_void return_void print_int iload_3
GP,MEDIAN,5,70383585,32,7,0.0361375,0.965122872206,0.04151,0.960144405719,return_void return_void return_void return_void return_void return_void print_int iload_2
GP,MEDIAN,6,-74778932,32,7,0.0358875,0.965355793945,0.03993125,0.96160202898,return_void return_void print_int iload_3
GP,MEDIAN,7,68722356,32,7,0.0387375,0.962707132456,0.04198625,0.959705562333,return_void print_int iload_2
GP,MEDIAN,8,-3863936,32,7,0.0340625,0.967059534603,0.040785,0.96081323232,return_void print_int iload_3
GP,MEDIAN,9,-87063469,32,7,0.0346,0.966557123526,0.04141,0.960236602299,return_void return_void return_void print_int iload_1
GP,MEDIAN,10,10496437,32,7,0.0346125,0.966545445759,0.04246375,0.95926596968,concat return_void print_int iload_2 print_int iload_2
GP,MEDIAN,11,-50368780,32,7,0.0344875,0.966662236131,0.03903875,0.962428013392,concat return_void return_void print_int iload_2 print_int iload_3
GP,MEDIAN,12,-42143784,32,7,0.0395125,0.961989394067,0.0397675,0.961753468925,return_void return_void return_void return_void print_int iload_2
GP,MEDIAN,13,-41493602,32,7,0.034275,0.966860844553,0.0439025,0.957943869279,if (I)< iload_2 iload_2 return_void return_void return_void return_void return_void return_void nop if (I)<= iload_3 iload_3 if (I)< iload_1 iload_3 return_void return_void print_int iload_1 return_void return_void print_int iload_3 concat return_void print_int iload_2 return_void print_int iload_1
GP,MEDIAN,14,90122087,32,7,0.037425,0.963925103019,0.04116625,0.960461405659,return_void return_void print_int iload_3
GP,MEDIAN,15,-71610493,32,7,0.0357875,0.965448994123,0.0411325,0.960492540575,return_void return_void return_void print_int iload_3
GP,MEDIAN,16,-59981218,32,7,0.0346375,0.966522091071,0.0400825,0.961462191701,return_void print_int iload_3
GP,MEDIAN,17,97727539,32,7,0.03635,0.964924977083,0.041635,0.960029184887,concat print_int iload_3 concat concat nop iload_3 return_void nop
GP,MEDIAN,18,43976445,32,7,0.0321625,0.968839693362,0.03950875,0.961992864418,return_void print_int iload_3
GP,MEDIAN,19,-85174495,32,7,0.0401,0.961446014806,0.03984125,0.961685257245,return_void print_int iload_2
GP,MEDIAN,20,50050025,32,7,0.0385875,0.962846173288,0.0406825,0.960907865752,concat if (I)< iload_1 iload_2 return_void print_int iload_3 return_void return_void return_void print_int iload_1 return_void return_void print_int iload_3
GP,MEDIAN,21,41678598,32,7,0.0413125,0.960326511014,0.0408525,0.960750922921,concat return_void return_void return_void return_void print_int iload_1 concat return_void print_int iload_1 return_void return_void print_int iload_1
GP,MEDIAN,22,74699897,32,7,0.041625,0.960038401536,0.03985625,0.961671384867,return_void print_int iload_1
GP,MEDIAN,23,94187867,32,7,0.03735,0.963994794428,0.04005,0.96149223595,concat print_int iload_1 return_void nop
GP,MEDIAN,24,98260957,32,7,0.0367125,0.964587578523,0.03889875,0.962557708343,return_void print_int iload_3
GP,MEDIAN,25,-39942891,32,7,0.0372375,0.964099350438,0.0425975,0.959142909896,return_void print_int iload_2
GP,MEDIAN,26,-71836242,32,7,0.027925,0.97283362113,0.03258625,0.968442103505,if (I)< iload_2 iload_1 concat concat concat if (I)< iload_3 iload_1 if (I)<= iload_1 iload_1 concat iload_2 nop concat nop iload_3 return_void print_int iload_1 return_void print_int iload_3 return_void nop concat concat if (I)<= iload_3 iload_1 if (I)< iload_2 iload_2 return_void nop concat iload_1 nop if (I)< iload_3 iload_3 print_int iload_1 print_int iload_1 print_int iload_3 if (I)<= iload_3 iload_3 print_int iload_1 if (I)<= iload_1 iload_3 print_int iload_2 concat concat nop iload_1 print_int iload_1 return_void return_void return_void print_int iload_2
GP,MEDIAN,27,-17896009,32,7,0.03235,0.968663728387,0.041995,0.959697503347,concat concat iload_2 if (I)<= iload_1 iload_1 print_int iload_1 nop return_void nop
GP,MEDIAN,28,-14369475,32,7,0.041275,0.960361095772,0.04121,0.960421048588,if (I)<= iload_1 iload_3 return_void print_int iload_1 concat return_void return_void return_void return_void print_int iload_2 return_void print_int iload_3
GP,MEDIAN,29,96941069,32,7,0.035375,0.965833635156,0.04144375,0.960205483974,return_void return_void print_int iload_3
GP,MEDIAN,30,34203245,32,7,0.03595,0.965297552971,0.04113375,0.960491387394,return_void return_void return_void print_int iload_3
GP,MEDIAN,1,89726640,64,7,0.0425625,0.959175109406,0.04032625,0.961236919668,return_void return_void print_int iload_2
GP,MEDIAN,2,-34969814,64,7,0.0337625,0.967340177265,0.03801375,0.963378375286,return_void return_void print_int iload_2
GP,MEDIAN,3,90800031,64,7,0.0430375,0.958738300397,0.0408625,0.960741692587,return_void return_void print_int iload_1
GP,MEDIAN,4,-73704183,64,7,0.037675,0.963692871082,0.04161125,0.960051074717,return_void return_void print_int iload_3
GP,MEDIAN,5,-83367381,64,7,0.0319625,0.969027459816,0.0426175,0.959124511146,if (I)<= iload_2 iload_1 concat return_void print_int iload_2 print_int iload_1 return_void print_int iload_3
GP,MEDIAN,6,-21128967,64,7,0.0377375,0.963634830581,0.03864375,0.96279402827,return_void return_void print_int iload_1
GP,MEDIAN,7,9409135,64,7,0.035075,0.96611356665,0.0401925,0.961360517404,concat return_void return_void return_void print_int iload_1 if (I)< iload_2 iload_3 if (I)< iload_3 iload_3 concat return_void print_int iload_3 print_int iload_1 print_int iload_2 concat concat return_void nop print_int iload_1 if (I)<= iload_3 iload_1 iload_2 iload_2
GP,MEDIAN,8,53785229,64,7,0.0399875,0.96155001863,0.0439925,0.957861287318,return_void print_int iload_2
GP,MEDIAN,9,-75832038,64,7,0.0396375,0.961873730026,0.04152375,0.960131730073,return_void print_int iload_3
GP,MEDIAN,10,-39908164,64,7,0.0420375,0.959658361623,0.04161625,0.960046466249,return_void return_void return_void return_void return_void return_void print_int iload_2
GP,MEDIAN,11,-2178020,64,7,0.0351125,0.966078566339,0.04056125,0.961019834248,return_void print_int iload_3
GP,MEDIAN,12,16328733,64,7,0.033275,0.967796569161,0.04037625,0.961190723068,if (I)<= iload_2 iload_1 return_void return_void return_void return_void return_void print_int iload_2 return_void return_void return_void return_void return_void print_int iload_3
GP,MEDIAN,13,-76511414,64,7,0.0253,0.975324295328,0.03996,0.961575445209,return_void return_void return_void print_int iload_2
GP,MEDIAN,14,40662585,64,7,0.038275,0.963135970721,0.0411475,0.960478702585,concat if (I)< iload_2 iload_2 return_void print_int iload_3 concat return_void print_int iload_3 if (I)<= iload_3 iload_1 concat if (I)<= iload_2 iload_1 iload_1 if (I)<= iload_2 iload_1 nop iload_2 print_int iload_3 print_int iload_3 if (I)<= iload_2 iload_3 return_void return_void print_int iload_1 return_void print_int iload_1
GP,MEDIAN,15,-93045910,64,7,0.0357375,0.965495600961,0.04001375,0.961525749059,if (I)<= iload_2 iload_1 concat return_void print_int iload_3 concat return_void print_int iload_2 return_void print_int iload_3 return_void print_int iload_2
GP,MEDIAN,16,-51450584,64,7,0.0407375,0.960857084519,0.044085,0.957776426249,return_void return_void print_int iload_3
GP,MEDIAN,17,56154195,64,7,0.03975,0.961769656167,0.04043875,0.961132983561,return_void print_int iload_1
GP,MEDIAN,18,78061496,64,7,0.0387125,0.96273030314,0.0409925,0.960621714374,return_void print_int iload_2
GP,MEDIAN,19,-33556680,64,7,0.037825,0.963553585624,0.039445,0.962051864216,concat return_void print_int iload_2 print_int iload_1
GP,MEDIAN,20,450034,64,7,0.0381625,0.963240340505,0.04092125,0.960687467952,return_void return_void print_int iload_1
GP,MEDIAN,21,-37884697,64,7,0.0369375,0.964378277379,0.0401475,0.961402108836,concat return_void print_int iload_3 concat print_int iload_3 print_int iload_1
GP,MEDIAN,22,17964633,64,7,0.0325875,0.968440931156,0.04062,0.960965578213,return_void print_int iload_2
GP,MEDIAN,23,42968802,64,7,0.0406625,0.960926332985,0.0436425,0.958182519397,return_void return_void return_void print_int iload_1
GP,MEDIAN,24,76098548,64,7,0.0383,0.963112780507,0.04094875,0.960662088311,return_void return_void print_int iload_2
GP,MEDIAN,25,-83223069,64,7,0.0411375,0.960487927867,0.044605,0.95729964915,return_void print_int iload_1
GP,MEDIAN,26,36933493,64,7,0.0358375,0.965402391784,0.0412475,0.960386459511,return_void print_int iload_3
GP,MEDIAN,27,-11222169,64,7,0.0341875,0.966942648214,0.039895,0.961635549743,if (I)< iload_2 iload_1 return_void return_void print_int iload_3 concat return_void return_void print_int iload_1 concat return_void print_int iload_2 print_int iload_3
GP,MEDIAN,28,46436604,64,7,0.0386125,0.962822997027,0.0405625,0.961018679801,return_void return_void print_int iload_3
GP,MEDIAN,29,-29346979,64,7,0.0398125,0.961711847088,0.04279375,0.95896240268,return_void return_void print_int iload_2
GP,MEDIAN,30,3733343,64,7,0.0364625,0.964820241929,0.040185,0.96136744906,return_void return_void return_void print_int iload_3
GP,MEDIAN,1,-77634578,128,7,0.0386375,0.962799821882,0.04055125,0.961029069928,return_void return_void return_void return_void print_int iload_2
GP,MEDIAN,2,-98130712,128,7,0.036925,0.964389902838,0.0426925,0.959055522122,return_void return_void print_int iload_1
GP,MEDIAN,3,50804752,128,7,0.0407875,0.96081092442,0.0430225,0.958752088282,if (I)< iload_1 iload_3 return_void print_int iload_1 return_void return_void return_void print_int iload_2
GP,MEDIAN,4,-26798941,128,7,0.034975,0.96620691321,0.043815,0.95802417095,concat return_void print_int iload_3 if (I)<= iload_3 iload_2 if (I)<= iload_1 iload_2 return_void print_int iload_3 if (I)< iload_1 iload_2 concat print_int iload_1 if (I)< iload_3 iload_1 concat iload_2 iload_1 return_void nop return_void nop print_int iload_3
GP,MEDIAN,5,-58633667,128,7,0.0353125,0.965891940839,0.04426125,0.957614773123,return_void print_int iload_2
GP,MEDIAN,6,99543665,128,7,0.038275,0.963135970721,0.04327375,0.958521193503,concat nop concat return_void print_int iload_2 if (I)<= iload_3 iload_2 return_void return_void return_void print_int iload_3 iload_2
GP,MEDIAN,7,28974811,128,7,0.029425,0.971416081793,0.0416175,0.960045314139,return_void print_int iload_2
