Algorithm,Benchmark,Rep,Seed,Evals,MaxDepth,BestFitness,BestFitnessNormalised,TestFitness,TestFitnessNormalised,BestExpression
GP,SMALL_OR_LARGE,16,-39659495,32,5,0.225,0.816326530612,0.239,0.807102502018,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,-67933902,32,5,0.225,0.816326530612,0.2175,0.82135523614,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,18,76786024,32,5,0.245,0.803212851406,0.226,0.815660685155,return_void print_ref aload_4
GP,SMALL_OR_LARGE,19,76699527,32,5,0.26,0.793650793651,0.222,0.818330605565,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,20,-63009633,32,5,0.21,0.826446280992,0.239,0.807102502018,return_void print_ref aload_4
GP,SMALL_OR_LARGE,21,-2469083,32,5,0.22,0.819672131148,0.2095,0.826787928896,return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,-16987852,32,5,0.18,0.847457627119,0.2115,0.825423029303,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,23,-62226074,32,5,0.21,0.826446280992,0.229,0.813669650122,if (I)< iload_2 iload_2 return_void nop concat return_void print_ref aload_4 iload_1
GP,SMALL_OR_LARGE,24,-59605403,32,5,0.22,0.819672131148,0.224,0.816993464052,concat concat concat return_void print_ref aload_4 concat concat nop iload_3 concat nop aload_5 return_void print_ref aload_4 concat print_ref aload_4 return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,25,-70146732,32,5,0.215,0.82304526749,0.219,0.820344544709,concat return_void return_void print_ref aload_4 aload_4
GP,SMALL_OR_LARGE,26,-82484980,32,5,0.225,0.816326530612,0.2315,0.812017864393,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,27,1831409,32,5,0.215,0.82304526749,0.2145,0.823384108687,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,28,57077486,32,5,0.235,0.80971659919,0.227,0.81499592502,return_void print_ref aload_4
GP,SMALL_OR_LARGE,29,65554665,32,5,0.26,0.793650793651,0.2875,0.776699029126,return_void return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,30,-13619395,32,5,0.21,0.826446280992,0.2255,0.815993472052,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,1,15033029,64,5,0.25,0.8,0.2295,0.813338755592,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,2,-65878375,64,5,0.25,0.8,0.2395,0.80677692618,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,3,-83296613,64,5,0.265,0.790513833992,0.238,0.807754442649,concat return_void print_ref aload_4 concat print_ref aload_5 iload_2
GP,SMALL_OR_LARGE,4,-89420852,64,5,0.235,0.80971659919,0.246,0.802568218299,concat concat return_void print_ref aload_4 if (I)<= iload_3 iload_1 print_ref aload_5 if (I)<= iload_3 iload_2 print_ref aload_4 if (I)<= iload_1 iload_1 aload_4 aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,5,43632083,64,5,0.21,0.826446280992,0.2255,0.815993472052,return_void print_ref aload_4
GP,SMALL_OR_LARGE,6,-36939409,64,5,0.205,0.829875518672,0.2365,0.808734330772,return_void print_ref aload_4
GP,SMALL_OR_LARGE,7,83985826,64,5,0.21,0.826446280992,0.2155,0.82270670506,return_void print_ref aload_4
GP,SMALL_OR_LARGE,8,-45618715,64,5,0.25,0.8,0.218,0.821018062397,if (I)<= iload_2 iload_3 concat return_void print_ref aload_4 print_int iload_3 return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,9,70070516,64,5,0.23,0.813008130081,0.221,0.819000819001,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,10,-24535653,64,5,0.215,0.82304526749,0.218,0.821018062397,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,11,-68350523,64,5,0.255,0.796812749004,0.299,0.769822940724,return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,12,-23227789,64,5,0.235,0.80971659919,0.2035,0.830909846282,concat if (I)< iload_2 iload_1 return_void nop return_void print_ref aload_4 iload_1
GP,SMALL_OR_LARGE,13,-39101355,64,5,0.24,0.806451612903,0.2265,0.815328169588,concat return_void print_ref aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,14,67973347,64,5,0.24,0.806451612903,0.2295,0.813338755592,concat concat return_void print_ref aload_4 concat concat if (I)<= iload_3 iload_3 iload_2 iload_3 concat iload_2 aload_5 return_void print_ref aload_4 print_int iload_3
GP,SMALL_OR_LARGE,15,-1609275,64,5,0.22,0.819672131148,0.2285,0.814000814001,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,16,99735974,64,5,0.245,0.803212851406,0.235,0.80971659919,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,23793739,64,5,0.305,0.766283524904,0.293,0.77339520495,return_void print_ref aload_5
GP,SMALL_OR_LARGE,18,62858386,64,5,0.19,0.840336134454,0.214,0.823723228995,concat concat return_void print_ref aload_4 print_int iload_2 print_int iload_2
GP,SMALL_OR_LARGE,19,35719499,64,5,0.21,0.826446280992,0.2285,0.814000814001,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,20,-73753660,64,5,0.21,0.826446280992,0.218,0.821018062397,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,21,-44172584,64,5,0.245,0.803212851406,0.2325,0.811359026369,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,84899443,64,5,0.21,0.826446280992,0.2375,0.808080808081,return_void print_ref aload_4
GP,SMALL_OR_LARGE,23,87303132,64,5,0.215,0.82304526749,0.227,0.81499592502,concat return_void print_ref aload_4 print_int iload_3
GP,SMALL_OR_LARGE,24,61736497,64,5,0.225,0.816326530612,0.227,0.81499592502,if (I)< iload_1 iload_3 concat return_void print_ref aload_4 aload_5 return_void nop
GP,SMALL_OR_LARGE,25,21588302,64,5,0.21,0.826446280992,0.222,0.818330605565,return_void print_ref aload_4
GP,SMALL_OR_LARGE,26,-68477520,64,5,0.22,0.819672131148,0.2255,0.815993472052,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,27,76476205,64,5,0.19,0.840336134454,0.214,0.823723228995,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,28,71073160,64,5,0.22,0.819672131148,0.2265,0.815328169588,concat return_void print_ref aload_4 if (I)< iload_1 iload_2 concat return_void print_int iload_3 aload_5 concat return_void print_int iload_2 return_void print_int iload_1
GP,SMALL_OR_LARGE,29,-72956746,64,5,0.24,0.806451612903,0.233,0.81103000811,return_void print_ref aload_4
GP,SMALL_OR_LARGE,30,-95521076,64,5,0.215,0.82304526749,0.2235,0.8173273396,return_void print_ref aload_4
GP,SMALL_OR_LARGE,1,92381581,128,5,0.225,0.816326530612,0.213,0.824402308326,concat return_void print_ref aload_4 concat aload_5 iload_2
GP,SMALL_OR_LARGE,2,95177992,128,5,0.25,0.8,0.2225,0.81799591002,if (I)<= iload_1 iload_3 concat return_void print_ref aload_4 return_void print_ref aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,3,-69794153,128,5,0.24,0.806451612903,0.2325,0.811359026369,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,4,-14588720,128,5,0.2,0.833333333333,0.2245,0.816659861168,return_void print_ref aload_4
GP,SMALL_OR_LARGE,5,-97943761,128,5,0.02,0.980392156863,0.0245,0.976085895559,if (I)<= iload_1 iload_3 return_void print_ref aload_4 return_void print_ref aload_5
GP,SMALL_OR_LARGE,6,63985052,128,5,0.18,0.847457627119,0.228,0.814332247557,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,7,21039668,128,5,0.205,0.829875518672,0.2055,0.829531314807,concat return_void return_void print_ref aload_4 concat print_int iload_3 print_ref aload_5
GP,SMALL_OR_LARGE,8,-40609669,128,5,0.19,0.840336134454,0.227,0.81499592502,return_void print_ref aload_4
GP,SMALL_OR_LARGE,9,-10415163,128,5,0.215,0.82304526749,0.227,0.81499592502,return_void print_ref aload_4
GP,SMALL_OR_LARGE,10,-19178593,128,5,0.265,0.790513833992,0.2845,0.778513040093,return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,11,71084208,128,5,0.2,0.833333333333,0.2125,0.824742268041,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,12,56603226,128,5,0.24,0.806451612903,0.298,0.770416024653,return_void return_void return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,13,30072093,128,5,0.21,0.826446280992,0.2255,0.815993472052,return_void print_ref aload_4
GP,SMALL_OR_LARGE,14,-65867224,128,5,0.205,0.829875518672,0.219,0.820344544709,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,15,28129300,128,5,0.19,0.840336134454,0.221,0.819000819001,return_void print_ref aload_4
GP,SMALL_OR_LARGE,16,41751213,128,5,0.195,0.836820083682,0.2165,0.822030415125,return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,-78211119,128,5,0.205,0.829875518672,0.2255,0.815993472052,concat return_void return_void print_ref aload_4 return_void nop
GP,SMALL_OR_LARGE,18,-2006684,128,5,0.255,0.796812749004,0.2185,0.820681165367,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,19,-74662789,128,5,0.225,0.816326530612,0.2275,0.81466395112,concat return_void print_ref aload_4 print_ref aload_4
GP,SMALL_OR_LARGE,20,-71856557,128,5,0.21,0.826446280992,0.212,0.825082508251,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,21,24985765,128,5,0.205,0.829875518672,0.2215,0.818665575113,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,96667036,128,5,0.225,0.816326530612,0.222,0.818330605565,concat return_void return_void print_ref aload_4 print_ref aload_4
GP,SMALL_OR_LARGE,23,37082429,128,5,0.22,0.819672131148,0.221,0.819000819001,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,24,15310847,128,5,0.17,0.854700854701,0.2095,0.826787928896,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,25,26774740,128,5,0.25,0.8,0.2425,0.804828973843,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,26,28658553,128,5,0.225,0.816326530612,0.2335,0.810701256587,return_void print_ref aload_4
GP,SMALL_OR_LARGE,27,-29054417,128,5,0.24,0.806451612903,0.2305,0.812677773263,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,28,28051065,128,5,0.25,0.8,0.2295,0.813338755592,concat return_void return_void print_ref aload_4 print_ref aload_4
GP,SMALL_OR_LARGE,29,88380354,128,5,0.26,0.793650793651,0.304,0.766871165644,return_void return_void return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,30,76886976,128,5,0.245,0.803212851406,0.2255,0.815993472052,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,1,-18741345,256,5,0.21,0.826446280992,0.23,0.813008130081,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,2,-81063209,256,5,0.215,0.82304526749,0.241,0.805801772764,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,3,-88540367,256,5,0.235,0.80971659919,0.2345,0.81004455245,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,4,-68055258,256,5,0.185,0.84388185654,0.225,0.816326530612,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,5,-88772483,256,5,0.195,0.836820083682,0.2185,0.820681165367,concat return_void print_ref aload_4 iload_1
GP,SMALL_OR_LARGE,6,-20530812,256,5,0.245,0.803212851406,0.2205,0.819336337567,concat return_void print_ref aload_4 if (I)< iload_1 iload_3 concat aload_4 print_ref aload_4 concat concat iload_1 iload_3 concat iload_1 return_void nop
GP,SMALL_OR_LARGE,7,-47602412,256,5,0.245,0.803212851406,0.237,0.808407437348,return_void print_ref aload_4
GP,SMALL_OR_LARGE,8,16230659,256,5,0.225,0.816326530612,0.2315,0.812017864393,concat return_void print_ref aload_4 concat print_ref aload_4 print_int iload_3
GP,SMALL_OR_LARGE,9,45747250,256,5,0.225,0.816326530612,0.221,0.819000819001,concat return_void print_ref aload_4 return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,10,32811419,256,5,0.21,0.826446280992,0.2195,0.820008200082,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,11,35609194,256,5,0.245,0.803212851406,0.2185,0.820681165367,concat return_void return_void print_ref aload_4 concat nop iload_3
GP,SMALL_OR_LARGE,12,94551516,256,5,0.02,0.980392156863,0.023,0.977517106549,if (I)<= iload_2 iload_1 return_void return_void print_ref aload_5 concat return_void print_ref aload_4 print_int iload_3
GP,SMALL_OR_LARGE,13,-55717826,256,5,0.21,0.826446280992,0.221,0.819000819001,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,14,-19639012,256,5,0.025,0.975609756098,0.0245,0.976085895559,concat if (I)<= iload_2 iload_1 return_void print_ref aload_5 concat concat print_ref aload_4 return_void nop concat print_ref aload_4 print_ref aload_5 concat print_ref aload_4 print_ref aload_5
GP,SMALL_OR_LARGE,15,58240080,256,5,0.215,0.82304526749,0.2285,0.814000814001,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,16,52955854,256,5,0.215,0.82304526749,0.226,0.815660685155,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,7216464,256,5,0.255,0.796812749004,0.228,0.814332247557,return_void print_ref aload_4
GP,SMALL_OR_LARGE,18,46235334,256,5,0.205,0.829875518672,0.223,0.817661488144,return_void print_ref aload_4
GP,SMALL_OR_LARGE,19,-61830271,256,5,0.245,0.803212851406,0.297,0.77101002313,concat print_ref aload_5 return_void return_void nop
GP,SMALL_OR_LARGE,20,-31003950,256,5,0.21,0.826446280992,0.2295,0.813338755592,concat concat aload_4 return_void print_ref aload_4 concat return_void print_ref aload_4 print_ref aload_4
GP,SMALL_OR_LARGE,21,32300042,256,5,0.195,0.836820083682,0.2355,0.809388911372,return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,-7283602,256,5,0.22,0.819672131148,0.2125,0.824742268041,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,23,-8101855,256,5,0.24,0.806451612903,0.225,0.816326530612,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,24,78009965,256,5,0.2,0.833333333333,0.2295,0.813338755592,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,25,1635289,256,5,0.235,0.80971659919,0.2265,0.815328169588,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,26,-30516636,256,5,0.24,0.806451612903,0.2315,0.812017864393,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,27,-57027781,256,5,0.225,0.816326530612,0.221,0.819000819001,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,28,-63492094,256,5,0.235,0.80971659919,0.227,0.81499592502,if (I)< iload_1 iload_1 concat return_void print_ref aload_4 print_ref aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,29,-30010805,256,5,0.24,0.806451612903,0.2295,0.813338755592,return_void print_ref aload_4
GP,SMALL_OR_LARGE,30,-30415814,256,5,0.2,0.833333333333,0.2295,0.813338755592,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,1,39083527,512,5,0.035,0.966183574879,0.0185,0.981836033382,concat if (I)<= iload_3 iload_2 return_void print_ref aload_5 if (I)< iload_2 iload_1 return_void print_ref aload_5 aload_5 return_void print_ref aload_4
GP,SMALL_OR_LARGE,2,86486047,512,5,0.225,0.816326530612,0.233,0.81103000811,return_void print_ref aload_4
GP,SMALL_OR_LARGE,3,-43356360,512,5,0.22,0.819672131148,0.2285,0.814000814001,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,4,-71161057,512,5,0.18,0.847457627119,0.218,0.821018062397,concat return_void print_ref aload_4 print_ref aload_4
GP,SMALL_OR_LARGE,5,-35042210,512,5,0.205,0.829875518672,0.217,0.821692686935,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,6,-64751402,512,5,0.215,0.82304526749,0.2345,0.81004455245,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,7,32340364,512,5,0.225,0.816326530612,0.2245,0.816659861168,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,8,10373231,512,5,0.195,0.836820083682,0.221,0.819000819001,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,9,1858173,512,5,0.195,0.836820083682,0.223,0.817661488144,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,10,-99452368,512,5,0.235,0.80971659919,0.228,0.814332247557,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,11,-6629305,512,5,0.025,0.975609756098,0.021,0.979431929481,if (I)<= iload_3 iload_1 return_void print_ref aload_5 concat return_void print_ref aload_4 return_void print_ref aload_5
GP,SMALL_OR_LARGE,12,54918700,512,5,0.225,0.816326530612,0.23,0.813008130081,concat return_void return_void print_ref aload_4 return_void print_int iload_1
GP,SMALL_OR_LARGE,13,84995544,512,5,0.25,0.8,0.2205,0.819336337567,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,14,3828525,512,5,0.25,0.8,0.24,0.806451612903,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,15,41819407,512,5,0.23,0.813008130081,0.2055,0.829531314807,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,16,30653634,512,5,0.235,0.80971659919,0.2235,0.8173273396,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,90564840,512,5,0.205,0.829875518672,0.2175,0.82135523614,return_void print_ref aload_4
GP,SMALL_OR_LARGE,18,89056709,512,5,0.025,0.975609756098,0.0215,0.978952520803,concat concat if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 concat aload_4 nop print_int iload_1
GP,SMALL_OR_LARGE,19,71533741,512,5,0.025,0.975609756098,0.0235,0.977039570103,if (I)< iload_1 iload_2 return_void print_ref aload_4 return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,20,-83429137,512,5,0.245,0.803212851406,0.2235,0.8173273396,return_void print_ref aload_4
GP,SMALL_OR_LARGE,21,-20924151,512,5,0.21,0.826446280992,0.224,0.816993464052,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,-87845002,512,5,0.235,0.80971659919,0.2345,0.81004455245,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,23,66061530,512,5,0.195,0.836820083682,0.213,0.824402308326,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,24,-94465256,512,5,0.025,0.975609756098,0.0265,0.974184120799,if (I)<= iload_1 iload_3 return_void print_ref aload_4 return_void print_ref aload_5
GP,SMALL_OR_LARGE,25,-65274942,512,5,0.235,0.80971659919,0.215,0.82304526749,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,26,-8469065,512,5,0.2,0.833333333333,0.2085,0.827472072818,concat return_void print_ref aload_4 return_void print_int iload_1
GP,SMALL_OR_LARGE,27,-38889455,512,5,0.21,0.826446280992,0.2245,0.816659861168,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,28,-97430911,512,5,0.175,0.851063829787,0.2325,0.811359026369,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,29,-52161786,512,5,0.225,0.816326530612,0.21,0.826446280992,concat print_ref aload_4 return_void nop
GP,SMALL_OR_LARGE,30,33118128,512,5,0.22,0.819672131148,0.225,0.816326530612,return_void print_ref aload_4
GP,SMALL_OR_LARGE,1,29345349,1024,5,0.24,0.806451612903,0.232,0.811688311688,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,2,21188684,1024,5,0.18,0.847457627119,0.2175,0.82135523614,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,3,-47709533,1024,5,0.235,0.80971659919,0.232,0.811688311688,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,4,820564,1024,5,0.245,0.803212851406,0.213,0.824402308326,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,5,2110362,1024,5,0.215,0.82304526749,0.203,0.831255195345,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,6,48038105,1024,5,0.195,0.836820083682,0.2075,0.828157349896,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,7,-76148505,1024,5,0.25,0.8,0.228,0.814332247557,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,8,86314944,1024,5,0.23,0.813008130081,0.222,0.818330605565,concat return_void print_ref aload_4 if (I)< iload_2 iload_3 iload_3 if (I)< iload_2 iload_3 iload_3 iload_3
GP,SMALL_OR_LARGE,9,97829861,1024,5,0.22,0.819672131148,0.23,0.813008130081,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,10,47325253,1024,5,0.255,0.796812749004,0.2285,0.814000814001,concat return_void print_ref aload_4 print_ref aload_4
GP,SMALL_OR_LARGE,11,-32197116,1024,5,0.225,0.816326530612,0.2345,0.81004455245,return_void print_ref aload_4
GP,SMALL_OR_LARGE,12,89049330,1024,5,0.21,0.826446280992,0.2255,0.815993472052,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,13,-26366964,1024,5,0.23,0.813008130081,0.233,0.81103000811,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,14,52662471,1024,5,0.035,0.966183574879,0.026,0.974658869396,if (I)<= iload_2 iload_1 concat return_void print_ref aload_5 concat aload_5 if (I)< iload_3 iload_3 iload_1 print_ref aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,15,55656446,1024,5,0.035,0.966183574879,0.025,0.975609756098,if (I)< iload_1 iload_2 concat return_void print_ref aload_4 if (I)<= iload_1 iload_1 iload_2 iload_2 concat concat concat print_ref aload_5 nop return_void nop print_int iload_1
GP,SMALL_OR_LARGE,16,-7866433,1024,5,0.185,0.84388185654,0.225,0.816326530612,concat return_void return_void print_ref aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,-36263874,1024,5,0.225,0.816326530612,0.2235,0.8173273396,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,18,-87150452,1024,5,0.03,0.970873786408,0.027,0.973709834469,concat concat iload_3 if (I)< iload_3 iload_1 print_ref aload_5 print_ref aload_4 return_void nop
GP,SMALL_OR_LARGE,19,-76497636,1024,5,0.21,0.826446280992,0.2215,0.818665575113,return_void print_ref aload_4
GP,SMALL_OR_LARGE,20,-16715371,1024,5,0.015,0.985221674877,0.0235,0.977039570103,concat if (I)<= iload_1 iload_2 concat print_ref aload_4 return_void nop return_void print_ref aload_5 concat concat iload_1 return_void return_void nop return_void nop
GP,SMALL_OR_LARGE,21,-71253103,1024,5,0.21,0.826446280992,0.2205,0.819336337567,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,-48813756,1024,5,0.03,0.970873786408,0.0245,0.976085895559,concat concat if (I)<= iload_3 iload_1 concat print_ref aload_5 return_void nop return_void print_ref aload_4 if (I)< iload_1 iload_2 iload_1 concat if (I)< iload_3 iload_3 nop iload_2 iload_1 return_void nop
GP,SMALL_OR_LARGE,23,88939382,1024,5,0.255,0.796812749004,0.2365,0.808734330772,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,24,-1965421,1024,5,0.245,0.803212851406,0.2305,0.812677773263,return_void print_ref aload_4
GP,SMALL_OR_LARGE,25,25315569,1024,5,0.225,0.816326530612,0.2205,0.819336337567,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,26,15152995,1024,5,0.235,0.80971659919,0.213,0.824402308326,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,27,1057168,1024,5,0.22,0.819672131148,0.2215,0.818665575113,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,28,-5992716,1024,5,0.25,0.8,0.228,0.814332247557,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,29,-67266013,1024,5,0.015,0.985221674877,0.0255,0.975134080936,if (I)<= iload_3 iload_1 return_void return_void return_void print_ref aload_5 return_void print_ref aload_4
GP,SMALL_OR_LARGE,30,-55185752,1024,5,0.22,0.819672131148,0.2315,0.812017864393,return_void print_ref aload_4
GP,SMALL_OR_LARGE,1,6389977,2048,5,0.235,0.80971659919,0.225,0.816326530612,return_void print_ref aload_4
GP,SMALL_OR_LARGE,2,16152078,2048,5,0.195,0.836820083682,0.214,0.823723228995,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,3,29973990,2048,5,0.245,0.803212851406,0.2275,0.81466395112,return_void print_ref aload_4
GP,SMALL_OR_LARGE,4,-28911126,2048,5,0.0,1.0,0.0,1.0,concat if (I)< iload_1 iload_3 nop print_ref aload_5 concat if (I)<= iload_2 iload_1 return_void nop return_void print_ref aload_4 iload_3
GP,SMALL_OR_LARGE,5,-18993261,2048,5,0.25,0.8,0.222,0.818330605565,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,6,-81949904,2048,5,0.22,0.819672131148,0.217,0.821692686935,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,7,89894260,2048,5,0.195,0.836820083682,0.221,0.819000819001,return_void print_ref aload_4
GP,SMALL_OR_LARGE,8,-11298820,2048,5,0.185,0.84388185654,0.217,0.821692686935,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,9,89667332,2048,5,0.215,0.82304526749,0.2185,0.820681165367,return_void print_ref aload_4
GP,SMALL_OR_LARGE,10,-23237586,2048,5,0.025,0.975609756098,0.0235,0.977039570103,if (I)<= iload_2 iload_1 return_void print_ref aload_5 concat print_ref aload_4 concat return_void nop iload_2
GP,SMALL_OR_LARGE,11,-44428300,2048,5,0.2,0.833333333333,0.214,0.823723228995,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,12,42794869,2048,5,0.22,0.819672131148,0.2155,0.82270670506,return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,13,-82629507,2048,5,0.245,0.803212851406,0.2275,0.81466395112,return_void print_ref aload_4
GP,SMALL_OR_LARGE,14,-48157648,2048,5,0.26,0.793650793651,0.22,0.819672131148,concat return_void return_void print_ref aload_4 print_int iload_3
GP,SMALL_OR_LARGE,15,44651163,2048,5,0.195,0.836820083682,0.21,0.826446280992,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,16,86263809,2048,5,0.23,0.813008130081,0.221,0.819000819001,concat return_void return_void print_ref aload_4 return_void print_ref aload_4
GP,SMALL_OR_LARGE,17,-86784260,2048,5,0.25,0.8,0.303,0.767459708365,return_void return_void return_void return_void print_ref aload_5
GP,SMALL_OR_LARGE,18,-76972626,2048,5,0.225,0.816326530612,0.224,0.816993464052,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,19,76627716,2048,5,0.21,0.826446280992,0.2255,0.815993472052,return_void print_ref aload_4
GP,SMALL_OR_LARGE,20,50824548,2048,5,0.235,0.80971659919,0.212,0.825082508251,concat return_void return_void print_ref aload_4 iload_2
GP,SMALL_OR_LARGE,21,-19697326,2048,5,0.23,0.813008130081,0.219,0.820344544709,return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,22,-62603885,2048,5,0.2,0.833333333333,0.215,0.82304526749,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,23,-18986886,2048,5,0.245,0.803212851406,0.226,0.815660685155,return_void return_void return_void return_void print_ref aload_4
GP,SMALL_OR_LARGE,24,37170908,2048,5,0.01,0.990099009901,0.0255,0.975134080936,concat if (I)<= iload_1 iload_2 concat iload_1 nop return_void return_void print_ref aload_5 return_void return_void print_ref aload_4
