Algorithm,Benchmark,Rep,Seed,Evals,MaxLength,Levels,BestFitness,BestFitnessNormalised,TestFitness,TestFitnessNormalised,BestExpression
UCT,SMALL_OR_LARGE,14,-91254948,8192,100,0,0.02,0.9803921568627451,0.026,0.9746588693957114,(10) if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,15,4487228,8192,100,0,0.035,0.9661835748792271,0.02,0.9803921568627451,(10) if (I)<= iload_1 iload_3 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,16,-68171518,8192,100,0,0.01,0.9900990099009901,0.0245,0.9760858955588092,(10) if (I)<= iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,17,35422964,8192,100,0,0.015,0.9852216748768474,0.027,0.9737098344693282,(10) if (I)< iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,18,50665661,8192,100,0,0.035,0.9661835748792271,0.0235,0.9770395701025891,(11) if (I)< iload_1 iload_2 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,19,-79654405,8192,100,0,0.025,0.9756097560975611,0.0295,0.9713453132588634,(12) if (I)<= iload_1 iload_3 concat iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,20,-50974543,8192,100,0,0.02,0.9803921568627451,0.0235,0.9770395701025891,(12) concat if (I)< iload_1 iload_2 return_void print_ref aload_4 nop return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,21,57440996,8192,100,0,0.205,0.8298755186721991,0.211,0.8257638315441783,(11) if (I)<= iload_2 iload_1 return_void return_void return_void nop return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,22,-63332994,8192,100,0,0.04,0.9615384615384615,0.033,0.9680542110358181,(12) concat if (I)<= iload_1 iload_3 return_void print_ref aload_4 nop return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,23,45756902,8192,100,0,0.175,0.851063829787234,0.2035,0.8309098462816784,(19) if (I)<= iload_1 iload_2 return_void return_void print_ref aload_4 concat return_void nop concat concat iload_2 iload_2 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,24,-15519418,8192,100,0,0.015,0.9852216748768474,0.024,0.9765625,(12) if (I)< iload_3 iload_1 return_void print_ref aload_5 concat nop return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,25,78853175,8192,100,0,0.025,0.9756097560975611,0.0245,0.9760858955588092,(11) if (I)<= iload_3 iload_1 return_void print_ref aload_5 return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,26,53592797,8192,100,0,0.015,0.9852216748768474,0.0265,0.974184120798831,(14) if (I)<= iload_3 iload_1 return_void return_void print_ref aload_5 concat iload_2 return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,27,-1569216,8192,100,0,0.055,0.9478672985781991,0.0305,0.970402717127608,(13) if (I)<= iload_1 iload_2 return_void return_void print_ref aload_4 concat aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,28,46654050,8192,100,0,0.015,0.9852216748768474,0.028,0.9727626459143969,(19) concat concat if (I)< iload_3 iload_1 print_ref aload_5 print_ref aload_4 return_void return_void nop concat iload_3 concat aload_5 print_int iload_3 
UCT,SMALL_OR_LARGE,29,-81993740,8192,100,0,0.025,0.9756097560975611,0.0205,0.9799118079372857,(15) concat if (I)< iload_2 iload_1 aload_4 return_void print_ref aload_4 concat iload_1 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,30,-23262844,8192,100,0,0.035,0.9661835748792271,0.024,0.9765625,(12) if (I)<= iload_2 iload_1 return_void print_ref aload_5 return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,1,-3217550,16384,100,0,0.02,0.9803921568627451,0.0235,0.9770395701025891,(10) if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,2,82939155,16384,100,0,0.01,0.9900990099009901,0.0275,0.97323600973236,(13) if (I)<= iload_3 iload_1 return_void print_ref aload_5 return_void return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,3,-81247492,16384,100,0,0.015,0.9852216748768474,0.0295,0.9713453132588634,(14) concat if (I)< iload_2 iload_1 return_void print_ref aload_5 iload_3 return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,4,85186483,16384,100,0,0.04,0.9615384615384615,0.024,0.9765625,(14) concat aload_5 if (I)<= iload_1 iload_2 concat nop return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,5,-63753122,16384,100,0,0.025,0.9756097560975611,0.0255,0.9751340809361286,(21) concat aload_5 if (I)<= iload_2 iload_1 concat concat return_void print_ref aload_5 nop aload_4 return_void return_void return_void return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,6,-45004533,16384,100,0,0.02,0.9803921568627451,0.029,0.9718172983479106,(10) if (I)< iload_3 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,7,-19212151,16384,100,0,0.015,0.9852216748768474,0.0255,0.9751340809361286,(45) if (I)<= iload_1 iload_2 return_void return_void return_void return_void print_ref aload_4 concat print_ref aload_5 concat return_void nop if (I)< iload_2 iload_1 aload_4 concat if (I)<= iload_3 iload_2 iload_1 concat print_int iload_3 concat if (I)<= iload_2 iload_2 aload_4 nop iload_3 if (I)<= iload_2 iload_3 nop return_void nop 
UCT,SMALL_OR_LARGE,8,55702621,16384,100,0,0.02,0.9803921568627451,0.023,0.9775171065493647,(18) concat if (I)<= iload_1 iload_3 concat concat concat iload_1 return_void print_ref aload_4 iload_3 iload_2 iload_3 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,9,-5944469,16384,100,0,0.04,0.9615384615384615,0.025,0.9756097560975611,(11) if (I)< iload_1 iload_3 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,10,46580629,16384,100,0,0.035,0.9661835748792271,0.0255,0.9751340809361286,(15) if (I)< iload_2 iload_1 concat return_void return_void print_ref aload_5 nop return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,11,75473971,16384,100,0,0.035,0.9661835748792271,0.028,0.9727626459143969,(20) if (I)<= iload_3 iload_1 return_void print_ref aload_5 concat return_void print_ref aload_4 if (I)< iload_1 iload_3 return_void print_int iload_1 print_int iload_1 
UCT,SMALL_OR_LARGE,12,-62479096,16384,100,0,0.02,0.9803921568627451,0.0245,0.9760858955588092,(11) if (I)< iload_1 iload_2 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,13,-95016644,16384,100,0,0.03,0.970873786407767,0.025,0.9756097560975611,(15) concat iload_1 concat if (I)<= iload_1 iload_2 return_void return_void print_ref aload_4 iload_2 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,14,-27216333,16384,100,0,0.015,0.9852216748768474,0.0275,0.97323600973236,(18) if (I)< iload_1 iload_2 return_void print_ref aload_4 concat concat concat aload_4 iload_2 nop concat nop return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,15,-59057213,16384,100,0,0.005,0.9950248756218907,0.02,0.9803921568627451,(22) if (I)<= iload_3 iload_3 if (I)<= iload_3 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 concat iload_1 concat iload_2 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,16,72837228,16384,100,0,0.035,0.9661835748792271,0.0285,0.9722897423432183,(13) if (I)<= iload_1 iload_2 return_void return_void print_ref aload_4 concat aload_5 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,17,94177858,16384,100,0,0.01,0.9900990099009901,0.026,0.9746588693957114,(10) if (I)< iload_3 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,18,-20773830,16384,100,0,0.01,0.9900990099009901,0.021,0.9794319294809012,(11) if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,19,-78113006,16384,100,0,0.03,0.970873786407767,0.022,0.9784735812133072,(14) concat iload_3 if (I)<= iload_1 iload_2 return_void return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,20,-54552148,16384,100,0,0.04,0.9615384615384615,0.0245,0.9760858955588092,(13) if (I)<= iload_1 iload_3 concat return_void print_ref aload_4 print_int iload_1 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,21,63574555,16384,100,0,0.03,0.970873786407767,0.0185,0.9818360333824252,(11) if (I)< iload_3 iload_1 return_void return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,22,-16466936,16384,100,0,0.02,0.9803921568627451,0.023,0.9775171065493647,(10) if (I)< iload_3 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,23,25695099,16384,100,0,0.035,0.9661835748792271,0.026,0.9746588693957114,(16) concat aload_4 if (I)<= iload_1 iload_3 return_void return_void print_ref aload_4 concat return_void print_ref aload_5 print_int iload_3 
UCT,SMALL_OR_LARGE,24,-37177306,16384,100,0,0.02,0.9803921568627451,0.0285,0.9722897423432183,(10) if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,25,5822856,16384,100,0,0.015,0.9852216748768474,0.026,0.9746588693957114,(19) concat iload_3 if (I)<= iload_2 iload_1 return_void return_void print_ref aload_5 return_void return_void return_void return_void return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,26,12795414,16384,100,0,0.03,0.970873786407767,0.026,0.9746588693957114,(11) if (I)<= iload_1 iload_2 return_void print_ref aload_4 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,27,-53565343,16384,100,0,0.02,0.9803921568627451,0.0305,0.970402717127608,(16) concat concat iload_2 aload_5 concat if (I)< iload_2 iload_1 nop return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,28,-96583462,16384,100,0,0.03,0.970873786407767,0.0195,0.9808729769494849,(10) if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,29,-55731386,16384,100,0,0.03,0.970873786407767,0.0255,0.9751340809361286,(12) if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,30,-96885928,16384,100,0,0.03,0.970873786407767,0.029,0.9718172983479106,(13) if (I)< iload_1 iload_2 return_void return_void return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,1,-69576608,32768,100,0,0.04,0.9615384615384615,0.0275,0.97323600973236,(10) if (I)< iload_1 iload_3 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,2,-33634015,32768,100,0,0.035,0.9661835748792271,0.0215,0.978952520802741,(15) concat aload_5 concat if (I)<= iload_3 iload_1 return_void print_ref aload_5 aload_4 return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,3,-60222047,32768,100,0,0.01,0.9900990099009901,0.026,0.9746588693957114,(14) if (I)< iload_2 iload_1 return_void print_ref aload_5 concat iload_1 concat aload_4 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,4,-43506865,32768,100,0,0.015,0.9852216748768474,0.0285,0.9722897423432183,(12) concat if (I)<= iload_3 iload_1 return_void print_ref aload_5 aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,5,24035963,32768,100,0,0.035,0.9661835748792271,0.0215,0.978952520802741,(11) if (I)<= iload_2 iload_1 return_void return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,6,20032379,32768,100,0,0.0,1.0,0.0,1.0,(37) if (I)< iload_1 iload_2 return_void print_ref aload_4 if (I)<= iload_3 iload_1 return_void print_ref aload_5 concat iload_2 concat return_void nop if (I)< iload_3 iload_1 nop if (I)< iload_2 iload_2 concat if (I)< iload_3 iload_1 iload_3 aload_5 iload_3 aload_5 
UCT,SMALL_OR_LARGE,7,82769651,32768,100,0,0.05,0.9523809523809523,0.022,0.9784735812133072,(10) if (I)<= iload_3 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,8,98689996,32768,100,0,0.015,0.9852216748768474,0.023,0.9775171065493647,(11) if (I)<= iload_1 iload_3 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,9,-72954797,32768,100,0,0.02,0.9803921568627451,0.0305,0.970402717127608,(11) if (I)< iload_1 iload_2 return_void print_ref aload_4 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,10,-74078398,32768,100,0,0.015,0.9852216748768474,0.0215,0.978952520802741,(10) if (I)<= iload_1 iload_3 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,11,-93358573,32768,100,0,0.01,0.9900990099009901,0.023,0.9775171065493647,(13) if (I)< iload_1 iload_3 return_void return_void return_void print_ref aload_4 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,12,-57244060,32768,100,0,0.025,0.9756097560975611,0.022,0.9784735812133072,(11) if (I)<= iload_1 iload_3 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,13,-93764098,32768,100,0,0.02,0.9803921568627451,0.032,0.9689922480620154,(10) if (I)<= iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,14,47766041,32768,100,0,0.01,0.9900990099009901,0.024,0.9765625,(16) concat nop concat if (I)< iload_1 iload_3 aload_5 return_void print_ref aload_5 concat iload_1 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,15,-35679966,32768,100,0,0.03,0.970873786407767,0.024,0.9765625,(11) if (I)< iload_1 iload_2 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,16,-87525214,32768,100,0,0.03,0.970873786407767,0.02,0.9803921568627451,(12) if (I)< iload_1 iload_3 return_void print_ref aload_4 return_void return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,17,-63373927,32768,100,0,0.0,1.0,0.0,1.0,(29) concat aload_4 if (I)< iload_3 iload_1 return_void return_void print_ref aload_5 if (I)< iload_1 iload_1 return_void nop if (I)<= iload_2 iload_1 concat aload_4 return_void nop return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,18,-55277340,32768,100,0,0.02,0.9803921568627451,0.0295,0.9713453132588634,(13) if (I)<= iload_1 iload_2 return_void print_ref aload_4 concat iload_2 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,19,-15552294,32768,100,0,0.02,0.9803921568627451,0.0235,0.9770395701025891,(15) concat if (I)< iload_1 iload_2 return_void return_void print_ref aload_4 concat iload_2 aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,20,57457708,32768,100,0,0.03,0.970873786407767,0.028,0.9727626459143969,(17) concat if (I)<= iload_1 iload_3 return_void print_ref aload_4 return_void print_ref aload_5 if (I)<= iload_2 iload_3 iload_1 iload_1 
UCT,SMALL_OR_LARGE,21,-15341369,32768,100,0,0.035,0.9661835748792271,0.031,0.9699321047526674,(24) concat concat nop if (I)<= iload_1 iload_1 iload_3 iload_1 concat if (I)<= iload_1 iload_2 concat nop return_void return_void print_ref aload_4 aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,22,66870899,32768,100,0,0.02,0.9803921568627451,0.028,0.9727626459143969,(13) concat aload_4 if (I)< iload_2 iload_1 return_void print_ref aload_5 return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,23,-93019972,32768,100,0,0.015,0.9852216748768474,0.0195,0.9808729769494849,(10) if (I)<= iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,24,-86033103,32768,100,0,0.02,0.9803921568627451,0.0285,0.9722897423432183,(10) if (I)<= iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,25,-17278243,32768,100,0,0.045,0.9569377990430623,0.027,0.9737098344693282,(12) concat iload_3 if (I)<= iload_2 iload_1 return_void print_ref aload_5 return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,26,-7235713,32768,100,0,0.03,0.970873786407767,0.0305,0.970402717127608,(15) concat iload_2 if (I)<= iload_1 iload_3 return_void print_ref aload_4 concat aload_5 return_void return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,27,31435257,32768,100,0,0.04,0.9615384615384615,0.0245,0.9760858955588092,(13) concat if (I)< iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 print_int iload_2 
UCT,SMALL_OR_LARGE,28,-86999541,32768,100,0,0.025,0.9756097560975611,0.0255,0.9751340809361286,(32) concat if (I)< iload_3 iload_1 concat concat print_ref aload_5 concat return_void nop aload_4 concat if (I)<= iload_2 iload_1 aload_5 print_int iload_2 iload_1 concat concat aload_4 aload_5 aload_5 return_void return_void return_void print_ref aload_4 
UCT,SMALL_OR_LARGE,29,-85982968,32768,100,0,0.02,0.9803921568627451,0.0225,0.9779951100244499,(11) if (I)<= iload_1 iload_3 return_void return_void print_ref aload_4 return_void print_ref aload_5 
UCT,SMALL_OR_LARGE,30,-97689183,32768,100,0,0.04,0.9615384615384615,0.017,0.9832841691248771,(10) if (I)<= iload_1 iload_2 return_void print_ref aload_4 return_void print_ref aload_5 
Algorithm,Benchmark,Rep,Seed,Evals,MaxLength,Levels,BestFitness,BestFitnessNormalised,TestFitness,TestFitnessNormalised,BestExpression
UCT,COMPARE_STRING_LENGTHS,1,96257006,1,100,0,1.0,0.5,1.0,0.5,(8) if (I)< strlen aload_3 strlen aload_3 aload_2 aload_2 
UCT,COMPARE_STRING_LENGTHS,2,-37869509,1,100,0,1.0,0.5,1.0,0.5,(1) aload_2 
UCT,COMPARE_STRING_LENGTHS,3,-79042497,1,100,0,1.0,0.5,1.0,0.5,(1) aload_1 
UCT,COMPARE_STRING_LENGTHS,4,-70368339,1,100,0,1.0,0.5,1.0,0.5,(2) strlen aload_2 
UCT,COMPARE_STRING_LENGTHS,5,-23903728,1,100,0,1.0,0.5,1.0,0.5,(1) aload_1 
UCT,COMPARE_STRING_LENGTHS,6,87888314,1,100,0,1.0,0.5,1.0,0.5,(26) if (I)<= strlen aload_1 strlen aload_3 true concat if (I)< strlen aload_3 strlen aload_1 strlen aload_3 if (I)< strlen aload_3 strlen aload_2 aload_1 aload_2 strlen aload_2 
UCT,COMPARE_STRING_LENGTHS,7,32529924,1,100,0,1.0,0.5,1.0,0.5,(1) false 
UCT,COMPARE_STRING_LENGTHS,8,-5735380,1,100,0,1.0,0.5,1.0,0.5,(1) aload_2 
UCT,COMPARE_STRING_LENGTHS,9,-40432403,1,100,0,1.0,0.5,1.0,0.5,(1) nop 
UCT,COMPARE_STRING_LENGTHS,10,76435224,1,100,0,1.0,0.5,1.0,0.5,(1) nop 
UCT,COMPARE_STRING_LENGTHS,11,7050110,1,100,0,1.0,0.5,1.0,0.5,(9) if (I)<= strlen aload_2 strlen aload_1 aload_2 strlen aload_1 
UCT,COMPARE_STRING_LENGTHS,12,95801389,1,100,0,1.0,0.5,1.0,0.5,(9) if (I)< strlen aload_3 strlen aload_1 nop strlen aload_3 
UCT,COMPARE_STRING_LENGTHS,13,360247,1,100,0,1.0,0.5,1.0,0.5,(1) false 
UCT,COMPARE_STRING_LENGTHS,14,-18919558,1,100,0,1.0,0.5,1.0,0.5,(29) if (I)<= strlen aload_3 strlen aload_2 false concat return_bool false return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool true 
UCT,COMPARE_STRING_LENGTHS,15,26735465,1,100,0,1.0,0.5,1.0,0.5,(1) aload_3 
UCT,COMPARE_STRING_LENGTHS,16,-86114261,1,100,0,1.0,0.5,1.0,0.5,(1) aload_3 
UCT,COMPARE_STRING_LENGTHS,17,54158556,1,100,0,1.0,0.5,1.0,0.5,(1) true 
UCT,COMPARE_STRING_LENGTHS,18,-7685861,1,100,0,0.08,0.9259259259259258,0.0815,0.9246417013407305,(27) concat return_bool false concat if (I)< strlen aload_3 strlen aload_1 aload_2 true if (I)< strlen aload_3 strlen aload_1 if (I)< strlen aload_1 strlen aload_1 aload_2 true false 
UCT,COMPARE_STRING_LENGTHS,19,21449497,1,100,0,1.0,0.5,1.0,0.5,(1) nop 
UCT,COMPARE_STRING_LENGTHS,20,41959984,1,100,0,0.45,0.6896551724137931,0.411,0.7087172218284904,(67) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool true 
UCT,COMPARE_STRING_LENGTHS,21,52720145,1,100,0,1.0,0.5,1.0,0.5,(1) true 
UCT,COMPARE_STRING_LENGTHS,22,-47875006,1,100,0,0.44,0.6944444444444444,0.4165,0.7059654076950229,(97) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool true 
UCT,COMPARE_STRING_LENGTHS,23,51804345,1,100,0,1.0,0.5,1.0,0.5,(1) false 
UCT,COMPARE_STRING_LENGTHS,24,63797855,1,100,0,1.0,0.5,1.0,0.5,(1) aload_3 
UCT,COMPARE_STRING_LENGTHS,25,-86716590,1,100,0,1.0,0.5,1.0,0.5,(1) true 
UCT,COMPARE_STRING_LENGTHS,26,-46486844,1,100,0,1.0,0.5,1.0,0.5,(14) concat if (I)< strlen aload_2 strlen aload_1 concat aload_2 concat aload_1 false aload_3 false 
UCT,COMPARE_STRING_LENGTHS,27,81150809,1,100,0,0.08,0.9259259259259258,0.079,0.9267840593141798,(78) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool false 
UCT,COMPARE_STRING_LENGTHS,28,45741179,1,100,0,1.0,0.5,1.0,0.5,(1) aload_2 
UCT,COMPARE_STRING_LENGTHS,29,92149857,1,100,0,1.0,0.5,1.0,0.5,(1) aload_1 
UCT,COMPARE_STRING_LENGTHS,30,-95604077,1,100,0,1.0,0.5,1.0,0.5,(1) nop 
UCT,COMPARE_STRING_LENGTHS,1,-92502388,2,100,0,1.0,0.5,1.0,0.5,(1) aload_1 
UCT,COMPARE_STRING_LENGTHS,2,84888669,2,100,0,1.0,0.5,1.0,0.5,(1) aload_1 
UCT,COMPARE_STRING_LENGTHS,3,-38368725,2,100,0,1.0,0.5,1.0,0.5,(1) false 
UCT,COMPARE_STRING_LENGTHS,4,78824313,2,100,0,1.0,0.5,1.0,0.5,(1) false 
UCT,COMPARE_STRING_LENGTHS,5,89749815,2,100,0,1.0,0.5,1.0,0.5,(2) strlen aload_2 
UCT,COMPARE_STRING_LENGTHS,6,64750950,2,100,0,1.0,0.5,1.0,0.5,(1) true 
UCT,COMPARE_STRING_LENGTHS,7,4176762,2,100,0,1.0,0.5,1.0,0.5,(1) aload_3 
UCT,COMPARE_STRING_LENGTHS,8,-55903267,2,100,0,0.43,0.6993006993006994,0.4225,0.70298769771529,(20) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool true 
UCT,COMPARE_STRING_LENGTHS,9,60312300,2,100,0,1.0,0.5,1.0,0.5,(1) true 
UCT,COMPARE_STRING_LENGTHS,10,46062426,2,100,0,1.0,0.5,1.0,0.5,(1) aload_2 
UCT,COMPARE_STRING_LENGTHS,11,78646919,2,100,0,1.0,0.5,1.0,0.5,(1) aload_1 
UCT,COMPARE_STRING_LENGTHS,12,-96180230,2,100,0,1.0,0.5,1.0,0.5,(1) aload_2 
UCT,COMPARE_STRING_LENGTHS,13,-55423923,2,100,0,0.09,0.9174311926605504,0.068,0.9363295880149812,(11) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool false 
UCT,COMPARE_STRING_LENGTHS,14,-38207598,2,100,0,1.0,0.5,1.0,0.5,(1) false 
UCT,COMPARE_STRING_LENGTHS,15,-64856752,2,100,0,1.0,0.5,1.0,0.5,(2) strlen aload_2 
UCT,COMPARE_STRING_LENGTHS,16,-52081736,2,100,0,1.0,0.5,1.0,0.5,(11) concat aload_1 if (I)< strlen aload_3 strlen aload_2 aload_3 strlen aload_1 
UCT,COMPARE_STRING_LENGTHS,17,20354282,2,100,0,0.07,0.9345794392523364,0.0805,0.9254974548819991,(24) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool false 
UCT,COMPARE_STRING_LENGTHS,18,9855562,2,100,0,0.095,0.9132420091324202,0.081,0.9250693802035153,(47) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool false 
UCT,COMPARE_STRING_LENGTHS,19,-16828162,2,100,0,0.385,0.7220216606498195,0.4245,0.702000702000702,(93) return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool return_bool true 
