Algorithm,Benchmark,Rep,Seed,Evals,MaxLength,Levels,BestFitness,BestFitnessNormalised,TestFitness,TestFitnessNormalised,BestExpression
UCT,ADD_INTEGER_AND_FLOAT,1,-77272543,1,100,0,0.05546525854999999,0.9474494701737524,0.08854475589750015,0.9186576799733922,(44) return_void print_int iadd iadd isub iadd idiv iadd iadd iadd f2i fdiv fsub fsub fdiv fsub fload_2 fsub fsub fadd i2f isub f2i fsub fmul fload_2 fload_2 fload_2 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,2,-94659995,1,100,0,0.12087103995000001,0.8921632947574488,0.13905555983625012,0.8779203010463855,(35) return_void print_float i2f f2i fadd fsub i2f f2i fload_2 fsub fdiv i2f iadd iadd f2i fsub fmul fmul fsub fadd fdiv fdiv fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,3,-75346688,1,100,0,1.0,0.5,1.0,0.5,(69) print_float i2f idiv f2i fadd fdiv fdiv fdiv fdiv i2f iload_1 fload_2 fload_2 i2f iload_1 fmul fmul i2f idiv isub iadd idiv iadd isub idiv idiv idiv idiv imul imul iadd idiv f2i fsub i2f isub idiv imul isub isub imul isub iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,4,55542055,1,100,0,1.0,0.5,1.0,0.5,(82) idiv isub iload_1 iadd imul f2i fload_2 isub isub imul imul iload_1 idiv imul idiv iload_1 imul iadd isub isub iload_1 isub idiv isub isub iload_1 iadd idiv iload_1 f2i fdiv i2f iadd idiv f2i i2f f2i fdiv fadd i2f isub f2i fmul fmul fsub fload_2 fload_2 i2f isub f2i i2f isub imul isub idiv iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 fload_2 fload_2 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,5,-19079532,1,100,0,1.0,0.5,1.0,0.5,(59) print_int isub iadd imul f2i fmul fadd i2f iadd iload_1 iadd f2i fmul fsub fmul fmul fadd fadd i2f f2i fadd fmul fsub fmul fadd fload_2 fadd fload_2 fdiv fsub fmul i2f imul f2i fdiv fadd fload_2 fload_2 fload_2 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 fload_2 fload_2 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,6,-13726900,1,100,0,1.0,0.5,1.0,0.5,(34) fadd fload_2 fsub fmul fsub fsub i2f isub f2i fmul fload_2 fadd fadd i2f f2i fsub fsub fdiv fadd i2f iload_1 fadd fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,7,48724417,1,100,0,0.4526045044,0.6884186280374032,0.4354195679987499,0.6966604206142959,(70) return_void return_void return_void return_void print_int imul isub imul imul iload_1 idiv idiv idiv idiv iload_1 isub imul iadd f2i i2f imul iadd f2i fsub i2f isub idiv isub isub imul isub isub f2i fdiv fdiv fsub fmul fadd fload_2 fdiv fdiv i2f idiv iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,8,67610239,1,100,0,1.0,0.5,1.0,0.5,(1) iload_1 
UCT,ADD_INTEGER_AND_FLOAT,9,62763035,1,100,0,1.0,0.5,1.0,0.5,(67) imul idiv iadd imul isub f2i fdiv fload_2 fdiv i2f iadd isub imul f2i fadd fadd fsub fsub fdiv fmul fadd fmul fadd fmul fsub fload_2 i2f isub imul iadd f2i fdiv fload_2 fsub fdiv fmul i2f iload_1 fmul fdiv fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,10,68407257,1,100,0,1.0,0.5,1.0,0.5,(71) print_float fdiv fmul fsub fsub fload_2 i2f iload_1 fdiv fload_2 fadd i2f f2i fsub fsub fadd fdiv fload_2 fdiv fadd fload_2 i2f iadd imul iload_1 iadd isub isub isub imul idiv imul iadd f2i fsub fadd fload_2 i2f f2i fsub fdiv i2f iload_1 i2f isub iadd iload_1 imul iload_1 idiv iload_1 iload_1 iload_1 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,11,-81793808,1,100,0,1.0,0.5,1.0,0.5,(7) imul iadd iadd iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,12,35839209,1,100,0,1.0,0.5,1.0,0.5,(90) fdiv i2f f2i fadd fsub fsub fmul fload_2 fload_2 i2f f2i i2f isub imul iload_1 imul isub iload_1 f2i fload_2 iadd f2i fdiv i2f f2i fload_2 i2f isub f2i fload_2 imul f2i fadd i2f imul idiv iload_1 imul idiv iload_1 idiv iload_1 iload_1 iload_1 imul iadd isub f2i i2f imul f2i fmul fmul fdiv fdiv fmul fadd i2f iload_1 fsub fmul fdiv fadd fsub i2f idiv f2i fload_2 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,13,63177389,1,100,0,1.0,0.5,1.0,0.5,(7) print_int imul f2i fadd fload_2 fload_2 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,14,-95057276,1,100,0,1.0,0.5,1.0,0.5,(1) nop 
UCT,ADD_INTEGER_AND_FLOAT,15,56373819,1,100,0,1.0,0.5,1.0,0.5,(23) fadd fload_2 fdiv fmul fload_2 fload_2 fdiv fadd fsub fsub fdiv fsub fdiv fsub fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,16,-83811035,1,100,0,0.10432928695000002,0.9055270124745648,0.08456663889625007,0.9220272541461237,(32) return_void print_float i2f idiv isub imul iadd isub idiv isub f2i i2f idiv iadd isub iadd iadd imul iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,17,17115590,1,100,0,0.1327777748,0.8827856815751501,0.13965243282999976,0.8774605056708272,(9) return_void print_float i2f f2i fsub fdiv fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,18,41775259,1,100,0,1.0,0.5,1.0,0.5,(88) idiv isub f2i fmul fload_2 fload_2 isub f2i fdiv fadd fdiv fdiv fsub fload_2 fadd fsub fsub fsub fdiv fdiv fmul fload_2 fdiv i2f imul imul isub idiv f2i fdiv fload_2 fsub i2f imul imul isub f2i fdiv fsub fadd fadd fdiv fload_2 fsub fload_2 fadd fadd fmul fdiv fsub fmul fload_2 fload_2 fadd fload_2 fdiv i2f iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,19,-22568717,1,100,0,1.0,0.5,1.0,0.5,(1) fload_2 
UCT,ADD_INTEGER_AND_FLOAT,20,6142657,1,100,0,0.12023972293500002,0.8926660780962355,0.1392767146966251,0.8777498803407803,(47) return_void print_float fsub fadd fsub fload_2 fadd fadd fmul fload_2 fdiv fdiv fdiv fadd fdiv fsub fsub i2f iload_1 fdiv fadd fsub fmul i2f iadd iload_1 isub isub iadd iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,21,-10553065,1,100,0,1.0,0.5,1.0,0.5,(43) print_int idiv iload_1 imul iload_1 iadd iload_1 imul iload_1 idiv imul iload_1 isub idiv iadd iload_1 iload_1 iadd iload_1 f2i i2f iadd f2i fdiv fload_2 fload_2 imul idiv iadd imul iload_1 isub isub iload_1 imul iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,22,51708909,1,100,0,1.0,0.5,1.0,0.5,(1) nop 
UCT,ADD_INTEGER_AND_FLOAT,23,14350419,1,100,0,1.0,0.5,1.0,0.5,(49) print_float fdiv fload_2 i2f isub imul iload_1 idiv isub isub iload_1 iload_1 isub iadd imul f2i fload_2 isub imul imul f2i fdiv fmul fdiv i2f idiv iload_1 isub imul imul iload_1 f2i fsub fsub fload_2 fload_2 fload_2 iload_1 iload_1 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,24,-65583895,1,100,0,1.0,0.5,1.0,0.5,(38) imul f2i fadd i2f f2i fmul fadd fmul fadd fmul fsub fdiv fadd fsub i2f imul iload_1 imul iadd f2i fmul fadd fload_2 fload_2 fload_2 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,25,4739133,1,100,0,1.0,0.5,1.0,0.5,(69) fsub fdiv fadd fmul fdiv fadd i2f idiv idiv imul idiv iload_1 f2i fdiv i2f idiv iload_1 idiv imul idiv isub isub iload_1 iadd iload_1 idiv imul f2i fadd fadd fsub i2f iadd f2i i2f iadd iload_1 isub imul imul iadd f2i fsub fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,26,11270721,1,100,0,1.0,0.5,1.0,0.5,(57) print_float fmul fmul fadd fmul fdiv fsub fsub fload_2 fmul fsub fsub i2f f2i fdiv fsub fload_2 fload_2 fmul fadd fadd fadd fdiv fdiv fdiv i2f isub idiv iload_1 iadd imul iload_1 imul imul iadd iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,27,-41833208,1,100,0,1.0,0.5,1.0,0.5,(37) fadd fload_2 i2f idiv imul imul isub iload_1 imul imul isub idiv idiv iload_1 imul iload_1 idiv iload_1 iadd f2i fdiv fdiv fdiv fmul fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,28,33691661,1,100,0,1.0,0.5,1.0,0.5,(33) fsub fload_2 fmul fmul i2f f2i fsub fsub fadd fdiv fsub fload_2 fsub i2f f2i i2f idiv imul imul f2i fsub fload_2 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,29,-38179537,1,100,0,1.0,0.5,1.0,0.5,(10) fsub i2f idiv imul imul iload_1 iload_1 iload_1 iload_1 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,30,-93258196,1,100,0,1.0,0.5,1.0,0.5,(84) print_int imul isub idiv f2i fsub fload_2 fdiv fdiv fload_2 fsub fdiv fmul fdiv fdiv fmul fdiv i2f iadd iadd iload_1 isub idiv isub idiv iadd iload_1 idiv isub iadd isub iadd isub f2i fadd fmul i2f iadd iload_1 idiv iadd f2i i2f iload_1 idiv iload_1 isub iload_1 isub imul iadd imul idiv iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,1,61586977,2,100,0,1.0,0.5,1.0,0.5,(55) fdiv i2f f2i fload_2 fadd fmul i2f idiv imul iadd f2i fmul fload_2 fdiv fdiv i2f isub iadd iadd iadd isub iload_1 imul iadd isub imul imul isub f2i fmul i2f f2i fdiv fload_2 fdiv fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,2,52420655,2,100,0,1.0,0.5,1.0,0.5,(1) fload_2 
UCT,ADD_INTEGER_AND_FLOAT,3,79836537,2,100,0,0.5,0.6666666666666666,0.4849863798748626,0.6734068497545872,(8) return_void print_float fmul fmul fload_2 i2f iload_1 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,4,-38855754,2,100,0,1.0,0.5,1.0,0.5,(93) concat concat fdiv fadd fdiv fsub fadd fdiv fsub fsub fload_2 fsub fload_2 fdiv fload_2 fadd fdiv fload_2 fdiv fload_2 fload_2 fdiv fsub fadd i2f f2i fsub fload_2 fsub fdiv fdiv fmul fload_2 fsub fadd fadd i2f iadd iload_1 iadd isub f2i fsub fmul fsub fsub fload_2 fadd fload_2 fload_2 fadd fload_2 fload_2 i2f isub imul f2i i2f idiv iload_1 imul idiv isub isub f2i fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,5,3393568,2,100,0,1.0,0.5,1.0,0.5,(64) iadd iload_1 isub iadd isub isub imul idiv iadd iadd f2i fadd i2f idiv f2i fadd fadd fadd i2f imul f2i i2f iadd idiv isub imul imul f2i fadd fmul fdiv fsub fload_2 fadd fmul i2f f2i fadd fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,6,-94713531,2,100,0,1.0,0.5,1.0,0.5,(67) fmul fsub fadd fmul i2f iadd iload_1 iload_1 fload_2 fadd fmul fdiv fload_2 i2f imul idiv idiv iadd iadd imul iload_1 imul idiv imul iadd iload_1 imul isub iload_1 idiv f2i fadd fmul fadd fadd fsub i2f iadd iload_1 iadd isub iload_1 imul iload_1 iadd iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,7,6028698,2,100,0,0.5,0.6666666666666666,1.0,0.5,(37) return_void return_void return_void return_void print_float fadd fmul fdiv fmul i2f f2i fload_2 fdiv fload_2 fsub fload_2 fload_2 fload_2 fadd fload_2 fadd fmul fadd i2f idiv imul iadd imul iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,8,63938855,2,100,0,1.0,0.5,1.0,0.5,(11) i2f imul iload_1 iadd f2i fsub fsub fload_2 fload_2 fload_2 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,9,-44742203,2,100,0,1.0,0.5,1.0,0.5,(32) print_int imul iadd iadd iload_1 iadd f2i fadd fsub i2f f2i fsub i2f idiv f2i fadd fload_2 i2f iadd f2i i2f isub iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,10,-54898616,2,100,0,1.0,0.5,1.0,0.5,(78) imul iadd imul iload_1 iload_1 iadd f2i fsub fadd fmul fsub fdiv fdiv fload_2 fadd i2f idiv iload_1 imul idiv iadd imul idiv iload_1 iadd iadd iload_1 imul iload_1 iadd idiv iadd isub iadd isub idiv imul isub imul f2i fadd fadd i2f idiv f2i fmul fload_2 i2f f2i fadd fload_2 fload_2 iload_1 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,11,7409520,2,100,0,1.0,0.5,1.0,0.5,(96) print_int isub iload_1 iadd iadd isub iadd idiv f2i fdiv fadd i2f isub iadd idiv f2i fmul fadd fdiv fdiv i2f f2i fsub fadd fload_2 fdiv fsub fload_2 fmul fmul i2f isub idiv f2i fmul fload_2 fadd fadd fdiv fadd fdiv fmul i2f imul iadd idiv idiv iload_1 imul iload_1 iload_1 f2i i2f isub f2i i2f isub iload_1 imul idiv imul iload_1 iload_1 iload_1 iadd iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,12,-84687704,2,100,0,0.40345406075,0.7125277755551216,0.4340833154462498,0.6973095560273119,(12) return_void print_int imul isub idiv iload_1 iadd iload_1 f2i fload_2 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,13,-42427481,2,100,0,1.0,0.5,1.0,0.5,(15) fadd fmul fadd fdiv fsub fadd fload_2 fadd fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,14,95792456,2,100,0,1.0,0.5,1.0,0.5,(43) fadd fload_2 fadd fsub fsub fadd i2f idiv isub iload_1 iload_1 iadd imul isub iload_1 idiv imul iadd imul idiv iload_1 f2i fdiv fdiv fload_2 fsub fsub fadd fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,15,-36513999,2,100,0,1.0,0.5,1.0,0.5,(52) iadd f2i fload_2 imul iadd iadd iload_1 isub iload_1 isub idiv isub isub imul iload_1 iload_1 f2i fload_2 isub f2i i2f idiv idiv imul f2i fdiv i2f iadd isub f2i fdiv i2f f2i fsub fsub fsub fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,16,52652497,2,100,0,1.0,0.5,1.0,0.5,(38) fadd fadd fadd i2f iload_1 fdiv fadd fsub fadd fload_2 fload_2 fdiv fmul fmul fmul fload_2 fdiv fmul fmul i2f isub imul f2i fadd fload_2 fload_2 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,17,1094361,2,100,0,1.0,0.5,1.0,0.5,(57) print_int imul idiv isub idiv iadd iload_1 isub idiv iadd imul idiv isub iadd isub f2i fload_2 isub f2i fmul i2f iadd f2i fload_2 iload_1 fadd i2f f2i fmul fdiv fdiv fsub i2f idiv imul idiv iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,18,-18117956,2,100,0,1.0,0.5,1.0,0.5,(12) fmul fmul fadd fdiv fmul i2f iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,19,-36979341,2,100,0,1.0,0.5,1.0,0.5,(48) isub isub isub idiv iload_1 idiv idiv iload_1 isub iadd idiv f2i fdiv i2f idiv isub imul iadd idiv iadd imul f2i fadd fadd fmul fload_2 i2f f2i fdiv fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,20,84358921,2,100,0,1.0,0.5,1.0,0.5,(1) fload_2 
UCT,ADD_INTEGER_AND_FLOAT,21,13460252,2,100,0,1.0,0.5,1.0,0.5,(39) iadd iload_1 idiv iload_1 imul iload_1 iadd iload_1 idiv imul idiv iadd iadd isub iadd iadd iload_1 iload_1 idiv isub iadd f2i fadd fload_2 fmul i2f iadd iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,22,-25161028,2,100,0,1.0,0.5,1.0,0.5,(16) fadd fmul fdiv fmul fadd fdiv i2f isub iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,23,74887974,2,100,0,1.0,0.5,1.0,0.5,(91) concat isub idiv isub idiv iadd iload_1 iadd imul imul isub isub imul iload_1 f2i fdiv fdiv fmul i2f iadd iload_1 isub imul iload_1 imul imul isub idiv imul idiv iadd isub f2i fload_2 imul idiv iadd imul f2i fdiv fload_2 fadd i2f isub iadd f2i i2f isub isub idiv isub imul iload_1 isub f2i fsub fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 
UCT,ADD_INTEGER_AND_FLOAT,24,38363150,2,100,0,1.0,0.5,1.0,0.5,(53) fsub fdiv i2f imul imul imul f2i fmul i2f isub f2i fsub fsub fsub fmul i2f imul iload_1 isub f2i fadd fmul fload_2 i2f iadd f2i fdiv fadd fmul fmul fdiv fsub fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 fload_2 iload_1 fload_2 fload_2 fload_2 fload_2 iload_1 fload_2 iload_1 iload_1 iload_1 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,25,63511035,2,100,0,1.0,0.5,1.0,0.5,(1) fload_2 
UCT,ADD_INTEGER_AND_FLOAT,26,61207124,2,100,0,1.0,0.5,1.0,0.5,(22) fsub fadd fload_2 i2f idiv f2i i2f iadd idiv iadd isub isub iload_1 imul iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,27,-27488167,2,100,0,1.0,0.5,1.0,0.5,(62) fadd fadd fsub fadd fload_2 fdiv fsub fadd fadd i2f f2i i2f imul isub imul iadd iadd iadd iload_1 iload_1 idiv isub idiv iload_1 imul f2i i2f iadd f2i fadd i2f iload_1 fload_2 iadd f2i fmul i2f isub iload_1 isub idiv imul iload_1 iload_1 iload_1 iload_1 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,28,-1971973,2,100,0,1.0,0.5,1.0,0.5,(85) fsub fmul fsub fdiv fmul fsub fmul fsub fmul fsub fload_2 fmul fmul fadd fdiv fdiv fsub fload_2 fsub fsub fdiv fadd fsub fload_2 fload_2 fload_2 i2f imul iload_1 f2i fdiv fadd fsub i2f isub imul isub idiv isub f2i i2f iadd f2i fmul fdiv fload_2 fdiv fadd i2f isub f2i fload_2 iload_1 fload_2 fsub fdiv fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,29,-12626915,2,100,0,1.0,0.5,1.0,0.5,(89) fsub fdiv fadd fdiv fadd fdiv fdiv fdiv fsub fdiv fload_2 fload_2 fload_2 fload_2 fload_2 i2f f2i fload_2 fsub fadd fload_2 fload_2 fadd fsub fadd i2f isub isub imul iload_1 idiv imul idiv imul iadd idiv isub f2i fadd fsub fmul fadd fadd fmul i2f iload_1 fmul fadd fsub fmul fsub fdiv i2f f2i fload_2 fsub fload_2 fload_2 i2f imul iadd iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,30,-36063792,2,100,0,1.0,0.5,1.0,0.5,(81) fmul fload_2 fdiv fdiv i2f iload_1 fmul fsub fdiv fdiv fadd fsub fload_2 fsub fmul fsub i2f f2i fdiv fload_2 fadd i2f isub imul idiv iload_1 iload_1 idiv idiv idiv isub isub idiv imul iadd iload_1 idiv isub f2i fadd fadd fadd fdiv fmul fsub fmul fadd i2f imul iload_1 idiv iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 iload_1 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 fload_2 
UCT,ADD_INTEGER_AND_FLOAT,1,24069138,4,100,0,0.08374003635,0.9227305132769352,0.08377199354249992,0.922703304715712,(6) return_void return_void print_float fsub fload_2 fload_2 
