Case 19,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 15,1.26854E-06,1.28034E-06,1.39057E-06,1.26010E-06,1.29179E-06,1.29169E-06,1.28708E-06,1.28819E-06,1.37643E-06,1.28925E-06,1.29051E-06,1.29225E-06,1.40560E-06,1.29338E-06,1.28881E-06,1.37599E-06,1.37324E-06,1.40340E-06,1.29508E-06,1.29040E-06
Default setting 16,1.26661E-06,1.28876E-06,1.39060E-06,1.26029E-06,1.28993E-06,1.29175E-06,1.28664E-06,1.29463E-06,1.38639E-06,1.29255E-06,1.29019E-06,1.29274E-06,1.40027E-06,1.29102E-06,1.29086E-06,1.37520E-06,1.36982E-06,1.40088E-06,1.29047E-06,1.29285E-06
Default setting 17,1.27105E-06,1.36526E-06,1.38985E-06,1.26008E-06,1.29024E-06,1.29236E-06,1.28738E-06,1.29389E-06,1.40420E-06,1.29136E-06,1.28871E-06,1.29773E-06,1.31082E-06,1.28711E-06,1.29074E-06,1.39687E-06,1.37263E-06,1.39949E-06,1.28803E-06,1.29205E-06
Default setting 18,1.28509E-06,1.33842E-06,1.39215E-06,1.26671E-06,1.28874E-06,1.28949E-06,1.28665E-06,1.29176E-06,1.40899E-06,1.29135E-06,1.28831E-06,1.29124E-06,1.31289E-06,1.28636E-06,1.29080E-06,1.40211E-06,1.37008E-06,1.39958E-06,1.29222E-06,1.28824E-06
Default setting 19,1.27928E-06,1.34661E-06,1.35128E-06,1.26293E-06,1.28962E-06,1.29165E-06,1.28970E-06,1.29231E-06,1.40231E-06,1.29151E-06,1.28994E-06,1.29138E-06,1.30977E-06,1.28760E-06,1.29029E-06,1.40176E-06,1.38306E-06,1.39939E-06,1.29286E-06,1.28847E-06
Default setting 20,1.29018E-06,1.39013E-06,1.36184E-06,1.25524E-06,1.28893E-06,1.29212E-06,1.28977E-06,1.29399E-06,1.40259E-06,1.29062E-06,1.29192E-06,1.29221E-06,1.31067E-06,1.29140E-06,1.28728E-06,1.40486E-06,1.39973E-06,1.39771E-06,1.29185E-06,1.29162E-06
Amortise opt. 01,1.23434E-06,1.35764E-06,1.33461E-06,1.22778E-06,1.25448E-06,1.17882E-06,1.28496E-06,1.23595E-06,1.37778E-06,1.25384E-06,1.25081E-06,1.25524E-06,1.24359E-06,1.23858E-06,1.20144E-06,1.31701E-06,1.37572E-06,1.36929E-06,1.22887E-06,1.18613E-06
Amortise opt. 02,1.23385E-06,1.32940E-06,1.24298E-06,1.25603E-06,1.23387E-06,1.20215E-06,1.28282E-06,1.24359E-06,1.30095E-06,1.26054E-06,1.26865E-06,1.24324E-06,1.24953E-06,1.24504E-06,1.22061E-06,1.34936E-06,1.33892E-06,1.34104E-06,1.24012E-06,1.19789E-06
Amortise opt. 03,1.24961E-06,1.30636E-06,1.32803E-06,1.21498E-06,1.25610E-06,1.24700E-06,1.26204E-06,1.21256E-06,1.34589E-06,1.26052E-06,1.24338E-06,1.25301E-06,1.23544E-06,1.25185E-06,1.24748E-06,1.38123E-06,1.38114E-06,1.36414E-06,1.22513E-06,1.16240E-06
Amortise opt. 04,1.23080E-06,1.29855E-06,1.23973E-06,1.21429E-06,1.23341E-06,1.14730E-06,1.26286E-06,1.21451E-06,1.29393E-06,1.25525E-06,1.24631E-06,1.23936E-06,1.22919E-06,1.24823E-06,1.23981E-06,1.37091E-06,1.38511E-06,1.34257E-06,1.22684E-06,1.16633E-06
Amortise opt. 05,1.23961E-06,1.34288E-06,1.28477E-06,1.22371E-06,1.22393E-06,1.16054E-06,1.28598E-06,1.23705E-06,1.31266E-06,1.27142E-06,1.25032E-06,1.25545E-06,1.22488E-06,1.23910E-06,1.25384E-06,1.32363E-06,1.37039E-06,1.35577E-06,1.22726E-06,1.18822E-06
Amortise opt. 06,1.20956E-06,1.22946E-06,1.32312E-06,1.24520E-06,1.25308E-06,1.12982E-06,1.25467E-06,1.19913E-06,1.35159E-06,1.25461E-06,1.23309E-06,1.25055E-06,1.23775E-06,1.25547E-06,1.27875E-06,1.33433E-06,1.37270E-06,1.37108E-06,1.23771E-06,1.14943E-06
Amortise opt. 07,1.30604E-06,1.21188E-06,1.26317E-06,1.22366E-06,1.22386E-06,1.13095E-06,1.25814E-06,1.19697E-06,1.32588E-06,1.25633E-06,1.23260E-06,1.24138E-06,1.22408E-06,1.24044E-06,1.27206E-06,1.29582E-06,1.36939E-06,1.27661E-06,1.27985E-06,1.14845E-06
Amortise opt. 08,1.28841E-06,1.18606E-06,1.26603E-06,1.21158E-06,1.23239E-06,1.14622E-06,1.25935E-06,1.20900E-06,1.32407E-06,1.26340E-06,1.24206E-06,1.27555E-06,1.23665E-06,1.25627E-06,1.28479E-06,1.31839E-06,1.35339E-06,1.32052E-06,1.26124E-06,1.17041E-06
Amortise opt. 09,1.32097E-06,1.18169E-06,1.25865E-06,1.21356E-06,1.23490E-06,1.11365E-06,1.27410E-06,1.17805E-06,1.32128E-06,1.26127E-06,1.22382E-06,1.23157E-06,1.23037E-06,1.25103E-06,1.34409E-06,1.34572E-06,1.35402E-06,1.38755E-06,1.27456E-06,1.12611E-06
Amortise opt. 10,1.29158E-06,1.17874E-06,1.26146E-06,1.20936E-06,1.26462E-06,1.11233E-06,1.20999E-06,1.17842E-06,1.32500E-06,1.22572E-06,1.22277E-06,1.23372E-06,1.26160E-06,1.23574E-06,1.35157E-06,1.31275E-06,1.35807E-06,1.31307E-06,1.25378E-06,1.12936E-06
Amortise opt. 11,1.33441E-06,1.20895E-06,1.28207E-06,1.22405E-06,1.27346E-06,1.12922E-06,1.23386E-06,1.20206E-06,1.30170E-06,1.21600E-06,1.23244E-06,1.24430E-06,1.24780E-06,1.25304E-06,1.33591E-06,1.34642E-06,1.37523E-06,1.33044E-06,1.27474E-06,1.14937E-06
Amortise opt. 12,1.30283E-06,1.20497E-06,1.24850E-06,1.22780E-06,1.26253E-06,1.10745E-06,1.23054E-06,1.16542E-06,1.32007E-06,1.21640E-06,1.22902E-06,1.24879E-06,1.26819E-06,1.21093E-06,1.36761E-06,1.34412E-06,1.37641E-06,1.29177E-06,1.27979E-06,1.26569E-06
Amortise opt. 13,1.32726E-06,1.18600E-06,1.25058E-06,1.20504E-06,1.26084E-06,1.10467E-06,1.20991E-06,1.16551E-06,1.29545E-06,1.21634E-06,1.24407E-06,1.23326E-06,1.24992E-06,1.21181E-06,1.33620E-06,1.32721E-06,1.35098E-06,1.28999E-06,1.26529E-06,1.21930E-06
Amortise opt. 14,1.32263E-06,1.21913E-06,1.30155E-06,1.20372E-06,1.26233E-06,1.11315E-06,1.24678E-06,1.17854E-06,1.29343E-06,1.21286E-06,1.18969E-06,1.25212E-06,1.23616E-06,1.23198E-06,1.34084E-06,1.35647E-06,1.38374E-06,1.31640E-06,1.25770E-06,1.22271E-06
Amortise opt. 15,1.32201E-06,1.20651E-06,1.32488E-06,1.21039E-06,1.25087E-06,1.27485E-06,1.24246E-06,1.15729E-06,1.31180E-06,1.22683E-06,1.22513E-06,1.21269E-06,1.25670E-06,1.24827E-06,1.32681E-06,1.39888E-06,1.38839E-06,1.26436E-06,1.24406E-06,1.22452E-06
Amortise opt. 16,1.31663E-06,1.33004E-06,1.24151E-06,1.21257E-06,1.25275E-06,1.17089E-06,1.21735E-06,1.15433E-06,1.27798E-06,1.21096E-06,1.18959E-06,1.21410E-06,1.23224E-06,1.26264E-06,1.34493E-06,1.27701E-06,1.33541E-06,1.26020E-06,1.24578E-06,1.27659E-06
Amortise opt. 17,1.32759E-06,1.22303E-06,1.23483E-06,1.22174E-06,1.25938E-06,1.18462E-06,1.23250E-06,1.16130E-06,1.28315E-06,1.22678E-06,1.21798E-06,1.23018E-06,1.25198E-06,1.17959E-06,1.33657E-06,1.29368E-06,1.33114E-06,1.28660E-06,1.25711E-06,1.25904E-06
Amortise opt. 18,1.32733E-06,1.32860E-06,1.29508E-06,1.20225E-06,1.25687E-06,1.15172E-06,1.20945E-06,1.13746E-06,1.28030E-06,1.21563E-06,1.24499E-06,1.24878E-06,1.24685E-06,1.23260E-06,1.37084E-06,1.21593E-06,1.29237E-06,1.24855E-06,1.24515E-06,1.26583E-06
Amortise opt. 19,1.34637E-06,1.26450E-06,1.33526E-06,1.21018E-06,1.14377E-06,1.15478E-06,1.21453E-06,1.14073E-06,1.25005E-06,1.23301E-06,1.21796E-06,1.25321E-06,1.27014E-06,1.17860E-06,1.33368E-06,1.18461E-06,1.29313E-06,1.23448E-06,1.24913E-06,1.25899E-06
Amortise opt. 20,1.28942E-06,1.29028E-06,1.32571E-06,1.20123E-06,1.16046E-06,1.17088E-06,1.21406E-06,1.21548E-06,1.25128E-06,1.25376E-06,1.24250E-06,1.24352E-06,1.10558E-06,1.21252E-06,1.34936E-06,1.18482E-06,1.30593E-06,1.23705E-06,1.24820E-06,1.26360E-06
Amortise opt. 21,1.31181E-06,1.36001E-06,1.31158E-06,1.21369E-06,1.13999E-06,1.13461E-06,1.21305E-06,1.25257E-06,1.25133E-06,1.21086E-06,1.23950E-06,1.25531E-06,1.26044E-06,1.25966E-06,1.34333E-06,1.16189E-06,1.26095E-06,1.36042E-06,1.28078E-06,1.27999E-06
Amortise opt. 22,1.29003E-06,1.26129E-06,1.34631E-06,1.20701E-06,1.13821E-06,1.13430E-06,1.21182E-06,1.25283E-06,1.23701E-06,1.20825E-06,1.23732E-06,1.24459E-06,1.10711E-06,1.26396E-06,1.36860E-06,1.16070E-06,1.26151E-06,1.34472E-06,1.24617E-06,1.24659E-06
Amortise opt. 23,1.28005E-06,1.28580E-06,1.30070E-06,1.22395E-06,1.14631E-06,1.15077E-06,1.21218E-06,1.23194E-06,1.23480E-06,1.23342E-06,1.24612E-06,1.26438E-06,1.11551E-06,1.14287E-06,1.26220E-06,1.16793E-06,1.23265E-06,1.26941E-06,1.26223E-06,1.20982E-06
Amortise opt. 24,1.34597E-06,1.24768E-06,1.21001E-06,1.19830E-06,1.11880E-06,1.12725E-06,1.22602E-06,1.25594E-06,1.32845E-06,1.19708E-06,1.25070E-06,1.25123E-06,1.27025E-06,1.23975E-06,1.31688E-06,1.23615E-06,1.15421E-06,1.30805E-06,1.24613E-06,1.22175E-06
Amortise opt. 25,1.31296E-06,1.24413E-06,1.23876E-06,1.20652E-06,1.12232E-06,1.12763E-06,1.28289E-06,1.23243E-06,1.31712E-06,1.19916E-06,1.22863E-06,1.23712E-06,1.21464E-06,1.14107E-06,1.26145E-06,1.32353E-06,1.15582E-06,1.33282E-06,1.24447E-06,1.21016E-06
Amortise opt. 26,1.30328E-06,1.24630E-06,1.21517E-06,1.20933E-06,1.13430E-06,1.22083E-06,1.25802E-06,1.27201E-06,1.33103E-06,1.20940E-06,1.24268E-06,1.25328E-06,1.23789E-06,1.16233E-06,1.29791E-06,1.30520E-06,1.17671E-06,1.41361E-06,1.24380E-06,1.24627E-06
Amortise opt. 27,1.32241E-06,1.19142E-06,1.22713E-06,1.20595E-06,1.10520E-06,1.25404E-06,1.26684E-06,1.20559E-06,1.30962E-06,1.17955E-06,1.21141E-06,1.24011E-06,1.24447E-06,1.26689E-06,1.33881E-06,1.31664E-06,1.14639E-06,1.45045E-06,1.27553E-06,1.24107E-06
Amortise opt. 28,1.30174E-06,1.18367E-06,1.21214E-06,1.21163E-06,1.10487E-06,1.19744E-06,1.25291E-06,1.23107E-06,1.34284E-06,1.18101E-06,1.21029E-06,1.24707E-06,1.20451E-06,1.23584E-06,1.17123E-06,1.30528E-06,1.14878E-06,1.44568E-06,1.24299E-06,1.14027E-06
Amortise opt. 29,1.31147E-06,1.30280E-06,1.20569E-06,1.20638E-06,1.11653E-06,1.19996E-06,1.27217E-06,1.20700E-06,1.34318E-06,1.25858E-06,1.21876E-06,1.18098E-06,1.22045E-06,1.25257E-06,1.13574E-06,1.32535E-06,1.15629E-06,1.40654E-06,1.25843E-06,1.16179E-06
Amortise opt. 30,1.27757E-06,1.32884E-06,1.20963E-06,1.23694E-06,1.09153E-06,1.22309E-06,1.27494E-06,1.23230E-06,1.24999E-06,1.22212E-06,1.22245E-06,1.21950E-06,1.19568E-06,1.22113E-06,1.07999E-06,1.34409E-06,1.35190E-06,1.45434E-06,1.24751E-06,1.25972E-06
Amortise opt. 31,1.25908E-06,1.30238E-06,1.23550E-06,1.23659E-06,1.09116E-06,1.26373E-06,1.21950E-06,1.27132E-06,1.26347E-06,1.26354E-06,1.23371E-06,1.17877E-06,1.19321E-06,1.22319E-06,1.08278E-06,1.30155E-06,1.25346E-06,1.36736E-06,1.27594E-06,1.20721E-06
Amortise opt. 32,1.26705E-06,1.27832E-06,1.19651E-06,1.23741E-06,1.24250E-06,1.20776E-06,1.25025E-06,1.25838E-06,1.21290E-06,1.22302E-06,1.27049E-06,1.20528E-06,1.25540E-06,1.23419E-06,1.09497E-06,1.34927E-06,1.29810E-06,1.31021E-06,1.26677E-06,1.23337E-06
Amortise opt. 33,1.28702E-06,1.20124E-06,1.19813E-06,1.23603E-06,1.25640E-06,1.21555E-06,1.19160E-06,1.25268E-06,1.21399E-06,1.23254E-06,1.27504E-06,1.24639E-06,1.23224E-06,1.20294E-06,1.07032E-06,1.35232E-06,1.36199E-06,1.33842E-06,1.24722E-06,1.19891E-06
Amortise opt. 34,1.31166E-06,1.20182E-06,1.27255E-06,1.23804E-06,1.24317E-06,1.20653E-06,1.19433E-06,1.24463E-06,1.23211E-06,1.25882E-06,1.24508E-06,1.26866E-06,1.27261E-06,1.20466E-06,1.07426E-06,1.38278E-06,1.31934E-06,1.30828E-06,1.24599E-06,1.19647E-06
Amortise opt. 35,1.31784E-06,1.20828E-06,1.22233E-06,1.23494E-06,1.21138E-06,1.21065E-06,1.22478E-06,1.24686E-06,1.19230E-06,1.25724E-06,1.24962E-06,1.10631E-06,1.23208E-06,1.21571E-06,1.07784E-06,1.35832E-06,1.34618E-06,1.29450E-06,1.27531E-06,1.20782E-06
Amortise opt. 36,1.31612E-06,1.21343E-06,1.25189E-06,1.23336E-06,1.23474E-06,1.24364E-06,1.17238E-06,1.25529E-06,1.21306E-06,1.23823E-06,1.27019E-06,1.24620E-06,1.23346E-06,1.17875E-06,1.14738E-06,1.37650E-06,1.35299E-06,1.30263E-06,1.26107E-06,1.18126E-06
Amortise opt. 37,1.34243E-06,1.17769E-06,1.33389E-06,1.22588E-06,1.27385E-06,1.22605E-06,1.17013E-06,1.24287E-06,1.18794E-06,1.26653E-06,1.24938E-06,1.10279E-06,1.25208E-06,1.18283E-06,1.34312E-06,1.35150E-06,1.36161E-06,1.29782E-06,1.18231E-06,1.17968E-06
Amortise opt. 38,1.25768E-06,1.18503E-06,1.31516E-06,1.24230E-06,1.25211E-06,1.26660E-06,1.26981E-06,1.24475E-06,1.12540E-06,1.23808E-06,1.24638E-06,1.11176E-06,1.27323E-06,1.20130E-06,1.31851E-06,1.33556E-06,1.34491E-06,1.29040E-06,1.20559E-06,1.22321E-06
Amortise opt. 39,1.21729E-06,1.19086E-06,1.35268E-06,1.20972E-06,1.26568E-06,1.22240E-06,1.10408E-06,1.24405E-06,1.12511E-06,1.24374E-06,1.24391E-06,1.26335E-06,1.12644E-06,1.17188E-06,1.33368E-06,1.35707E-06,1.34638E-06,1.31412E-06,1.16623E-06,1.22435E-06
Amortise opt. 40,1.21489E-06,1.18855E-06,1.35613E-06,1.21098E-06,1.24448E-06,1.21601E-06,1.26043E-06,1.25226E-06,1.13971E-06,1.25277E-06,1.24690E-06,1.26825E-06,1.25569E-06,1.17134E-06,1.31976E-06,1.33673E-06,1.31942E-06,1.29641E-06,1.17016E-06,1.23142E-06
Amortise opt. 41,1.25211E-06,1.19567E-06,1.31066E-06,1.23337E-06,1.24331E-06,1.23753E-06,1.10417E-06,1.24528E-06,1.11693E-06,1.10783E-06,1.24832E-06,1.27198E-06,1.12392E-06,1.17823E-06,1.33516E-06,1.33907E-06,1.35448E-06,1.29157E-06,1.17784E-06,1.13829E-06
Amortise opt. 42,1.20126E-06,1.23398E-06,1.34103E-06,1.23182E-06,1.25479E-06,1.21649E-06,1.12049E-06,1.25830E-06,1.11919E-06,1.12076E-06,1.27232E-06,1.25205E-06,1.14553E-06,1.15192E-06,1.34382E-06,1.33755E-06,1.33852E-06,1.29870E-06,1.14257E-06,1.16457E-06
Amortise opt. 43,1.30143E-06,1.22995E-06,1.31086E-06,1.25442E-06,1.22214E-06,1.21022E-06,1.27174E-06,1.32137E-06,1.11228E-06,1.09902E-06,1.24605E-06,1.24962E-06,1.27319E-06,1.15171E-06,1.36688E-06,1.30288E-06,1.28443E-06,1.29196E-06,1.14199E-06,1.27045E-06
Amortise opt. 44,1.30450E-06,1.34178E-06,1.31691E-06,1.23561E-06,1.22771E-06,1.22429E-06,1.23597E-06,1.25857E-06,1.08272E-06,1.10277E-06,1.24568E-06,1.27237E-06,1.16932E-06,1.16980E-06,1.36943E-06,1.29554E-06,1.34233E-06,1.30894E-06,1.16501E-06,1.08712E-06
Amortise opt. 45,1.24136E-06,1.33731E-06,1.31513E-06,1.20945E-06,1.24287E-06,1.21587E-06,1.23765E-06,1.28502E-06,1.08132E-06,1.10598E-06,1.24113E-06,1.32181E-06,1.19422E-06,1.14297E-06,1.36019E-06,1.29233E-06,1.33720E-06,1.29208E-06,1.12429E-06,1.09796E-06
Amortise opt. 46,1.24114E-06,1.35332E-06,1.27286E-06,1.20699E-06,1.21678E-06,1.21504E-06,1.23723E-06,1.32851E-06,1.24184E-06,1.08097E-06,1.25033E-06,1.34557E-06,1.15770E-06,1.14368E-06,1.35306E-06,1.29087E-06,1.37139E-06,1.30240E-06,1.12264E-06,1.07415E-06
Amortise opt. 47,1.26995E-06,1.36878E-06,1.26531E-06,1.25055E-06,1.21724E-06,1.21429E-06,1.25090E-06,1.24966E-06,1.25487E-06,1.08083E-06,1.24395E-06,1.33680E-06,1.15829E-06,1.15691E-06,1.35437E-06,1.30106E-06,1.38064E-06,1.30829E-06,1.14885E-06,1.07449E-06
Amortise opt. 48,1.36821E-06,1.36626E-06,1.28366E-06,1.23473E-06,1.22327E-06,1.21559E-06,1.25918E-06,1.26752E-06,1.24296E-06,1.10235E-06,1.27056E-06,1.32933E-06,1.17153E-06,1.12484E-06,1.34700E-06,1.29538E-06,1.35678E-06,1.32753E-06,1.27210E-06,1.09036E-06
Amortise opt. 49,1.34668E-06,1.37351E-06,1.29366E-06,1.02686E-06,1.22335E-06,1.21190E-06,1.27681E-06,1.24900E-06,1.24052E-06,1.07685E-06,1.24570E-06,1.32829E-06,1.14245E-06,1.12605E-06,1.34404E-06,1.32302E-06,1.35721E-06,1.35641E-06,1.12636E-06,1.28341E-06
Amortise opt. 50,1.32776E-06,1.36769E-06,1.32713E-06,1.03715E-06,1.26286E-06,1.22688E-06,1.24408E-06,1.24652E-06,1.26578E-06,1.07494E-06,1.07256E-06,1.34790E-06,1.14331E-06,1.14114E-06,1.35240E-06,1.34261E-06,1.34954E-06,1.26614E-06,1.13241E-06,1.26918E-06
Amortise opt. 51,1.30135E-06,1.38181E-06,1.38666E-06,1.27208E-06,1.26856E-06,1.21696E-06,1.22818E-06,1.24907E-06,1.20273E-06,1.08191E-06,1.07612E-06,1.33021E-06,1.23947E-06,1.10908E-06,1.36738E-06,1.30733E-06,1.32776E-06,1.34292E-06,1.11491E-06,1.23846E-06
Amortise opt. 52,1.22711E-06,1.36741E-06,1.35876E-06,1.26488E-06,1.24391E-06,1.22008E-06,1.25298E-06,1.23180E-06,1.20465E-06,1.27207E-06,1.06076E-06,1.34776E-06,1.25062E-06,1.10390E-06,1.33006E-06,1.30949E-06,1.32615E-06,1.27002E-06,1.11588E-06,1.24503E-06
Amortise opt. 53,1.23219E-06,1.36599E-06,1.29546E-06,1.23595E-06,1.24683E-06,1.21378E-06,1.22755E-06,1.23423E-06,1.24159E-06,1.22618E-06,1.05938E-06,1.36324E-06,1.23748E-06,1.12348E-06,1.33646E-06,1.37777E-06,1.33473E-06,1.29722E-06,1.14270E-06,1.23952E-06
Amortise opt. 54,1.25725E-06,1.34516E-06,1.34081E-06,1.27208E-06,1.26047E-06,1.21457E-06,1.22627E-06,1.25176E-06,1.17442E-06,1.27169E-06,1.06898E-06,1.26596E-06,1.23657E-06,1.10456E-06,1.36005E-06,1.36603E-06,1.32528E-06,1.35780E-06,1.14943E-06,1.24240E-06
Amortise opt. 55,1.18211E-06,1.32214E-06,1.34126E-06,1.23392E-06,1.25615E-06,1.21014E-06,1.24187E-06,1.21181E-06,1.17540E-06,1.24513E-06,1.05226E-06,1.25195E-06,1.23951E-06,1.15766E-06,1.36190E-06,1.36667E-06,1.38606E-06,1.34434E-06,1.13849E-06,1.27374E-06
Amortise opt. 56,1.20713E-06,1.33194E-06,1.35826E-06,1.24048E-06,1.10035E-06,1.22402E-06,1.22817E-06,1.21345E-06,1.20864E-06,1.25890E-06,1.05245E-06,1.25486E-06,1.23144E-06,1.18068E-06,1.37196E-06,1.36120E-06,1.33996E-06,1.35558E-06,1.13232E-06,1.24633E-06
Amortise opt. 57,1.15207E-06,1.34012E-06,1.22873E-06,1.26870E-06,1.10881E-06,1.21238E-06,1.23368E-06,1.33562E-06,1.25322E-06,1.27941E-06,1.05987E-06,1.25267E-06,1.22821E-06,1.13703E-06,1.37387E-06,1.35109E-06,1.33773E-06,1.36728E-06,1.25324E-06,1.23392E-06
Amortise opt. 58,1.15128E-06,1.35483E-06,1.28275E-06,1.24419E-06,1.08077E-06,1.21498E-06,1.22681E-06,1.36469E-06,1.25040E-06,1.25856E-06,1.05034E-06,1.24666E-06,1.24161E-06,1.13693E-06,1.35239E-06,1.37010E-06,1.35388E-06,1.30351E-06,1.24788E-06,1.27183E-06
Amortise opt. 59,1.18778E-06,1.33820E-06,1.22933E-06,1.18889E-06,1.08534E-06,1.21579E-06,1.22645E-06,1.32327E-06,1.23501E-06,1.25694E-06,1.04928E-06,1.26951E-06,1.25783E-06,1.15890E-06,1.37203E-06,1.33031E-06,1.33616E-06,1.33996E-06,1.24151E-06,1.23470E-06
Amortise opt. 60,1.23657E-06,1.36411E-06,1.28040E-06,1.23038E-06,1.21316E-06,1.26599E-06,1.22517E-06,1.32618E-06,1.21460E-06,1.25726E-06,1.23577E-06,1.21981E-06,1.24419E-06,1.26630E-06,1.32489E-06,1.35301E-06,1.33974E-06,1.27434E-06,1.23974E-06,1.22438E-06
Amortise opt. 61,1.22302E-06,1.29192E-06,1.22511E-06,1.18629E-06,1.22583E-06,1.27730E-06,1.24467E-06,1.34622E-06,1.21897E-06,1.23929E-06,1.25300E-06,1.21892E-06,1.23435E-06,1.16888E-06,1.32590E-06,1.33597E-06,1.31591E-06,1.27996E-06,1.25075E-06,1.24528E-06
