Case 18,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 11,1.76425E-06,1.73947E-06,1.73938E-06,1.70862E-06,1.70826E-06,1.72477E-06,1.72431E-06,1.71930E-06,1.73075E-06,1.72636E-06,1.72833E-06,1.72723E-06,1.72404E-06,1.71533E-06,1.72419E-06,1.71721E-06,1.71550E-06,1.75187E-06,1.71248E-06,1.70974E-06
Default setting 12,1.76279E-06,1.73922E-06,1.73724E-06,1.71048E-06,1.71269E-06,1.72510E-06,1.72507E-06,1.72372E-06,1.72920E-06,1.72769E-06,1.72911E-06,1.73041E-06,1.72331E-06,1.71587E-06,1.72315E-06,1.71905E-06,1.71344E-06,1.74959E-06,1.71473E-06,1.70913E-06
Default setting 13,1.75829E-06,1.74112E-06,1.74100E-06,1.71212E-06,1.71040E-06,1.71334E-06,1.71850E-06,1.72296E-06,1.73251E-06,1.73166E-06,1.73046E-06,1.73095E-06,1.72618E-06,1.71382E-06,1.72381E-06,1.71663E-06,1.71046E-06,1.75231E-06,1.71368E-06,1.71117E-06
Default setting 14,1.75563E-06,1.74037E-06,1.74053E-06,1.71201E-06,1.70817E-06,1.72213E-06,1.71994E-06,1.72654E-06,1.73058E-06,1.72917E-06,1.73390E-06,1.73347E-06,1.72617E-06,1.71701E-06,1.72307E-06,1.71910E-06,1.71248E-06,1.75067E-06,1.70817E-06,1.71116E-06
Default setting 15,1.75600E-06,1.73831E-06,1.74085E-06,1.70974E-06,1.71190E-06,1.73418E-06,1.71924E-06,1.72727E-06,1.73231E-06,1.72850E-06,1.73455E-06,1.72784E-06,1.85953E-06,1.71420E-06,1.72847E-06,1.71329E-06,1.71961E-06,1.75320E-06,1.71391E-06,1.71000E-06
Default setting 16,1.75255E-06,1.73748E-06,1.74215E-06,1.71086E-06,1.71274E-06,1.73522E-06,1.72157E-06,1.72759E-06,1.72411E-06,1.72934E-06,1.73014E-06,1.73204E-06,1.70988E-06,1.71577E-06,1.72700E-06,1.71013E-06,1.71908E-06,1.75202E-06,1.70864E-06,1.70829E-06
Default setting 17,1.75715E-06,1.73922E-06,1.73880E-06,1.71209E-06,1.70105E-06,1.73430E-06,1.72021E-06,1.72691E-06,1.72269E-06,1.72596E-06,1.73286E-06,1.72351E-06,1.71110E-06,1.70995E-06,1.72825E-06,1.71135E-06,1.71863E-06,1.75182E-06,1.71560E-06,1.70636E-06
Default setting 18,1.75555E-06,1.74030E-06,1.74542E-06,1.70974E-06,1.70014E-06,1.72399E-06,1.71865E-06,1.72935E-06,1.72154E-06,1.72647E-06,1.72412E-06,1.72339E-06,1.70845E-06,1.71144E-06,1.72639E-06,1.71313E-06,1.71860E-06,1.75850E-06,1.71070E-06,1.71210E-06
Default setting 19,1.75688E-06,1.73982E-06,1.73085E-06,1.70903E-06,1.70381E-06,1.72192E-06,1.72096E-06,1.71931E-06,1.72424E-06,1.72837E-06,1.72943E-06,1.72196E-06,1.70865E-06,1.71436E-06,1.72574E-06,1.71502E-06,1.71420E-06,1.75806E-06,1.71519E-06,1.71041E-06
Default setting 20,1.75059E-06,1.73798E-06,1.73700E-06,1.71270E-06,1.70457E-06,1.72012E-06,1.71755E-06,1.71731E-06,1.71945E-06,1.72069E-06,1.73680E-06,1.73052E-06,1.70612E-06,1.71430E-06,1.72357E-06,1.72246E-06,1.71779E-06,1.75734E-06,1.71613E-06,1.71763E-06
Amortise opt. 01,1.64871E-06,1.75357E-06,1.70058E-06,1.69837E-06,1.76343E-06,1.65369E-06,1.68351E-06,1.68991E-06,1.51294E-06,1.49779E-06,1.66961E-06,1.69356E-06,1.67472E-06,1.61266E-06,1.49461E-06,1.59758E-06,1.75765E-06,1.76216E-06,1.46737E-06,1.68981E-06
Amortise opt. 02,1.66500E-06,1.66547E-06,1.59860E-06,1.68347E-06,1.41252E-06,1.70182E-06,1.67388E-06,1.71246E-06,1.54054E-06,1.52126E-06,1.65966E-06,1.71472E-06,1.67636E-06,1.66146E-06,1.48000E-06,1.67720E-06,1.71190E-06,1.73082E-06,1.48000E-06,1.76739E-06
Amortise opt. 03,1.56455E-06,1.67563E-06,1.66836E-06,1.64272E-06,1.74289E-06,1.68734E-06,1.66926E-06,1.67921E-06,1.49606E-06,1.44914E-06,1.62144E-06,1.68870E-06,1.63385E-06,1.57160E-06,1.47916E-06,1.71237E-06,1.76483E-06,1.72100E-06,1.76243E-06,1.69127E-06
Amortise opt. 04,1.54686E-06,1.66794E-06,1.60142E-06,1.64435E-06,1.41756E-06,1.64950E-06,1.67233E-06,1.68232E-06,1.50923E-06,1.45391E-06,1.62138E-06,1.69261E-06,1.63232E-06,1.57269E-06,1.47844E-06,1.59839E-06,1.72671E-06,1.72467E-06,1.64682E-06,1.63039E-06
Amortise opt. 05,1.59910E-06,1.67740E-06,1.64340E-06,1.70481E-06,1.82768E-06,1.69473E-06,1.68336E-06,1.68788E-06,1.52776E-06,1.48573E-06,1.66934E-06,1.69205E-06,1.67519E-06,1.62914E-06,1.48911E-06,1.67126E-06,1.73026E-06,1.90748E-06,1.66132E-06,1.62932E-06
Amortise opt. 06,1.76585E-06,1.75643E-06,1.69953E-06,1.57059E-06,1.78849E-06,1.68044E-06,1.62981E-06,1.68890E-06,1.50463E-06,1.42063E-06,1.69023E-06,1.65958E-06,1.59773E-06,1.73274E-06,1.47620E-06,1.71395E-06,1.76678E-06,1.87056E-06,1.63812E-06,1.59004E-06
Amortise opt. 07,1.60886E-06,1.73442E-06,1.75078E-06,1.56983E-06,1.77311E-06,1.64488E-06,1.62935E-06,1.68877E-06,1.51417E-06,1.42299E-06,1.70692E-06,1.65624E-06,1.59885E-06,1.77287E-06,1.47662E-06,1.68236E-06,1.68126E-06,1.85030E-06,1.64205E-06,1.58660E-06
Amortise opt. 08,1.63515E-06,1.67832E-06,1.71833E-06,1.64987E-06,1.77574E-06,1.65599E-06,1.76880E-06,1.70899E-06,1.50930E-06,1.44191E-06,1.74453E-06,1.69610E-06,1.63214E-06,1.54223E-06,1.43692E-06,1.70310E-06,1.75951E-06,1.82921E-06,1.65500E-06,1.62416E-06
Amortise opt. 09,1.56760E-06,1.69855E-06,1.73439E-06,1.51735E-06,1.78316E-06,1.66559E-06,1.68346E-06,1.68988E-06,1.50420E-06,1.78434E-06,1.70658E-06,1.69502E-06,1.51659E-06,1.70799E-06,1.48506E-06,1.62433E-06,1.67760E-06,1.79760E-06,1.63974E-06,1.70772E-06
Amortise opt. 10,1.56248E-06,1.67862E-06,1.71660E-06,1.51735E-06,1.77092E-06,1.64126E-06,1.70921E-06,1.68791E-06,1.49959E-06,1.59965E-06,1.70511E-06,1.78365E-06,1.51558E-06,1.54222E-06,1.41089E-06,1.62466E-06,1.68020E-06,1.79362E-06,1.63288E-06,1.66956E-06
Amortise opt. 11,1.60655E-06,1.68189E-06,1.73201E-06,1.57042E-06,1.77957E-06,1.66310E-06,1.68156E-06,1.65028E-06,1.59145E-06,1.65492E-06,1.70703E-06,1.76092E-06,1.59414E-06,1.59336E-06,1.41441E-06,1.68444E-06,1.67353E-06,1.80398E-06,1.64167E-06,1.70760E-06
Amortise opt. 12,1.74394E-06,1.73148E-06,1.75330E-06,1.76177E-06,1.78017E-06,1.67091E-06,1.78691E-06,1.63634E-06,1.67741E-06,1.56981E-06,1.74989E-06,1.74885E-06,1.72565E-06,1.76879E-06,1.44036E-06,1.58172E-06,1.61186E-06,1.81994E-06,1.64503E-06,1.67411E-06
Amortise opt. 13,1.68387E-06,1.68363E-06,1.55311E-06,1.69731E-06,1.77056E-06,1.65379E-06,1.77212E-06,1.63367E-06,1.72646E-06,1.57266E-06,1.66026E-06,1.74394E-06,1.58095E-06,1.67119E-06,1.79276E-06,1.58048E-06,1.60845E-06,1.84428E-06,1.63815E-06,1.67058E-06
Amortise opt. 14,1.63257E-06,1.71444E-06,1.59164E-06,1.77077E-06,1.77279E-06,1.66391E-06,1.76651E-06,1.68459E-06,1.52530E-06,1.60399E-06,1.65942E-06,1.77954E-06,1.65148E-06,1.62743E-06,1.63826E-06,1.62484E-06,1.58850E-06,1.87831E-06,1.64579E-06,1.70695E-06
Amortise opt. 15,1.64237E-06,1.63294E-06,1.52347E-06,1.70103E-06,1.78184E-06,1.67035E-06,1.79230E-06,1.60987E-06,1.56413E-06,1.55740E-06,1.71701E-06,1.74055E-06,1.76434E-06,1.67739E-06,1.71717E-06,1.52948E-06,1.61117E-06,1.76334E-06,1.58026E-06,1.67124E-06
Amortise opt. 16,1.62844E-06,1.62913E-06,1.52747E-06,1.70748E-06,1.69158E-06,1.70934E-06,1.74579E-06,1.61013E-06,1.47106E-06,1.55838E-06,1.63967E-06,1.74329E-06,1.69068E-06,1.63085E-06,1.68298E-06,1.53105E-06,1.56686E-06,1.66602E-06,1.57866E-06,1.66689E-06
Amortise opt. 17,1.71057E-06,1.68457E-06,1.54882E-06,1.76623E-06,1.74807E-06,1.62232E-06,1.74632E-06,1.63079E-06,1.47175E-06,1.57432E-06,1.63649E-06,1.74446E-06,1.72599E-06,1.64593E-06,1.63185E-06,1.56927E-06,1.56675E-06,1.70666E-06,1.63692E-06,1.70485E-06
Amortise opt. 18,1.68347E-06,1.58409E-06,1.47327E-06,1.69698E-06,1.69687E-06,1.63526E-06,1.76952E-06,1.54110E-06,1.53720E-06,1.49729E-06,1.66105E-06,1.68895E-06,1.78464E-06,1.67240E-06,1.72518E-06,1.76783E-06,1.57786E-06,1.63973E-06,1.52450E-06,1.67883E-06
Amortise opt. 19,1.45867E-06,1.58625E-06,1.47399E-06,1.69859E-06,1.68637E-06,1.62324E-06,1.77503E-06,1.55961E-06,1.78764E-06,1.48904E-06,1.67784E-06,1.68854E-06,1.68937E-06,1.59967E-06,1.68334E-06,1.67234E-06,1.53211E-06,1.64362E-06,1.52896E-06,1.69800E-06
Amortise opt. 20,1.45779E-06,1.63245E-06,1.52126E-06,1.70844E-06,1.74735E-06,1.67789E-06,1.77896E-06,1.61635E-06,1.73225E-06,1.55448E-06,1.57659E-06,1.74908E-06,1.73532E-06,1.61776E-06,1.70068E-06,1.72424E-06,1.66398E-06,1.65925E-06,1.58560E-06,1.71716E-06
Amortise opt. 21,1.45669E-06,1.72325E-06,1.77774E-06,1.73419E-06,1.69616E-06,1.71133E-06,1.76914E-06,1.50814E-06,1.69871E-06,1.48410E-06,1.57711E-06,1.76493E-06,1.79020E-06,1.57512E-06,1.65796E-06,1.67735E-06,1.63541E-06,1.75643E-06,1.73969E-06,1.78220E-06
Amortise opt. 22,1.45857E-06,1.48586E-06,1.65382E-06,1.70681E-06,1.83143E-06,1.70644E-06,1.74991E-06,1.52607E-06,1.68709E-06,1.48061E-06,1.58116E-06,1.72183E-06,1.78952E-06,1.57392E-06,1.68374E-06,1.75091E-06,1.63380E-06,1.67436E-06,1.66205E-06,1.71846E-06
Amortise opt. 23,1.44208E-06,1.51469E-06,1.70952E-06,1.74571E-06,1.47829E-06,1.72363E-06,1.74841E-06,1.56490E-06,1.68869E-06,1.73365E-06,1.66765E-06,1.72500E-06,1.68681E-06,1.59490E-06,1.65194E-06,1.59984E-06,1.58387E-06,1.77609E-06,1.67865E-06,1.73024E-06
Amortise opt. 24,1.44316E-06,1.90656E-06,1.62056E-06,1.67245E-06,1.82902E-06,1.74450E-06,1.77922E-06,1.50739E-06,1.73789E-06,1.77368E-06,1.68179E-06,1.70455E-06,1.75991E-06,1.54278E-06,1.67099E-06,1.68170E-06,1.58838E-06,1.78366E-06,1.61797E-06,1.77515E-06
Amortise opt. 25,1.44709E-06,1.73995E-06,1.62077E-06,1.67580E-06,1.48810E-06,1.70528E-06,1.74812E-06,1.50015E-06,1.71285E-06,1.69536E-06,1.58757E-06,1.71350E-06,1.68898E-06,1.54263E-06,1.68824E-06,1.59371E-06,1.62280E-06,1.74243E-06,1.61694E-06,1.69321E-06
Amortise opt. 26,1.46386E-06,1.77182E-06,1.64702E-06,1.71134E-06,1.49847E-06,1.88734E-06,1.74326E-06,1.52386E-06,1.65574E-06,1.69680E-06,1.59060E-06,1.72796E-06,1.72149E-06,1.57062E-06,1.46041E-06,1.61531E-06,1.58033E-06,1.74184E-06,1.65690E-06,1.70796E-06
Amortise opt. 27,1.45221E-06,1.79215E-06,1.72485E-06,1.66788E-06,1.84832E-06,1.75244E-06,1.75713E-06,1.76151E-06,1.70640E-06,1.73444E-06,1.67285E-06,1.66801E-06,1.78211E-06,1.52778E-06,1.49050E-06,1.74422E-06,1.57844E-06,1.76430E-06,1.61821E-06,1.65451E-06
Amortise opt. 28,1.25279E-06,1.73651E-06,1.55724E-06,1.66770E-06,1.66446E-06,1.66521E-06,1.73505E-06,1.79131E-06,1.60308E-06,1.67479E-06,1.76777E-06,1.66276E-06,1.75451E-06,1.51993E-06,1.45114E-06,1.64783E-06,1.49623E-06,1.74354E-06,1.63350E-06,1.64872E-06
Amortise opt. 29,1.24598E-06,1.77104E-06,1.58770E-06,1.67042E-06,1.66808E-06,1.76654E-06,1.72971E-06,1.74898E-06,1.60449E-06,1.67833E-06,1.69035E-06,1.77479E-06,1.78395E-06,1.53915E-06,1.44599E-06,1.68318E-06,1.45151E-06,1.63903E-06,1.65240E-06,1.69155E-06
Amortise opt. 30,1.22324E-06,1.79340E-06,1.55942E-06,1.63454E-06,1.67845E-06,1.67729E-06,1.74385E-06,1.76009E-06,1.65639E-06,1.68994E-06,1.74610E-06,1.68722E-06,1.80202E-06,1.48909E-06,1.46197E-06,1.59512E-06,1.44375E-06,1.69983E-06,1.60474E-06,1.59218E-06
Amortise opt. 31,1.22267E-06,1.72740E-06,1.55661E-06,1.63410E-06,1.65302E-06,1.66504E-06,1.74426E-06,1.74448E-06,1.56319E-06,1.70368E-06,1.69252E-06,1.67680E-06,1.75844E-06,1.48686E-06,1.44819E-06,1.59447E-06,1.71803E-06,1.71860E-06,1.60589E-06,1.59528E-06
Amortise opt. 32,1.74604E-06,1.78446E-06,1.58934E-06,1.66604E-06,1.66232E-06,1.75921E-06,1.66595E-06,1.76828E-06,1.57350E-06,1.64597E-06,1.69411E-06,1.67757E-06,1.79488E-06,1.52308E-06,1.46760E-06,1.64403E-06,1.57080E-06,1.63263E-06,1.62790E-06,1.64533E-06
Amortise opt. 33,1.58814E-06,1.73166E-06,1.55518E-06,1.58576E-06,1.67534E-06,1.68019E-06,1.68404E-06,1.79408E-06,1.62421E-06,1.70032E-06,1.74714E-06,1.76512E-06,1.73459E-06,1.46108E-06,1.49173E-06,1.58143E-06,1.67955E-06,1.69536E-06,1.55832E-06,1.64277E-06
Amortise opt. 34,1.72233E-06,1.73561E-06,1.55473E-06,1.58424E-06,1.65036E-06,1.67430E-06,1.64565E-06,1.68370E-06,1.78130E-06,1.73546E-06,1.69495E-06,1.63848E-06,1.73707E-06,1.46126E-06,1.45294E-06,1.57849E-06,1.57370E-06,1.71669E-06,1.55368E-06,1.57481E-06
Amortise opt. 35,1.58427E-06,1.78156E-06,1.55212E-06,1.62924E-06,1.66325E-06,1.76153E-06,1.64704E-06,1.70744E-06,1.77986E-06,1.64567E-06,1.80350E-06,1.63895E-06,1.75792E-06,1.48653E-06,1.45114E-06,1.59512E-06,1.62003E-06,1.63237E-06,1.60436E-06,1.64030E-06
Amortise opt. 36,1.61514E-06,1.73273E-06,1.52704E-06,1.54845E-06,1.67571E-06,1.68589E-06,1.66096E-06,1.66522E-06,1.80507E-06,1.69952E-06,1.71901E-06,1.67785E-06,1.75952E-06,1.51746E-06,1.46408E-06,1.53557E-06,1.73102E-06,1.69207E-06,1.53255E-06,1.53377E-06
Amortise opt. 37,1.72332E-06,1.72866E-06,1.52765E-06,1.54763E-06,1.64362E-06,1.72644E-06,1.64842E-06,1.67248E-06,1.76939E-06,1.73369E-06,1.71249E-06,1.60825E-06,1.71256E-06,1.72109E-06,1.44947E-06,1.53868E-06,1.49020E-06,1.71831E-06,1.53045E-06,1.53414E-06
Amortise opt. 38,1.52027E-06,1.73482E-06,1.72332E-06,1.58328E-06,1.67964E-06,1.69051E-06,1.65791E-06,1.68027E-06,1.73386E-06,1.64256E-06,1.71654E-06,1.60900E-06,1.75718E-06,1.58817E-06,1.44711E-06,1.58008E-06,1.56412E-06,1.64304E-06,1.55329E-06,1.57044E-06
Amortise opt. 39,1.56580E-06,1.75259E-06,1.75586E-06,1.49655E-06,1.59203E-06,1.70356E-06,1.70596E-06,1.62894E-06,1.77188E-06,1.68320E-06,1.78348E-06,1.67140E-06,1.68364E-06,1.67285E-06,1.65347E-06,1.50301E-06,1.52749E-06,1.68989E-06,1.49475E-06,1.75822E-06
Amortise opt. 40,1.78417E-06,1.92034E-06,1.70333E-06,1.49725E-06,1.58249E-06,1.68995E-06,1.66454E-06,1.62972E-06,1.73597E-06,1.64933E-06,1.69766E-06,1.74165E-06,1.68137E-06,1.59009E-06,1.72577E-06,1.50164E-06,1.73076E-06,1.61461E-06,1.49642E-06,1.44251E-06
Amortise opt. 41,1.51697E-06,1.49662E-06,1.70721E-06,1.54741E-06,1.64320E-06,1.73269E-06,1.68896E-06,1.67488E-06,1.75234E-06,1.64276E-06,1.69583E-06,1.76600E-06,1.72799E-06,1.67747E-06,1.68303E-06,1.53261E-06,1.70297E-06,1.60069E-06,1.53735E-06,1.50892E-06
Amortise opt. 42,1.56676E-06,1.85333E-06,1.65316E-06,1.46298E-06,1.54055E-06,1.74722E-06,1.60682E-06,1.60795E-06,1.79495E-06,1.68597E-06,1.71156E-06,1.74631E-06,1.75005E-06,1.73456E-06,1.49770E-06,1.47919E-06,1.71814E-06,1.63616E-06,1.48130E-06,1.76878E-06
Amortise opt. 43,1.78590E-06,1.49389E-06,1.66373E-06,1.46129E-06,1.55087E-06,1.73473E-06,1.67518E-06,1.60694E-06,1.72659E-06,1.64812E-06,1.63348E-06,1.71509E-06,1.72829E-06,1.51110E-06,1.46597E-06,1.47987E-06,1.70006E-06,1.58792E-06,1.47780E-06,1.44151E-06
Amortise opt. 44,1.66200E-06,1.52640E-06,1.63774E-06,1.49865E-06,1.59381E-06,1.68583E-06,1.61509E-06,1.62995E-06,1.72987E-06,1.64697E-06,1.62885E-06,1.71566E-06,1.49732E-06,1.53868E-06,1.46602E-06,1.49623E-06,1.73473E-06,1.58773E-06,1.49002E-06,1.50475E-06
Amortise opt. 45,1.73972E-06,1.91105E-06,1.63471E-06,1.77616E-06,1.76696E-06,1.71310E-06,1.66553E-06,1.53400E-06,1.74871E-06,1.65936E-06,1.69255E-06,1.76657E-06,1.47548E-06,1.46526E-06,1.46596E-06,1.48228E-06,1.72984E-06,1.61185E-06,1.49886E-06,1.77006E-06
Amortise opt. 46,1.78471E-06,1.56274E-06,1.64328E-06,1.71556E-06,1.68550E-06,1.68334E-06,1.69320E-06,1.54953E-06,1.73048E-06,1.67098E-06,1.72201E-06,1.69808E-06,1.49724E-06,1.46347E-06,1.51006E-06,1.72287E-06,1.72700E-06,1.74156E-06,1.63848E-06,1.62882E-06
Amortise opt. 47,1.66256E-06,1.60249E-06,1.70307E-06,1.78644E-06,1.70466E-06,1.72935E-06,1.69116E-06,1.61857E-06,1.70323E-06,1.65292E-06,1.76618E-06,1.81858E-06,1.47272E-06,1.51549E-06,1.50382E-06,1.76459E-06,1.69578E-06,1.68489E-06,1.67622E-06,1.69170E-06
Amortise opt. 48,1.74266E-06,1.76757E-06,1.68163E-06,1.70074E-06,1.63642E-06,1.73666E-06,1.67060E-06,1.51089E-06,1.74225E-06,1.66442E-06,1.78929E-06,1.71508E-06,1.49644E-06,1.75248E-06,1.76433E-06,1.67470E-06,1.71596E-06,1.64258E-06,1.55648E-06,1.69634E-06
Amortise opt. 49,1.78604E-06,1.55417E-06,1.66588E-06,1.69954E-06,1.63624E-06,1.65752E-06,1.67427E-06,1.51203E-06,1.65319E-06,1.67496E-06,1.78694E-06,1.71529E-06,1.49400E-06,1.76453E-06,1.76058E-06,1.67233E-06,1.70014E-06,1.68873E-06,1.55794E-06,1.63355E-06
Amortise opt. 50,1.70888E-06,1.61363E-06,1.60555E-06,1.72323E-06,1.68631E-06,1.63418E-06,1.61170E-06,1.53433E-06,1.66468E-06,1.74302E-06,1.86175E-06,1.71914E-06,1.46853E-06,1.75712E-06,1.74562E-06,1.72198E-06,1.73651E-06,1.64000E-06,1.64060E-06,1.69563E-06
Amortise opt. 51,1.76510E-06,1.77566E-06,1.60595E-06,1.72874E-06,1.60329E-06,1.57477E-06,1.66756E-06,1.50114E-06,1.71539E-06,1.79465E-06,1.43183E-06,1.76152E-06,1.48165E-06,1.73932E-06,1.75081E-06,1.68099E-06,1.73457E-06,1.70566E-06,1.50608E-06,1.69931E-06
Amortise opt. 52,1.66639E-06,1.78352E-06,1.68711E-06,1.71616E-06,1.59638E-06,1.58804E-06,1.69085E-06,1.49942E-06,1.59977E-06,1.72996E-06,1.84950E-06,1.70150E-06,1.77119E-06,1.74122E-06,1.76363E-06,1.43285E-06,1.80712E-06,1.68297E-06,1.50581E-06,1.69280E-06
Amortise opt. 53,1.66665E-06,1.75099E-06,1.71667E-06,1.61463E-06,1.63004E-06,1.67196E-06,1.71146E-06,1.52837E-06,1.60237E-06,1.73028E-06,1.42724E-06,1.70306E-06,1.47036E-06,1.76773E-06,1.75694E-06,1.44036E-06,1.95231E-06,1.72967E-06,1.55613E-06,1.66533E-06
Amortise opt. 54,1.71070E-06,1.72724E-06,1.66320E-06,1.66019E-06,1.51480E-06,1.74848E-06,1.67928E-06,1.76637E-06,1.66162E-06,1.75052E-06,1.40612E-06,1.71850E-06,1.48494E-06,1.71233E-06,1.66619E-06,1.40945E-06,1.92351E-06,1.77713E-06,1.75383E-06,1.74263E-06
Amortise opt. 55,1.61869E-06,1.72559E-06,1.69382E-06,1.60872E-06,1.52784E-06,1.65437E-06,1.68835E-06,1.77993E-06,1.70934E-06,1.76563E-06,1.86165E-06,1.71574E-06,1.76550E-06,1.71225E-06,1.68302E-06,1.41074E-06,1.66327E-06,1.70262E-06,1.65141E-06,1.66727E-06
Amortise opt. 56,1.61995E-06,1.79210E-06,1.69334E-06,1.67137E-06,1.60122E-06,1.63374E-06,1.67090E-06,1.77776E-06,1.64506E-06,1.75810E-06,1.42103E-06,1.50343E-06,1.46797E-06,1.73834E-06,1.65865E-06,1.70515E-06,1.74156E-06,1.70230E-06,1.68848E-06,1.66610E-06
Amortise opt. 57,1.67159E-06,1.72710E-06,1.66683E-06,1.70489E-06,1.77091E-06,1.57498E-06,1.73104E-06,1.75681E-06,1.67072E-06,1.80776E-06,1.42390E-06,1.52981E-06,1.48398E-06,1.76727E-06,1.65451E-06,1.75443E-06,1.63497E-06,1.72951E-06,1.59180E-06,1.69751E-06
Amortise opt. 58,1.59948E-06,1.64566E-06,1.69528E-06,1.68559E-06,1.73265E-06,1.58825E-06,1.71987E-06,1.75597E-06,1.59197E-06,1.74144E-06,1.42481E-06,1.53565E-06,1.75688E-06,1.66885E-06,1.66506E-06,1.74611E-06,1.62398E-06,1.68772E-06,1.59024E-06,1.67172E-06
Amortise opt. 59,1.60031E-06,1.70569E-06,1.68971E-06,1.66327E-06,1.66545E-06,1.66941E-06,1.71429E-06,1.77704E-06,1.59386E-06,1.74250E-06,1.73757E-06,1.51285E-06,1.71005E-06,1.70140E-06,1.62653E-06,1.63473E-06,1.65852E-06,1.68597E-06,1.65367E-06,1.66387E-06
Amortise opt. 60,1.61523E-06,1.71893E-06,1.72805E-06,1.68249E-06,1.70811E-06,1.74040E-06,1.73945E-06,1.79163E-06,1.64450E-06,1.75625E-06,1.78515E-06,1.53200E-06,1.72093E-06,1.64384E-06,1.63146E-06,1.64306E-06,1.56830E-06,1.62338E-06,1.71082E-06,1.66826E-06
Amortise opt. 61,1.52578E-06,1.65120E-06,1.66867E-06,1.65284E-06,1.67414E-06,1.48590E-06,1.70070E-06,1.69358E-06,1.73923E-06,1.76959E-06,1.71322E-06,1.53208E-06,1.72875E-06,1.64458E-06,1.66697E-06,1.59199E-06,1.57127E-06,1.64974E-06,1.68217E-06,1.66833E-06
