Case 11,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 11,1.54465E-06,1.51364E-06,1.52061E-06,1.52036E-06,1.51425E-06,1.51216E-06,1.51099E-06,1.52235E-06,1.51266E-06,1.51253E-06,1.51548E-06,1.68628E-06,1.52535E-06,1.67326E-06,1.5209E-06,1.67772E-06,1.52451E-06,1.52122E-06,1.55065E-06,1.52458E-06
Default setting 12,1.54339E-06,1.51093E-06,1.513E-06,1.51755E-06,1.51317E-06,1.51402E-06,1.51325E-06,1.52228E-06,1.52448E-06,1.50837E-06,1.50896E-06,1.68834E-06,1.52668E-06,1.67374E-06,1.52353E-06,1.62869E-06,1.52726E-06,1.51845E-06,1.56355E-06,1.52089E-06
Default setting 13,1.54516E-06,1.51211E-06,1.51308E-06,1.51436E-06,1.51266E-06,1.51199E-06,1.51296E-06,1.52169E-06,1.51485E-06,1.50909E-06,1.50642E-06,1.68615E-06,1.53856E-06,1.67017E-06,1.52431E-06,1.52538E-06,1.52688E-06,1.52143E-06,1.54994E-06,1.52277E-06
Default setting 14,1.54111E-06,1.51199E-06,1.51185E-06,1.51514E-06,1.51347E-06,1.51382E-06,1.51154E-06,1.51272E-06,1.51047E-06,1.50998E-06,1.50159E-06,1.68751E-06,1.53883E-06,1.67202E-06,1.5207E-06,1.52703E-06,1.52235E-06,1.53069E-06,1.5533E-06,1.52748E-06
Default setting 15,1.51219E-06,1.51122E-06,1.51526E-06,1.51343E-06,1.51114E-06,1.51316E-06,1.51227E-06,1.50971E-06,1.51165E-06,1.51188E-06,1.50523E-06,1.68656E-06,1.53616E-06,1.67157E-06,1.51688E-06,1.5235E-06,1.52598E-06,1.52673E-06,1.5501E-06,1.51782E-06
Default setting 16,1.50949E-06,1.51037E-06,1.51429E-06,1.51314E-06,1.51107E-06,1.51086E-06,1.51285E-06,1.50798E-06,1.51352E-06,1.50652E-06,1.51849E-06,1.68756E-06,1.53587E-06,1.69244E-06,1.52563E-06,1.52494E-06,1.52738E-06,1.5254E-06,1.55273E-06,1.52274E-06
Default setting 17,1.50766E-06,1.51239E-06,1.51322E-06,1.50439E-06,1.51428E-06,1.51467E-06,1.51425E-06,1.5078E-06,1.51138E-06,1.50934E-06,1.51774E-06,1.68155E-06,1.53745E-06,1.71331E-06,1.51525E-06,1.52276E-06,1.52836E-06,1.52327E-06,1.54828E-06,1.51998E-06
Default setting 18,1.50843E-06,1.50845E-06,1.51423E-06,1.50991E-06,1.50988E-06,1.51998E-06,1.51122E-06,1.50859E-06,1.51246E-06,1.5089E-06,1.51585E-06,1.68281E-06,1.53642E-06,1.71615E-06,1.51471E-06,1.52445E-06,1.52384E-06,1.52526E-06,1.53587E-06,1.51862E-06
Default setting 19,1.50703E-06,1.50744E-06,1.5171E-06,1.50646E-06,1.51497E-06,1.51978E-06,1.51391E-06,1.5073E-06,1.50928E-06,1.50983E-06,1.51505E-06,1.68325E-06,1.53725E-06,1.71123E-06,1.52681E-06,1.52774E-06,1.52461E-06,1.52437E-06,1.53396E-06,1.52158E-06
Default setting 20,1.508E-06,1.50993E-06,1.50817E-06,1.50892E-06,1.50961E-06,1.52216E-06,1.51288E-06,1.5086E-06,1.50863E-06,1.50677E-06,1.51922E-06,1.68353E-06,1.5355E-06,1.70717E-06,1.51597E-06,1.52522E-06,1.51956E-06,1.52219E-06,1.53411E-06,1.51858E-06
Amortise opt. 01,1.2722E-06,1.40665E-06,9.86055E-07,1.04384E-06,1.34136E-06,1.27306E-06,1.26614E-06,1.2977E-06,1.15129E-06,1.20781E-06,1.43433E-06,1.22778E-06,1.20362E-06,1.38878E-06,1.31579E-06,1.03096E-06,1.22842E-06,1.0785E-06,1.1745E-06,1.1962E-06
Amortise opt. 02,1.28018E-06,1.39919E-06,9.90481E-07,1.04973E-06,1.35302E-06,1.27032E-06,1.26973E-06,1.28693E-06,1.17219E-06,1.21592E-06,1.44926E-06,1.25049E-06,1.20159E-06,1.40765E-06,1.3206E-06,1.03059E-06,1.24349E-06,1.07772E-06,1.18369E-06,1.20285E-06
Amortise opt. 03,1.25349E-06,1.36966E-06,9.76776E-07,1.03438E-06,1.32688E-06,1.25822E-06,1.25866E-06,1.28539E-06,1.1481E-06,1.20243E-06,1.36352E-06,1.18615E-06,1.17475E-06,1.35506E-06,1.28899E-06,1.05735E-06,1.2112E-06,1.07302E-06,1.16134E-06,1.18111E-06
Amortise opt. 04,1.25387E-06,1.36819E-06,9.74671E-07,1.03514E-06,1.32636E-06,1.25733E-06,1.25987E-06,1.28891E-06,1.13757E-06,1.1995E-06,1.36295E-06,1.14899E-06,1.17189E-06,1.35442E-06,1.28515E-06,1.02917E-06,1.2127E-06,1.07106E-06,1.16612E-06,1.18351E-06
Amortise opt. 05,1.27398E-06,1.40516E-06,9.69528E-07,1.03436E-06,1.33866E-06,1.26928E-06,1.2644E-06,1.29993E-06,1.14028E-06,1.20115E-06,1.43383E-06,1.15252E-06,1.17237E-06,1.38005E-06,1.29224E-06,1.03418E-06,1.22755E-06,1.07354E-06,1.18162E-06,1.19947E-06
Amortise opt. 06,1.24525E-06,1.37284E-06,9.72317E-07,1.03413E-06,1.31242E-06,1.2597E-06,1.22539E-06,1.27037E-06,1.14201E-06,1.20023E-06,1.41047E-06,1.1505E-06,1.17166E-06,1.60512E-06,1.27057E-06,1.02566E-06,1.21054E-06,1.07253E-06,1.14231E-06,1.17196E-06
Amortise opt. 07,1.24956E-06,1.40625E-06,9.70914E-07,1.03355E-06,1.3118E-06,1.27193E-06,1.2188E-06,1.26573E-06,1.45577E-06,1.38308E-06,1.43275E-06,1.28268E-06,1.17341E-06,1.25639E-06,1.40775E-06,1.02544E-06,1.21125E-06,1.10226E-06,1.1453E-06,1.17109E-06
Amortise opt. 08,1.25649E-06,1.39548E-06,1.13775E-06,1.03681E-06,1.31001E-06,1.27116E-06,1.24942E-06,1.28671E-06,1.47643E-06,1.40284E-06,1.44664E-06,1.29085E-06,1.1735E-06,1.27127E-06,1.40926E-06,1.03975E-06,1.21258E-06,1.11068E-06,1.1674E-06,1.18262E-06
Amortise opt. 09,1.22447E-06,1.37053E-06,1.14207E-06,1.03255E-06,1.3094E-06,1.25579E-06,1.22313E-06,1.2652E-06,1.44078E-06,1.33215E-06,1.36111E-06,1.2683E-06,1.31651E-06,1.23531E-06,1.3965E-06,1.07597E-06,1.1794E-06,1.09231E-06,1.17976E-06,1.17023E-06
Amortise opt. 10,1.22276E-06,1.36893E-06,1.13521E-06,1.03426E-06,1.31086E-06,1.26612E-06,1.11534E-06,1.26603E-06,1.44588E-06,1.32979E-06,1.39195E-06,1.26725E-06,1.41608E-06,1.23107E-06,1.39433E-06,1.01494E-06,1.17723E-06,1.09091E-06,1.19578E-06,1.16806E-06
Amortise opt. 11,1.24817E-06,1.44376E-06,1.13775E-06,1.03387E-06,1.30955E-06,1.27988E-06,1.08717E-06,1.27225E-06,1.46091E-06,1.38264E-06,1.45505E-06,1.28317E-06,1.44262E-06,1.24446E-06,1.39983E-06,1.02226E-06,1.20035E-06,1.09116E-06,1.2088E-06,1.16902E-06
Amortise opt. 12,1.23972E-06,1.41186E-06,1.14585E-06,1.38444E-06,1.07397E-06,1.2695E-06,1.10028E-06,1.24668E-06,1.44001E-06,1.32907E-06,1.43113E-06,1.26746E-06,1.31471E-06,1.51899E-06,1.39524E-06,1.01045E-06,1.18125E-06,1.08973E-06,1.19386E-06,1.14358E-06
Amortise opt. 13,1.34466E-06,1.24935E-06,1.12788E-06,1.35812E-06,1.07963E-06,1.30254E-06,1.08571E-06,1.24512E-06,1.44413E-06,1.32274E-06,1.49046E-06,1.27853E-06,1.41337E-06,1.15489E-06,1.47788E-06,1.01161E-06,1.15433E-06,1.09432E-06,1.19351E-06,1.14131E-06
Amortise opt. 14,1.32725E-06,1.2436E-06,1.12724E-06,1.47569E-06,1.06014E-06,1.29433E-06,1.08926E-06,1.26264E-06,1.44072E-06,1.32518E-06,1.49148E-06,1.30338E-06,1.44104E-06,1.15931E-06,1.50345E-06,1.01106E-06,1.15777E-06,1.09333E-06,1.20228E-06,1.16869E-06
Amortise opt. 15,1.30786E-06,1.21426E-06,1.12587E-06,1.36365E-06,1.05903E-06,1.28733E-06,1.10721E-06,1.24966E-06,1.40894E-06,1.42095E-06,1.44983E-06,1.25785E-06,1.31302E-06,1.17911E-06,1.6571E-06,1.19261E-06,1.13952E-06,1.10566E-06,1.16559E-06,1.14547E-06
Amortise opt. 16,1.30031E-06,1.20912E-06,1.12633E-06,1.44385E-06,1.0734E-06,1.28837E-06,1.2301E-06,1.38275E-06,1.41061E-06,1.17039E-06,1.44909E-06,1.27047E-06,1.41334E-06,1.15109E-06,1.14085E-06,1.2021E-06,1.13653E-06,1.11578E-06,1.16821E-06,1.20188E-06
Amortise opt. 17,1.30471E-06,1.23622E-06,1.12662E-06,1.38227E-06,1.06864E-06,1.30284E-06,1.24724E-06,1.39726E-06,1.4088E-06,1.19242E-06,1.48996E-06,1.27988E-06,1.44221E-06,1.15461E-06,1.14518E-06,1.1788E-06,1.15166E-06,1.09134E-06,1.19452E-06,1.21607E-06
Amortise opt. 18,1.29741E-06,1.2136E-06,1.14348E-06,1.38432E-06,9.90052E-07,1.2851E-06,1.23336E-06,1.34767E-06,1.40864E-06,1.172E-06,1.44647E-06,1.26594E-06,1.47092E-06,1.13879E-06,1.13007E-06,1.17722E-06,1.14129E-06,1.08945E-06,1.17274E-06,1.18596E-06
Amortise opt. 19,1.29898E-06,1.24226E-06,1.11627E-06,1.35821E-06,9.89964E-07,1.29247E-06,1.23041E-06,1.34642E-06,1.40926E-06,1.16864E-06,1.43846E-06,1.26046E-06,1.40106E-06,1.13941E-06,1.12997E-06,1.17754E-06,1.25087E-06,1.09002E-06,1.19122E-06,1.18362E-06
Amortise opt. 20,1.30442E-06,1.24595E-06,1.10621E-06,1.46201E-06,9.76542E-07,1.29561E-06,1.24391E-06,1.37944E-06,1.40617E-06,1.19861E-06,1.43932E-06,1.27073E-06,1.44529E-06,1.15204E-06,1.13026E-06,1.17879E-06,1.25666E-06,1.09153E-06,1.21389E-06,1.1996E-06
Amortise opt. 21,1.43054E-06,1.21395E-06,1.10656E-06,1.35459E-06,9.79311E-07,1.31928E-06,1.23282E-06,1.33087E-06,1.40872E-06,1.17852E-06,1.44273E-06,1.23927E-06,1.39971E-06,1.12926E-06,1.1276E-06,1.14316E-06,1.24982E-06,1.3816E-06,1.19861E-06,1.22152E-06
Amortise opt. 22,1.47504E-06,1.21282E-06,1.11393E-06,1.43443E-06,9.80004E-07,1.41453E-06,1.22645E-06,1.3352E-06,1.40651E-06,1.1762E-06,1.11683E-06,1.33273E-06,1.44383E-06,1.12925E-06,1.12601E-06,1.12061E-06,1.24956E-06,2.04539E-06,1.07459E-06,1.19942E-06
Amortise opt. 23,1.39448E-06,1.24311E-06,1.09746E-06,1.37485E-06,1.16508E-06,1.32267E-06,1.24448E-06,1.37704E-06,9.90147E-07,1.20219E-06,1.10642E-06,1.3621E-06,1.47094E-06,1.12756E-06,1.1288E-06,1.13587E-06,1.25252E-06,1.38855E-06,1.07732E-06,1.21264E-06
Amortise opt. 24,1.39266E-06,1.22325E-06,1.09054E-06,1.15877E-06,1.17679E-06,1.31706E-06,1.23408E-06,1.32209E-06,9.96153E-07,1.18057E-06,1.112E-06,1.37384E-06,1.47121E-06,1.12713E-06,1.12681E-06,1.11759E-06,1.21906E-06,1.38262E-06,1.06544E-06,1.17947E-06
Amortise opt. 25,1.43627E-06,1.04694E-06,1.09215E-06,1.16039E-06,1.15191E-06,1.41296E-06,1.2121E-06,1.32431E-06,9.82978E-07,1.05372E-06,1.11136E-06,1.44787E-06,1.39873E-06,1.12968E-06,1.54871E-06,1.12154E-06,1.21934E-06,2.04108E-06,1.06375E-06,1.18203E-06
Amortise opt. 26,1.3798E-06,1.02565E-06,1.08871E-06,1.14284E-06,1.15108E-06,1.31581E-06,1.21607E-06,1.3708E-06,9.81729E-07,1.02439E-06,1.1154E-06,1.45583E-06,1.44463E-06,1.13258E-06,1.5948E-06,1.14339E-06,1.24988E-06,1.38411E-06,1.06561E-06,1.19635E-06
Amortise opt. 27,1.384E-06,1.04165E-06,1.09164E-06,1.14289E-06,1.15109E-06,1.32156E-06,1.19957E-06,1.31867E-06,9.81897E-07,1.0104E-06,1.12052E-06,1.43361E-06,1.39668E-06,1.42139E-06,1.65156E-06,1.10765E-06,1.22816E-06,1.21889E-06,1.06652E-06,1.21672E-06
Amortise opt. 28,1.40047E-06,1.01221E-06,1.08975E-06,1.16054E-06,1.15092E-06,1.31842E-06,1.19806E-06,1.31247E-06,9.8321E-07,1.01116E-06,1.12337E-06,1.4329E-06,1.44183E-06,1.44069E-06,1.54636E-06,1.119E-06,1.13718E-06,1.23533E-06,1.07802E-06,1.45173E-06
Amortise opt. 29,1.2987E-06,1.0156E-06,1.36927E-06,1.13321E-06,1.15437E-06,1.28225E-06,1.2084E-06,1.32124E-06,1.18197E-06,1.0087E-06,1.11153E-06,1.44722E-06,1.46741E-06,1.39349E-06,1.59479E-06,1.13348E-06,1.14814E-06,1.22246E-06,1.08059E-06,1.42084E-06
Amortise opt. 30,1.29298E-06,1.03977E-06,1.36992E-06,1.13051E-06,1.15295E-06,1.28293E-06,1.18983E-06,1.27913E-06,1.19056E-06,1.01012E-06,1.11324E-06,1.41367E-06,1.29834E-06,1.39298E-06,1.64897E-06,1.06303E-06,1.12811E-06,1.21673E-06,1.06468E-06,1.41443E-06
Amortise opt. 31,1.38068E-06,1.30903E-06,1.38595E-06,1.12983E-06,1.16351E-06,1.31725E-06,1.19477E-06,1.28388E-06,1.17075E-06,1.01092E-06,1.11142E-06,1.41553E-06,1.29963E-06,1.4149E-06,1.54846E-06,1.10619E-06,1.12586E-06,1.22858E-06,1.06665E-06,1.41428E-06
Amortise opt. 32,1.28084E-06,1.30965E-06,1.3653E-06,1.12916E-06,1.17339E-06,1.28332E-06,1.19485E-06,1.31872E-06,1.17182E-06,1.01908E-06,1.11687E-06,1.36288E-06,1.28984E-06,1.39371E-06,1.59673E-06,1.12574E-06,1.12622E-06,1.21615E-06,1.06614E-06,1.44926E-06
Amortise opt. 33,1.27909E-06,1.2713E-06,1.4222E-06,1.12921E-06,1.15057E-06,1.33882E-06,1.2201E-06,1.4867E-06,1.18188E-06,1.02231E-06,1.1163E-06,1.29938E-06,1.28889E-06,1.17563E-06,1.64792E-06,1.10499E-06,1.12779E-06,1.21681E-06,1.25788E-06,1.38778E-06
Amortise opt. 34,1.30057E-06,1.27317E-06,1.39118E-06,1.12952E-06,1.15035E-06,1.38799E-06,1.22692E-06,1.34748E-06,1.16252E-06,1.00872E-06,1.25246E-06,1.29685E-06,1.2813E-06,1.12055E-06,1.39953E-06,1.10192E-06,1.13694E-06,1.21807E-06,1.26425E-06,1.38954E-06
Amortise opt. 35,2.06778E-06,1.26927E-06,1.36861E-06,1.04196E-06,1.15144E-06,1.33888E-06,1.23105E-06,1.34042E-06,1.16027E-06,1.00709E-06,1.27047E-06,1.29155E-06,1.27433E-06,1.05612E-06,1.38834E-06,1.11982E-06,1.15092E-06,1.04469E-06,1.24968E-06,1.41431E-06
Amortise opt. 36,1.23509E-06,1.27221E-06,1.41981E-06,1.04422E-06,1.14768E-06,1.33279E-06,1.09312E-06,1.28671E-06,1.16002E-06,1.00656E-06,1.23993E-06,1.2919E-06,1.27532E-06,1.02939E-06,1.35868E-06,1.10855E-06,1.12923E-06,1.03864E-06,1.2486E-06,1.28423E-06
Amortise opt. 37,1.19146E-06,1.27014E-06,1.38997E-06,1.02837E-06,1.14892E-06,1.38194E-06,1.0562E-06,1.28082E-06,1.16115E-06,1.00389E-06,1.24133E-06,1.29193E-06,1.29496E-06,1.02935E-06,1.35549E-06,1.1099E-06,1.12852E-06,1.02637E-06,1.25755E-06,1.28206E-06
Amortise opt. 38,1.21116E-06,1.30123E-06,1.36706E-06,1.02351E-06,1.14958E-06,1.3484E-06,1.07613E-06,1.34139E-06,1.16122E-06,1.00955E-06,1.26154E-06,1.45479E-06,1.28083E-06,1.03093E-06,1.39218E-06,1.13675E-06,1.12875E-06,1.11357E-06,1.23247E-06,1.3896E-06
Amortise opt. 39,1.19319E-06,1.30474E-06,1.42375E-06,1.02328E-06,1.32529E-06,1.34501E-06,1.06289E-06,1.32519E-06,1.0926E-06,1.00887E-06,1.24328E-06,1.45247E-06,9.97239E-07,1.03084E-06,1.3541E-06,1.09983E-06,1.12921E-06,1.11166E-06,1.2327E-06,1.27962E-06
Amortise opt. 40,1.20193E-06,1.26552E-06,1.3924E-06,1.02462E-06,1.34738E-06,1.38943E-06,1.06168E-06,1.33373E-06,1.10437E-06,1.30885E-06,1.2581E-06,1.3722E-06,1.01048E-06,1.23762E-06,1.358E-06,1.10396E-06,1.23811E-06,1.1204E-06,1.24905E-06,1.27535E-06
Amortise opt. 41,1.22875E-06,1.26653E-06,1.36679E-06,1.031E-06,1.33199E-06,1.34861E-06,1.08746E-06,1.42297E-06,1.11535E-06,1.32625E-06,1.27443E-06,1.34411E-06,1.00682E-06,1.23971E-06,1.24156E-06,1.12387E-06,1.24706E-06,1.12591E-06,1.24202E-06,1.27715E-06
Amortise opt. 42,1.2282E-06,1.26389E-06,1.42205E-06,1.10106E-06,1.08339E-06,1.34859E-06,1.06338E-06,1.2575E-06,1.09353E-06,1.29951E-06,1.23961E-06,1.34804E-06,9.84973E-07,1.22886E-06,1.48854E-06,1.09746E-06,1.228E-06,1.11182E-06,1.10148E-06,1.44309E-06
Amortise opt. 43,1.19651E-06,1.2663E-06,1.39238E-06,1.11583E-06,1.08878E-06,1.38492E-06,1.06586E-06,1.26002E-06,1.10353E-06,1.30735E-06,1.24407E-06,1.34512E-06,9.87717E-07,1.22664E-06,1.23314E-06,1.1096E-06,1.22836E-06,1.10954E-06,1.07972E-06,1.21629E-06
Amortise opt. 44,1.21879E-06,1.27038E-06,1.27069E-06,1.09719E-06,1.07693E-06,1.3433E-06,1.08801E-06,1.25893E-06,1.12037E-06,1.30693E-06,1.25566E-06,1.42335E-06,9.99752E-07,1.24003E-06,1.26005E-06,1.07386E-06,1.23995E-06,1.11215E-06,1.09677E-06,1.21604E-06
Amortise opt. 45,1.19809E-06,1.43784E-06,1.30147E-06,1.10982E-06,1.0774E-06,1.3391E-06,1.45465E-06,1.33238E-06,1.47635E-06,1.08598E-06,1.23983E-06,1.42401E-06,9.84326E-07,1.22459E-06,1.22816E-06,1.02063E-06,1.2124E-06,1.11305E-06,1.07843E-06,1.2008E-06
Amortise opt. 46,1.20344E-06,1.4611E-06,1.2678E-06,1.11299E-06,1.07752E-06,1.33291E-06,1.45691E-06,1.4266E-06,1.26129E-06,1.08719E-06,1.23798E-06,1.34976E-06,9.81888E-07,1.22952E-06,1.23735E-06,1.02128E-06,1.21323E-06,1.32185E-06,1.08172E-06,1.19941E-06
Amortise opt. 47,1.22933E-06,1.45883E-06,1.26836E-06,1.12489E-06,1.08877E-06,1.2926E-06,1.43364E-06,1.25549E-06,1.44228E-06,1.10218E-06,1.33231E-06,1.34914E-06,9.95159E-07,1.22625E-06,1.23024E-06,1.01714E-06,1.223E-06,1.34473E-06,1.10679E-06,1.2123E-06
Amortise opt. 48,1.43064E-06,1.43671E-06,1.2743E-06,1.13608E-06,1.09803E-06,1.29258E-06,1.43163E-06,1.25647E-06,1.26521E-06,1.08387E-06,1.30133E-06,1.34465E-06,9.81665E-07,1.34908E-06,1.4811E-06,1.02185E-06,1.21251E-06,1.64784E-06,1.07496E-06,1.18895E-06
Amortise opt. 49,1.46625E-06,1.4599E-06,1.45872E-06,1.11032E-06,1.0744E-06,1.33688E-06,1.45376E-06,1.25611E-06,1.31785E-06,1.07522E-06,1.25121E-06,1.35172E-06,9.85291E-07,1.40727E-06,1.23421E-06,1.01914E-06,1.21128E-06,1.32431E-06,1.08585E-06,1.18567E-06
Amortise opt. 50,1.47831E-06,1.45143E-06,1.27574E-06,1.11152E-06,1.07744E-06,1.28503E-06,1.42984E-06,1.4683E-06,1.47578E-06,1.10495E-06,1.25162E-06,1.3464E-06,9.79397E-07,1.34655E-06,1.26976E-06,1.1197E-06,1.21386E-06,1.34345E-06,1.09847E-06,1.18689E-06
Amortise opt. 51,1.42162E-06,1.43982E-06,1.29867E-06,1.11105E-06,1.07906E-06,1.28714E-06,1.43293E-06,1.37897E-06,1.46873E-06,1.08635E-06,1.63736E-06,1.30622E-06,9.75714E-07,1.34523E-06,1.24496E-06,1.12656E-06,1.21134E-06,1.6474E-06,1.25733E-06,1.18634E-06
Amortise opt. 52,1.46068E-06,1.46281E-06,1.26842E-06,1.01374E-06,1.08148E-06,1.29041E-06,1.42215E-06,1.38638E-06,1.2637E-06,1.09201E-06,1.52422E-06,1.31069E-06,9.82895E-07,1.35007E-06,1.21955E-06,1.14952E-06,1.01688E-06,1.33276E-06,1.24672E-06,1.44131E-06
Amortise opt. 53,1.48015E-06,1.45366E-06,1.26747E-06,1.01796E-06,1.08136E-06,1.26405E-06,1.39527E-06,1.3766E-06,1.43628E-06,1.11766E-06,1.52739E-06,1.31693E-06,1.07012E-06,1.3345E-06,1.24579E-06,1.11444E-06,9.91633E-07,1.35358E-06,1.23731E-06,1.30891E-06
Amortise opt. 54,1.42367E-06,1.16492E-06,1.27551E-06,1.00317E-06,1.06641E-06,1.2678E-06,1.39881E-06,1.45986E-06,1.26108E-06,1.09733E-06,1.44773E-06,1.30558E-06,1.26036E-06,1.33004E-06,1.33102E-06,1.12228E-06,1.02236E-06,1.64701E-06,1.2368E-06,1.39206E-06
Amortise opt. 55,1.46124E-06,1.17188E-06,1.44996E-06,1.00157E-06,1.06228E-06,1.28848E-06,1.40084E-06,1.48078E-06,1.3136E-06,1.0694E-06,1.45679E-06,1.30914E-06,1.26043E-06,1.35606E-06,1.42386E-06,1.1076E-06,9.91761E-07,1.60644E-06,1.24969E-06,1.3064E-06
Amortise opt. 56,1.48763E-06,1.15166E-06,1.32715E-06,1.00368E-06,1.07505E-06,1.28378E-06,1.43239E-06,1.47692E-06,1.47069E-06,1.08764E-06,1.46314E-06,1.30949E-06,1.24794E-06,1.34002E-06,1.37049E-06,1.10749E-06,9.98459E-07,1.61679E-06,1.22325E-06,1.39157E-06
Amortise opt. 57,1.27219E-06,1.1478E-06,1.32806E-06,1.00346E-06,1.05656E-06,1.38578E-06,1.46687E-06,1.38614E-06,1.26139E-06,1.07011E-06,1.51437E-06,1.15706E-06,1.24685E-06,1.17823E-06,1.42293E-06,1.11506E-06,1.01777E-06,1.58632E-06,1.22478E-06,1.44192E-06
Amortise opt. 58,1.29593E-06,1.15188E-06,1.28916E-06,1.25672E-06,1.06637E-06,1.36817E-06,1.38906E-06,1.3949E-06,1.27327E-06,1.03432E-06,1.52458E-06,1.16703E-06,1.25659E-06,1.18335E-06,1.37354E-06,1.11898E-06,1.18561E-06,1.59224E-06,1.23643E-06,1.4365E-06
Amortise opt. 59,1.28392E-06,1.14893E-06,1.28182E-06,1.2568E-06,1.06299E-06,1.47934E-06,1.38225E-06,1.38388E-06,1.25141E-06,1.06665E-06,1.4651E-06,1.15323E-06,1.23661E-06,1.16466E-06,1.43593E-06,1.31765E-06,1.19044E-06,1.60956E-06,1.24308E-06,1.34278E-06
Amortise opt. 60,1.26581E-06,1.15749E-06,1.28054E-06,1.25496E-06,1.08252E-06,1.37094E-06,1.43897E-06,1.46934E-06,1.24601E-06,1.03577E-06,1.4491E-06,1.15215E-06,1.23475E-06,1.16115E-06,1.42716E-06,1.34199E-06,1.17593E-06,1.57223E-06,1.20191E-06,1.41879E-06
Amortise opt. 61,1.29672E-06,1.17643E-06,1.28068E-06,1.25909E-06,1.08736E-06,1.44431E-06,1.5205E-06,1.47374E-06,1.26178E-06,1.04114E-06,1.45564E-06,1.16366E-06,1.23327E-06,1.17411E-06,1.42415E-06,1.3214E-06,1.17414E-06,1.57198E-06,1.21208E-06,1.34155E-06
