Case 09,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Amortise opt. 09,1.06078E-06,8.84305E-07,1.0181E-06,8.51127E-07,1.08661E-06,1.0977E-06,1.09827E-06,1.08104E-06,1.01171E-06,1.02339E-06,4.2807E-06,1.06908E-06,1.06963E-06,8.64741E-07,9.63768E-07,1.06425E-06,1.04931E-06,8.3216E-07,9.93328E-07,1.01216E-06
Amortise opt. 10,1.05126E-06,8.86845E-07,1.00807E-06,8.73479E-07,8.67465E-07,1.10674E-06,1.02236E-06,1.08329E-06,1.01366E-06,1.02367E-06,4.30359E-06,1.10135E-06,1.07909E-06,8.63701E-07,9.59272E-07,1.06747E-06,1.06627E-06,8.30717E-07,1.00113E-06,1.00951E-06
Amortise opt. 11,1.03532E-06,1.03047E-06,4.2919E-06,8.60806E-07,8.66781E-07,1.11367E-06,1.02778E-06,1.09481E-06,1.01842E-06,1.03072E-06,4.27999E-06,1.13102E-06,1.0791E-06,1.02482E-06,9.58526E-07,1.07132E-06,1.04316E-06,8.32508E-07,9.99077E-07,1.01026E-06
Amortise opt. 12,1.03361E-06,8.42952E-07,4.29299E-06,8.92691E-07,8.8155E-07,1.10346E-06,1.11403E-06,1.05403E-06,3.21906E-06,1.01163E-06,4.30328E-06,1.0996E-06,1.05492E-06,8.48154E-07,9.59963E-07,1.04497E-06,1.03949E-06,8.31434E-07,1.03059E-06,1.01009E-06
Amortise opt. 13,1.03354E-06,8.59839E-07,4.33953E-06,9.0487E-07,8.79019E-07,1.10159E-06,1.11058E-06,1.04858E-06,1.02787E-06,9.96824E-07,4.28695E-06,1.09069E-06,1.05996E-06,8.40586E-07,9.60241E-07,1.04908E-06,1.0494E-06,1.01414E-06,1.0332E-06,1.09521E-06
Amortise opt. 14,1.0333E-06,8.19839E-07,8.7834E-07,8.93419E-07,8.58749E-07,1.07068E-06,1.12973E-06,1.05162E-06,1.0598E-06,1.004E-06,1.11745E-06,1.10132E-06,1.07368E-06,8.60848E-07,1.063E-06,1.06686E-06,1.01683E-06,1.01749E-06,1.02749E-06,1.09621E-06
Amortise opt. 15,1.03372E-06,8.23924E-07,8.73995E-07,9.83711E-07,1.01825E-06,1.07717E-06,1.0943E-06,1.04862E-06,1.01278E-06,9.98867E-07,1.11665E-06,1.0781E-06,1.05899E-06,8.28413E-07,1.08324E-06,1.02565E-06,1.01907E-06,1.0157E-06,1.0276E-06,1.08562E-06
Amortise opt. 16,1.03199E-06,8.36967E-07,8.63215E-07,9.90797E-07,1.01722E-06,1.07181E-06,1.09029E-06,1.10224E-06,1.01011E-06,3.16423E-06,1.08181E-06,1.07658E-06,1.05697E-06,8.28448E-07,1.03952E-06,1.02351E-06,1.04083E-06,8.83652E-07,1.02772E-06,1.08563E-06
Amortise opt. 17,1.03149E-06,8.79638E-07,8.64102E-07,9.82333E-07,8.86547E-07,1.12824E-06,1.11173E-06,1.11231E-06,1.01107E-06,3.1817E-06,1.08138E-06,1.09622E-06,1.05449E-06,8.40058E-07,1.0433E-06,1.05295E-06,1.05481E-06,8.84557E-07,9.89909E-07,1.09023E-06
Amortise opt. 18,1.02804E-06,8.86343E-07,8.72249E-07,9.77959E-07,9.96635E-07,1.05703E-06,1.09941E-06,1.08829E-06,1.01128E-06,4.28361E-06,1.07074E-06,1.0446E-06,1.05406E-06,9.88428E-07,1.07075E-06,1.02885E-06,8.85504E-07,1.07658E-06,9.9019E-07,1.25281E-06
Amortise opt. 19,1.03253E-06,8.7206E-07,8.8929E-07,9.80305E-07,1.06688E-06,1.11056E-06,3.12796E-06,1.08635E-06,1.11207E-06,1.03011E-06,1.07044E-06,1.05516E-06,1.0615E-06,3.11667E-06,1.03438E-06,9.97619E-07,9.97433E-07,8.58348E-07,9.84026E-07,9.94817E-07
Amortise opt. 20,1.03139E-06,8.61437E-07,8.67821E-07,9.8051E-07,9.91196E-07,1.05779E-06,3.11814E-06,1.10736E-06,8.87799E-07,1.03564E-06,1.06764E-06,1.08018E-06,1.06956E-06,3.14259E-06,1.03094E-06,1.00181E-06,1.06526E-06,8.335E-07,9.86259E-07,9.87039E-07
Amortise opt. 21,1.01476E-06,8.60875E-07,8.83719E-07,4.17145E-06,9.94582E-07,1.07508E-06,3.09167E-06,1.07575E-06,1.12057E-06,1.01854E-06,1.06844E-06,1.05032E-06,1.00699E-06,4.46123E-06,1.03695E-06,9.92398E-07,1.02102E-06,8.26797E-07,9.87795E-07,9.78938E-07
Amortise opt. 22,1.05533E-06,8.84758E-07,8.80851E-07,4.19929E-06,9.8395E-07,1.11987E-06,3.09442E-06,1.08083E-06,8.89588E-07,1.01144E-06,1.06789E-06,1.05081E-06,1.02195E-06,1.06348E-06,1.02052E-06,9.96993E-07,9.79223E-07,8.28052E-07,9.68496E-07,9.82962E-07
Amortise opt. 23,1.17918E-06,8.52254E-07,9.01158E-07,4.15867E-06,9.85395E-07,1.07777E-06,3.08824E-06,1.08087E-06,1.00377E-06,1.02336E-06,1.05271E-06,1.05443E-06,1.00518E-06,1.08415E-06,1.01587E-06,9.97774E-07,1.01365E-06,8.54928E-07,9.72059E-07,9.79985E-07
Amortise opt. 24,8.53742E-07,8.50114E-07,8.95392E-07,4.15988E-06,9.89904E-07,1.08902E-06,3.09143E-06,1.0671E-06,1.11462E-06,1.01619E-06,1.06545E-06,1.04596E-06,1.00681E-06,1.0709E-06,1.03337E-06,1.02034E-06,9.80511E-07,8.53372E-07,9.73253E-07,1.03713E-06
Amortise opt. 25,8.58054E-07,8.64227E-07,8.98018E-07,4.15536E-06,9.71321E-07,1.06132E-06,3.09644E-06,1.06677E-06,1.01595E-06,1.07209E-06,1.03249E-06,1.04595E-06,1.0059E-06,3.17464E-06,1.00486E-06,1.02576E-06,9.83645E-07,3.14307E-06,8.66326E-07,1.04474E-06
Amortise opt. 26,8.4893E-07,8.63487E-07,8.95837E-07,4.16479E-06,9.71885E-07,1.06013E-06,1.10079E-06,1.07399E-06,1.02201E-06,1.07944E-06,1.03047E-06,1.04065E-06,8.87977E-07,9.6607E-07,1.00971E-06,1.01065E-06,1.01804E-06,3.1543E-06,8.77019E-07,1.0167E-06
Amortise opt. 27,8.5067E-07,1.02309E-06,8.98126E-07,4.15617E-06,9.83713E-07,1.05174E-06,1.09842E-06,1.03355E-06,1.01524E-06,1.06395E-06,1.03253E-06,8.71718E-07,8.83753E-07,3.14184E-06,1.0037E-06,1.00987E-06,3.15274E-06,3.11508E-06,8.49579E-07,1.01698E-06
Amortise opt. 28,8.482E-07,1.00382E-06,9.00794E-07,8.75444E-07,1.01155E-06,1.06553E-06,8.45556E-07,1.03814E-06,1.0059E-06,1.07113E-06,1.03398E-06,8.69195E-07,1.00612E-06,9.63041E-07,1.01033E-06,1.00679E-06,3.1649E-06,3.12082E-06,8.51443E-07,1.03131E-06
Amortise opt. 29,8.51389E-07,1.00674E-06,8.94828E-07,8.8141E-07,1.04551E-06,1.05669E-06,8.43409E-07,1.06492E-06,1.05529E-06,1.06971E-06,1.02452E-06,1.03701E-06,1.11205E-06,9.6879E-07,1.00843E-06,1.00186E-06,3.12056E-06,3.12294E-06,8.67396E-07,9.95856E-07
Amortise opt. 30,8.4802E-07,1.00864E-06,9.04747E-07,8.61874E-07,9.9184E-07,1.13474E-06,8.40989E-07,1.05081E-06,9.98827E-07,1.05748E-06,1.01592E-06,1.09529E-06,1.08967E-06,3.16284E-06,9.83357E-07,1.00184E-06,3.11979E-06,8.85721E-07,8.41724E-07,9.93413E-07
Amortise opt. 31,8.48551E-07,1.01487E-06,8.6911E-07,8.63582E-07,9.88788E-07,1.13855E-06,8.4136E-07,1.0612E-06,9.96999E-07,1.06935E-06,1.01138E-06,1.08283E-06,1.09616E-06,1.05859E-06,9.76393E-07,1.00433E-06,3.12251E-06,1.06349E-06,8.41623E-07,1.02053E-06
Amortise opt. 32,8.5079E-07,1.02224E-06,8.66865E-07,8.73851E-07,1.00887E-06,1.12709E-06,8.42443E-07,1.06403E-06,1.00485E-06,8.92671E-07,1.01013E-06,1.1016E-06,1.07272E-06,1.06847E-06,9.69497E-07,1.00215E-06,3.12183E-06,1.06412E-06,8.56715E-07,1.03033E-06
Amortise opt. 33,3.15253E-06,8.84536E-07,8.86953E-07,8.62022E-07,9.90655E-07,1.12249E-06,1.0166E-06,1.05754E-06,1.00232E-06,8.86423E-07,1.02188E-06,1.08057E-06,1.07378E-06,1.05785E-06,9.75613E-07,3.15292E-06,1.03304E-06,1.05228E-06,8.29106E-07,1.02423E-06
Amortise opt. 34,3.17268E-06,8.90368E-07,8.82281E-07,8.66005E-07,1.0563E-06,1.12359E-06,1.00852E-06,1.06016E-06,3.18225E-06,1.07214E-06,9.97712E-07,1.08179E-06,1.08456E-06,1.05289E-06,9.67485E-07,3.17122E-06,1.03747E-06,1.06619E-06,8.2856E-07,1.02678E-06
Amortise opt. 35,4.95367E-06,8.7465E-07,3.19333E-06,8.62558E-07,1.06949E-06,1.12362E-06,1.01608E-06,1.05755E-06,3.20422E-06,1.1432E-06,9.95815E-07,1.08585E-06,1.05252E-06,1.0535E-06,9.68534E-07,3.13799E-06,1.00202E-06,1.02974E-06,8.41053E-07,1.01255E-06
Amortise opt. 36,9.01483E-07,8.75058E-07,1.01094E-06,8.54684E-07,8.89728E-07,1.10958E-06,1.00709E-06,1.03962E-06,3.16987E-06,1.11214E-06,9.90735E-07,8.57967E-07,1.04803E-06,1.05462E-06,9.67724E-07,3.14E-06,1.00064E-06,1.02682E-06,1.11784E-06,1.01402E-06
Amortise opt. 37,8.81811E-07,8.8151E-07,3.18061E-06,8.53418E-07,8.86283E-07,1.11484E-06,1.009E-06,1.04313E-06,3.1746E-06,1.12085E-06,9.89129E-07,8.66014E-07,1.06923E-06,1.04958E-06,8.27528E-07,3.16316E-06,1.02164E-06,1.03043E-06,1.01155E-06,1.01533E-06
Amortise opt. 38,8.60451E-07,8.67381E-07,1.00861E-06,8.62933E-07,1.05126E-06,1.10534E-06,1.01917E-06,1.04685E-06,3.17369E-06,1.1073E-06,9.95069E-07,8.3875E-07,1.02988E-06,1.06179E-06,8.37529E-07,3.1096E-06,1.05094E-06,1.02892E-06,1.02521E-06,4.23131E-06
Amortise opt. 39,8.61726E-07,8.64145E-07,1.01008E-06,8.3619E-07,1.06758E-06,1.10847E-06,1.00528E-06,1.04167E-06,1.01994E-06,1.10897E-06,9.97703E-07,8.39028E-07,1.02355E-06,8.94006E-07,9.16631E-07,3.11306E-06,1.05323E-06,3.18195E-06,1.00169E-06,4.26584E-06
Amortise opt. 40,8.74095E-07,8.74551E-07,3.20786E-06,8.36265E-07,1.00285E-06,1.1109E-06,1.01477E-06,1.04601E-06,1.042E-06,1.11461E-06,1.1125E-06,8.52029E-07,1.02481E-06,8.92533E-07,3.11786E-06,3.11017E-06,1.05771E-06,9.70796E-07,1.00361E-06,4.22211E-06
Amortise opt. 41,8.63429E-07,8.68776E-07,1.00666E-06,8.53404E-07,1.03274E-06,1.09537E-06,1.02155E-06,1.02979E-06,1.02238E-06,1.0453E-06,1.11347E-06,8.27555E-07,1.03099E-06,1.04099E-06,3.14357E-06,1.01102E-06,9.98985E-07,3.1627E-06,1.00841E-06,4.21616E-06
Amortise opt. 42,8.83468E-07,1.02077E-06,1.0258E-06,8.81584E-07,8.73071E-07,1.09528E-06,1.05994E-06,1.02416E-06,8.82039E-07,1.02785E-06,1.10069E-06,8.30808E-07,3.0785E-06,1.05391E-06,4.25759E-06,1.0477E-06,9.9411E-07,9.74457E-07,9.94668E-07,4.23033E-06
Amortise opt. 43,8.50147E-07,1.00029E-06,1.00447E-06,8.55254E-07,8.73044E-07,1.09796E-06,1.06381E-06,1.0449E-06,1.07698E-06,1.03154E-06,1.10066E-06,8.39277E-07,3.10522E-06,8.83029E-07,9.11667E-07,9.90663E-07,1.05444E-06,9.70422E-07,9.88711E-07,4.2278E-06
Amortise opt. 44,8.82157E-07,1.00678E-06,1.00001E-06,8.57112E-07,1.00186E-06,1.10146E-06,1.04708E-06,8.7171E-07,1.11969E-06,1.03077E-06,1.1072E-06,8.18281E-07,3.07307E-06,4.25321E-06,3.11576E-06,9.95755E-07,9.98199E-07,3.19639E-06,1.0018E-06,1.24897E-06
Amortise opt. 45,8.47597E-07,1.00733E-06,1.01056E-06,8.43303E-07,1.06614E-06,1.03116E-06,1.04509E-06,8.66064E-07,8.82237E-07,1.03946E-06,1.099E-06,8.18924E-07,3.07616E-06,8.87665E-07,8.86721E-07,9.92623E-07,1.0326E-06,9.70992E-07,8.88849E-07,1.05679E-06
Amortise opt. 46,8.52571E-07,1.01965E-06,9.98962E-07,8.44238E-07,8.52486E-07,1.02596E-06,1.05026E-06,1.01654E-06,1.07941E-06,1.0201E-06,1.10474E-06,8.29165E-07,3.07493E-06,1.05015E-06,8.8525E-07,9.96998E-07,1.04267E-06,9.72089E-07,8.88415E-07,1.03235E-06
Amortise opt. 47,8.85428E-07,1.01361E-06,9.99418E-07,8.45494E-07,1.04382E-06,1.00539E-06,1.05209E-06,1.10671E-06,1.12247E-06,1.02514E-06,1.10244E-06,1.40052E-06,1.03223E-06,1.25941E-06,8.87327E-07,9.97728E-07,1.00719E-06,9.71296E-07,9.89236E-07,1.03067E-06
Amortise opt. 48,4.29423E-06,8.83179E-07,9.91369E-07,9.78417E-07,1.03083E-06,1.00223E-06,1.08699E-06,1.04582E-06,1.18928E-06,1.01095E-06,1.08869E-06,1.02091E-06,1.00427E-06,1.0447E-06,8.89818E-07,9.94459E-07,1.00527E-06,4.16546E-06,1.08653E-06,1.03502E-06
Amortise opt. 49,4.43794E-06,8.70889E-07,9.98336E-07,9.88468E-07,1.0284E-06,1.00325E-06,1.09098E-06,1.05918E-06,1.20896E-06,1.01349E-06,1.0931E-06,1.03316E-06,1.01524E-06,1.04504E-06,1.06119E-06,9.92704E-07,1.00579E-06,4.18074E-06,1.45377E-06,1.03157E-06
Amortise opt. 50,4.42007E-06,8.65189E-07,1.00411E-06,9.97554E-07,1.04032E-06,1.00827E-06,1.08664E-06,1.03204E-06,1.15067E-06,1.01379E-06,1.09226E-06,1.02311E-06,1.01834E-06,1.04962E-06,1.05308E-06,9.8572E-07,1.01328E-06,4.13132E-06,1.47987E-06,1.00323E-06
Amortise opt. 51,4.40757E-06,8.63185E-07,8.89274E-07,8.40245E-07,1.01905E-06,1.06611E-06,1.08738E-06,1.03276E-06,1.15456E-06,1.02699E-06,1.07153E-06,9.98204E-07,1.01801E-06,1.04356E-06,8.65057E-07,9.86668E-07,1.03315E-06,4.13238E-06,1.42871E-06,1.00685E-06
Amortise opt. 52,3.1698E-06,8.78371E-07,8.89106E-07,8.51781E-07,1.01371E-06,1.07677E-06,1.08807E-06,1.04859E-06,1.18966E-06,1.02781E-06,1.07056E-06,1.00198E-06,1.02253E-06,1.03619E-06,8.69376E-07,9.88174E-07,1.04425E-06,4.12732E-06,1.43118E-06,9.9172E-07
Amortise opt. 53,4.32602E-06,8.7329E-07,8.74267E-07,8.20362E-07,1.02711E-06,1.06244E-06,8.84697E-07,1.02049E-06,1.10951E-06,1.0761E-06,1.05887E-06,1.00529E-06,1.02177E-06,1.03143E-06,1.05327E-06,8.85241E-07,1.0066E-06,4.13999E-06,1.45464E-06,9.78304E-07
Amortise opt. 54,3.16678E-06,4.19092E-06,8.74141E-07,8.18509E-07,1.04459E-06,1.05529E-06,1.02307E-06,1.0229E-06,1.04719E-06,1.07483E-06,1.06158E-06,1.06129E-06,1.03243E-06,1.03989E-06,1.04515E-06,8.86186E-07,1.00814E-06,4.14062E-06,1.40758E-06,9.68189E-07
Amortise opt. 55,3.17816E-06,4.2193E-06,8.83375E-07,8.35989E-07,9.76011E-07,1.06187E-06,1.12675E-06,1.02907E-06,1.061E-06,1.06522E-06,1.07333E-06,1.06857E-06,1.01432E-06,1.03551E-06,4.27764E-06,1.07751E-06,1.03468E-06,4.2051E-06,1.41519E-06,9.71656E-07
Amortise opt. 56,4.32173E-06,4.29016E-06,1.07695E-06,8.11455E-07,9.85871E-07,1.05823E-06,1.06935E-06,1.021E-06,1.02407E-06,1.06408E-06,1.04421E-06,1.06272E-06,1.01621E-06,1.04264E-06,3.13929E-06,9.91447E-07,1.08086E-06,4.21262E-06,1.42672E-06,9.69292E-07
Amortise opt. 57,3.07379E-06,1.05407E-06,8.41115E-07,8.07617E-07,9.80729E-07,1.02456E-06,1.0935E-06,1.02079E-06,1.01599E-06,1.08595E-06,1.05018E-06,1.0699E-06,1.02007E-06,1.04577E-06,4.26866E-06,1.03005E-06,4.23992E-06,4.22324E-06,1.39315E-06,1.05968E-06
Amortise opt. 58,3.09117E-06,1.04704E-06,8.70898E-07,8.19663E-07,1.20436E-06,1.03364E-06,8.68877E-07,1.02204E-06,1.04967E-06,1.05137E-06,1.05785E-06,1.09144E-06,1.22073E-06,1.03558E-06,3.14133E-06,8.75529E-07,4.27482E-06,1.01532E-06,1.38315E-06,1.07963E-06
Amortise opt. 59,3.05765E-06,1.02284E-06,8.76937E-07,1.37761E-06,1.01467E-06,1.01882E-06,8.62667E-07,1.02968E-06,1.08821E-06,1.04763E-06,1.04868E-06,1.05961E-06,1.01521E-06,1.02793E-06,3.14818E-06,8.76157E-07,4.23325E-06,1.0032E-06,1.40842E-06,1.04602E-06
Amortise opt. 60,3.05413E-06,1.02285E-06,3.15518E-06,9.85924E-07,1.38234E-06,1.02194E-06,1.06226E-06,8.78736E-07,4.28925E-06,1.07141E-06,1.04757E-06,1.04743E-06,1.02054E-06,1.03698E-06,4.28823E-06,9.97219E-07,4.23672E-06,1.18177E-06,8.8846E-07,1.04246E-06
Amortise opt. 61,3.05415E-06,1.0387E-06,3.17605E-06,9.92676E-07,1.08096E-06,1.02186E-06,1.08878E-06,1.01159E-06,4.4066E-06,1.05456E-06,1.04398E-06,1.05904E-06,1.01186E-06,1.01059E-06,1.04393E-06,1.04287E-06,4.23829E-06,1.001E-06,8.82026E-07,1.0634E-06
