Case 10,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 11,1.48512E-06,1.49584E-06,1.48714E-06,1.50283E-06,1.49778E-06,1.49661E-06,1.64234E-06,1.49924E-06,1.48559E-06,1.51725E-06,1.48971E-06,1.4892E-06,1.49013E-06,1.48939E-06,1.49038E-06,1.48547E-06,1.50304E-06,1.48555E-06,1.49345E-06,1.67559E-06
Default setting 12,1.48355E-06,1.49487E-06,1.48501E-06,1.4982E-06,1.4959E-06,1.49595E-06,1.64146E-06,1.49035E-06,1.48515E-06,1.52528E-06,1.48906E-06,1.4931E-06,1.4944E-06,1.49118E-06,1.48898E-06,1.49423E-06,1.49735E-06,1.48215E-06,1.49337E-06,1.52019E-06
Default setting 13,1.48167E-06,1.49952E-06,1.48615E-06,1.49982E-06,1.49621E-06,1.49733E-06,1.64343E-06,1.49194E-06,1.48381E-06,1.52386E-06,1.49157E-06,1.49408E-06,1.49436E-06,1.48987E-06,1.48942E-06,1.49907E-06,1.49856E-06,1.47883E-06,1.49252E-06,1.51575E-06
Default setting 14,1.48225E-06,1.49862E-06,1.48326E-06,1.50914E-06,1.49588E-06,1.49907E-06,1.64432E-06,1.49034E-06,1.4853E-06,1.52053E-06,1.48657E-06,1.49651E-06,1.49448E-06,1.48701E-06,1.48754E-06,1.49865E-06,1.50033E-06,1.47759E-06,1.49306E-06,1.51936E-06
Default setting 15,1.4823E-06,1.49583E-06,1.48571E-06,1.50761E-06,1.49909E-06,1.49877E-06,1.64539E-06,1.48859E-06,1.48738E-06,1.52093E-06,1.48896E-06,1.49778E-06,1.49564E-06,1.48602E-06,1.48676E-06,1.50543E-06,1.50066E-06,1.48054E-06,1.49218E-06,1.51681E-06
Default setting 16,1.48575E-06,1.49633E-06,1.48299E-06,1.51011E-06,1.49447E-06,1.65701E-06,1.6431E-06,1.48856E-06,1.48641E-06,1.52492E-06,1.49461E-06,1.50121E-06,1.49287E-06,1.48865E-06,1.48935E-06,1.50224E-06,1.50112E-06,1.48533E-06,1.49682E-06,1.51848E-06
Default setting 17,1.48743E-06,1.48684E-06,1.48685E-06,1.51147E-06,1.49499E-06,1.65523E-06,1.64075E-06,1.48999E-06,1.48428E-06,1.5236E-06,1.49092E-06,1.49422E-06,1.49424E-06,1.48827E-06,1.50275E-06,1.50505E-06,1.50059E-06,1.48432E-06,1.49097E-06,1.51838E-06
Default setting 18,1.49061E-06,1.50045E-06,1.48257E-06,1.50504E-06,1.49468E-06,1.65634E-06,1.64389E-06,1.48883E-06,1.4928E-06,1.52487E-06,1.49298E-06,1.49403E-06,1.49597E-06,1.48629E-06,1.50225E-06,1.50214E-06,1.51105E-06,1.47963E-06,1.49361E-06,1.51449E-06
Default setting 19,1.4911E-06,1.49604E-06,1.4858E-06,1.50458E-06,1.49555E-06,1.65711E-06,1.64617E-06,1.48994E-06,1.49145E-06,1.52436E-06,1.49416E-06,1.50317E-06,1.49189E-06,1.4851E-06,1.50563E-06,1.4997E-06,1.51178E-06,1.49039E-06,1.49169E-06,1.52232E-06
Default setting 20,1.4957E-06,1.48879E-06,1.48511E-06,1.50519E-06,1.49606E-06,1.65552E-06,1.64418E-06,1.48783E-06,1.49037E-06,1.5238E-06,1.49303E-06,1.51087E-06,1.50391E-06,1.4874E-06,1.50116E-06,1.5045E-06,1.51127E-06,1.4936E-06,1.49546E-06,1.52169E-06
Amortise opt. 01,1.02662E-06,1.00085E-05,1.45259E-06,1.06051E-06,1.24031E-06,1.14267E-06,1.35797E-06,1.18554E-06,1.20477E-06,1.36407E-06,1.32984E-06,1.34536E-06,1.31172E-06,1.16215E-06,1.05298E-06,1.38928E-06,2.11196E-06,1.25644E-06,1.18018E-06,1.13759E-06
Amortise opt. 02,1.02043E-06,6.80871E-06,1.46141E-06,1.06637E-06,1.24274E-06,1.10821E-06,1.36588E-06,1.18698E-06,1.20979E-06,1.36708E-06,1.34089E-06,1.31552E-06,1.32671E-06,1.16983E-06,1.05998E-06,1.39803E-06,1.36634E-06,1.24503E-06,1.18756E-06,1.14685E-06
Amortise opt. 03,1.00614E-06,1.2103E-06,1.43627E-06,1.06257E-06,1.2086E-06,1.13787E-06,1.34506E-06,1.17954E-06,1.19814E-06,1.3304E-06,1.31367E-06,1.31684E-06,1.29204E-06,1.15504E-06,1.04433E-06,1.47269E-06,2.05896E-06,1.2439E-06,1.17048E-06,1.12879E-06
Amortise opt. 04,1.00586E-06,1.21223E-06,1.43441E-06,1.05106E-06,1.20478E-06,1.07914E-06,1.34693E-06,1.17675E-06,1.19884E-06,1.33122E-06,1.31327E-06,1.31342E-06,1.29337E-06,1.15419E-06,1.04503E-06,1.38115E-06,1.36305E-06,1.2442E-06,1.17053E-06,1.13137E-06
Amortise opt. 05,1.00328E-06,1.20935E-06,1.49207E-06,1.06406E-06,1.23614E-06,1.03745E-06,1.35636E-06,1.17745E-06,1.20657E-06,1.33657E-06,1.31875E-06,1.32674E-06,1.30732E-06,1.15914E-06,1.04561E-06,1.39503E-06,1.34861E-06,1.25481E-06,1.17501E-06,1.13279E-06
Amortise opt. 06,1.00481E-06,1.21192E-06,1.4454E-06,1.05086E-06,1.22847E-06,1.0685E-06,1.32578E-06,1.17624E-06,1.17526E-06,1.08542E-06,1.32503E-06,1.34347E-06,1.29106E-06,1.14904E-06,1.04924E-06,1.46282E-06,2.11307E-06,1.22072E-06,1.16361E-06,1.12371E-06
Amortise opt. 07,1.00359E-06,1.21575E-06,1.44757E-06,1.05954E-06,1.37094E-06,1.03353E-06,1.29785E-06,1.17754E-06,1.17322E-06,1.05982E-06,1.32511E-06,1.31699E-06,1.29009E-06,1.14964E-06,1.05634E-06,1.41229E-06,1.36063E-06,1.22028E-06,1.16207E-06,1.22856E-06
Amortise opt. 08,1.44453E-06,1.10249E-06,1.46088E-06,1.04517E-06,1.39969E-06,1.03546E-06,1.24026E-06,1.17566E-06,1.16155E-06,1.07906E-06,1.33675E-06,1.32088E-06,1.30635E-06,1.14516E-06,1.05084E-06,1.42537E-06,1.38407E-06,1.22177E-06,1.15987E-06,1.23152E-06
Amortise opt. 09,1.45238E-06,1.11546E-06,1.4261E-06,1.0424E-06,1.38074E-06,1.03307E-06,1.23602E-06,1.17628E-06,1.16127E-06,1.06245E-06,1.33777E-06,1.30641E-06,1.26001E-06,1.14702E-06,1.04411E-06,1.41531E-06,1.3666E-06,1.21904E-06,1.16224E-06,1.24015E-06
Amortise opt. 10,1.41768E-06,1.09948E-06,1.42635E-06,1.04395E-06,1.36966E-06,1.03564E-06,1.23965E-06,1.18052E-06,1.16742E-06,1.06439E-06,1.45825E-06,1.30745E-06,1.2601E-06,1.14928E-06,1.05324E-06,1.44796E-06,1.02754E-06,1.2188E-06,1.16213E-06,1.25096E-06
Amortise opt. 11,1.42026E-06,1.09799E-06,1.49394E-06,1.04173E-06,1.39845E-06,1.03968E-06,1.23239E-06,1.0887E-06,1.16978E-06,1.08983E-06,1.45085E-06,1.30874E-06,1.29249E-06,1.3166E-06,1.03884E-06,1.44316E-06,1.0116E-06,1.22009E-06,1.13284E-06,1.23524E-06
Amortise opt. 12,1.44683E-06,1.10303E-06,1.45796E-06,1.04578E-06,1.38102E-06,1.07853E-06,1.3206E-06,1.09188E-06,1.03853E-06,1.0506E-06,1.45368E-06,1.26996E-06,1.27958E-06,1.30354E-06,1.0427E-06,1.4292E-06,1.0296E-06,1.22062E-06,1.14296E-06,1.23325E-06
Amortise opt. 13,1.43037E-06,1.0921E-06,1.46008E-06,1.04335E-06,1.36896E-06,1.1643E-06,1.29522E-06,1.08546E-06,1.04489E-06,1.06504E-06,1.45044E-06,1.27332E-06,1.04786E-06,1.28607E-06,1.04068E-06,1.42493E-06,1.00358E-06,1.20839E-06,1.12827E-06,1.24121E-06
Amortise opt. 14,1.33127E-06,1.09259E-06,1.47317E-06,1.38995E-06,1.40768E-06,1.17619E-06,1.23179E-06,1.08564E-06,1.06598E-06,1.07899E-06,1.43851E-06,1.26877E-06,1.05474E-06,1.28795E-06,1.04174E-06,1.43322E-06,1.00628E-06,1.19361E-06,1.1241E-06,1.22838E-06
Amortise opt. 15,1.37092E-06,1.09747E-06,1.43178E-06,1.37381E-06,1.39095E-06,1.16785E-06,1.24106E-06,1.08732E-06,1.03875E-06,2.04082E-06,1.4463E-06,1.27134E-06,1.07404E-06,1.30815E-06,1.05187E-06,1.39543E-06,1.02527E-06,1.18027E-06,1.12991E-06,1.22979E-06
Amortise opt. 16,1.30819E-06,1.10676E-06,1.42912E-06,1.33053E-06,1.37981E-06,1.08118E-06,1.23785E-06,1.07907E-06,1.04751E-06,2.09389E-06,1.43691E-06,1.26948E-06,1.04685E-06,1.30182E-06,1.04121E-06,1.39523E-06,9.87808E-07,1.17974E-06,1.13182E-06,1.22801E-06
Amortise opt. 17,1.28458E-06,1.11885E-06,1.46344E-06,1.32082E-06,1.40774E-06,1.06375E-06,1.25199E-06,1.08008E-06,1.06632E-06,2.02085E-06,1.47038E-06,1.10914E-06,1.05347E-06,1.39986E-06,1.04228E-06,1.4229E-06,1.00743E-06,1.17848E-06,1.1551E-06,1.17159E-06
Amortise opt. 18,1.30779E-06,1.10669E-06,1.44295E-06,1.32245E-06,1.38697E-06,1.07738E-06,1.22026E-06,1.07485E-06,1.41875E-06,2.02683E-06,1.45343E-06,1.12037E-06,1.07373E-06,1.41521E-06,1.04349E-06,1.41853E-06,1.00466E-06,1.17976E-06,1.17075E-06,1.12009E-06
Amortise opt. 19,1.27469E-06,1.10804E-06,1.26282E-06,1.32429E-06,1.42167E-06,1.0652E-06,1.22189E-06,1.07441E-06,1.44483E-06,2.02116E-06,1.28029E-06,1.10091E-06,1.04857E-06,1.36938E-06,1.2054E-06,1.16969E-06,1.1783E-06,1.17947E-06,1.15614E-06,1.12361E-06
Amortise opt. 20,1.27604E-06,1.10811E-06,1.27346E-06,1.13857E-06,1.4306E-06,1.06818E-06,1.23909E-06,1.07511E-06,1.42417E-06,2.05142E-06,1.26176E-06,1.10044E-06,1.05817E-06,1.36628E-06,1.21811E-06,1.17317E-06,1.18872E-06,1.01473E-06,1.16566E-06,1.12186E-06
Amortise opt. 21,1.28289E-06,1.09765E-06,1.25853E-06,1.13596E-06,1.41658E-06,1.09146E-06,1.2389E-06,1.06961E-06,1.4112E-06,2.10459E-06,1.2546E-06,1.11497E-06,1.07455E-06,1.40247E-06,1.19835E-06,1.16039E-06,1.16505E-06,1.02189E-06,1.17306E-06,1.2085E-06
Amortise opt. 22,1.31846E-06,1.09712E-06,1.25859E-06,1.13373E-06,1.42188E-06,1.05299E-06,1.29049E-06,1.0706E-06,1.4426E-06,2.01752E-06,1.2526E-06,1.10284E-06,1.34024E-06,1.38441E-06,1.20187E-06,1.15792E-06,1.16682E-06,1.07789E-06,1.15976E-06,1.2206E-06
Amortise opt. 23,1.30395E-06,1.09439E-06,1.26522E-06,1.13495E-06,1.4265E-06,1.06187E-06,1.29132E-06,1.06947E-06,1.42252E-06,2.0172E-06,1.27453E-06,1.1134E-06,1.35632E-06,1.41245E-06,1.21162E-06,1.16087E-06,1.17709E-06,1.00062E-06,1.15656E-06,1.1876E-06
Amortise opt. 24,1.36477E-06,1.09049E-06,1.24558E-06,1.14088E-06,1.39081E-06,1.05322E-06,1.26047E-06,1.07178E-06,1.41351E-06,2.01766E-06,1.26584E-06,1.11549E-06,1.33375E-06,1.41702E-06,1.19827E-06,1.15941E-06,1.16649E-06,1.0142E-06,1.16587E-06,1.18016E-06
Amortise opt. 25,1.27939E-06,1.09653E-06,1.24535E-06,1.12324E-06,1.38586E-06,1.01071E-06,1.26128E-06,1.07149E-06,1.44356E-06,2.02208E-06,1.27324E-06,1.10365E-06,1.33267E-06,1.36808E-06,1.1952E-06,1.16439E-06,1.16866E-06,1.05324E-06,1.13038E-06,1.18355E-06
Amortise opt. 26,1.27558E-06,1.09435E-06,1.25206E-06,1.13093E-06,1.41285E-06,9.99302E-07,1.26151E-06,1.36083E-06,1.42448E-06,1.00456E-06,1.26947E-06,1.10383E-06,1.33645E-06,1.36885E-06,1.20883E-06,1.17394E-06,1.16848E-06,1.01705E-06,1.13395E-06,1.1635E-06
Amortise opt. 27,1.29405E-06,1.97035E-06,1.21987E-06,1.13215E-06,1.40607E-06,1.47607E-06,1.28665E-06,1.36808E-06,1.41031E-06,1.01049E-06,1.25588E-06,1.11051E-06,1.32786E-06,1.39853E-06,1.17456E-06,1.1605E-06,1.17709E-06,1.028E-06,1.15734E-06,1.15412E-06
Amortise opt. 28,1.26929E-06,1.96841E-06,1.22078E-06,1.33276E-06,1.2338E-06,9.9718E-07,1.29283E-06,1.35219E-06,1.44395E-06,1.02401E-06,1.25486E-06,1.10377E-06,1.32107E-06,1.38603E-06,1.1796E-06,1.1646E-06,1.18831E-06,1.05542E-06,1.14319E-06,1.157E-06
Amortise opt. 29,1.26706E-06,1.91693E-06,1.22046E-06,1.33092E-06,1.27266E-06,9.9529E-07,1.26064E-06,1.35214E-06,1.41973E-06,1.15149E-06,1.27588E-06,1.10018E-06,1.32601E-06,1.39383E-06,1.17355E-06,1.1649E-06,1.17313E-06,1.20428E-06,1.05221E-06,1.15881E-06
Amortise opt. 30,1.2747E-06,1.91896E-06,1.38809E-06,1.29583E-06,1.27496E-06,1.00004E-06,1.25995E-06,1.36206E-06,1.27004E-06,1.14334E-06,1.26513E-06,1.09499E-06,1.3108E-06,1.4127E-06,1.17265E-06,1.33811E-06,1.16999E-06,1.20809E-06,1.0303E-06,1.08484E-06
Amortise opt. 31,1.30699E-06,1.95923E-06,1.42265E-06,1.2956E-06,1.23249E-06,9.926E-07,1.26178E-06,1.33679E-06,1.29622E-06,1.12806E-06,1.23623E-06,1.09603E-06,1.30562E-06,1.39667E-06,1.18395E-06,1.36218E-06,1.17505E-06,1.19776E-06,1.05832E-06,1.0977E-06
Amortise opt. 32,8.90208E-06,1.87926E-06,1.41016E-06,1.32951E-06,1.2745E-06,9.70629E-07,1.25801E-06,1.33679E-06,1.25491E-06,1.12731E-06,1.18416E-06,1.09721E-06,1.30387E-06,1.39089E-06,1.17059E-06,1.30396E-06,1.16458E-06,1.1978E-06,1.05096E-06,1.118E-06
Amortise opt. 33,1.27645E-06,1.86748E-06,1.38763E-06,1.29011E-06,1.27386E-06,9.83888E-07,1.26169E-06,1.35491E-06,1.25418E-06,1.15398E-06,1.21481E-06,1.34939E-06,1.30538E-06,1.4071E-06,1.16885E-06,1.30434E-06,1.16094E-06,1.20355E-06,1.05077E-06,1.08821E-06
Amortise opt. 34,1.24545E-06,1.92369E-06,1.42144E-06,1.29117E-06,1.23923E-06,9.68386E-07,1.25635E-06,1.33941E-06,1.26541E-06,1.14503E-06,1.28142E-06,1.40794E-06,1.30574E-06,1.3942E-06,1.17712E-06,1.3061E-06,1.15974E-06,1.17498E-06,1.03631E-06,1.09566E-06
Amortise opt. 35,1.24407E-06,1.8452E-06,1.40851E-06,1.28132E-06,1.271E-06,9.68587E-07,1.26223E-06,1.20361E-06,1.25871E-06,1.14965E-06,1.31429E-06,1.32659E-06,1.38531E-06,1.39087E-06,1.16614E-06,1.32907E-06,1.16091E-06,1.16755E-06,1.03739E-06,1.11828E-06
Amortise opt. 36,1.24148E-06,1.83904E-06,1.39044E-06,1.24811E-06,1.27319E-06,9.88139E-07,1.26037E-06,1.20955E-06,1.26464E-06,1.14642E-06,1.3268E-06,1.32499E-06,1.43409E-06,1.40611E-06,1.17071E-06,1.3573E-06,1.16709E-06,1.17163E-06,1.03895E-06,1.08845E-06
Amortise opt. 37,1.25004E-06,1.86332E-06,1.42295E-06,1.25812E-06,1.23232E-06,1.04883E-06,1.02272E-06,1.19651E-06,1.28838E-06,1.12356E-06,1.32761E-06,1.3489E-06,1.41313E-06,1.3953E-06,1.17789E-06,1.30125E-06,1.33309E-06,1.17339E-06,1.02704E-06,1.10004E-06
Amortise opt. 38,1.24363E-06,1.79304E-06,1.41013E-06,1.30024E-06,1.27216E-06,1.05919E-06,1.03383E-06,1.19656E-06,1.25907E-06,1.1144E-06,1.28042E-06,1.47132E-06,1.38948E-06,1.2565E-06,1.06375E-06,1.29399E-06,1.33398E-06,1.1536E-06,1.03149E-06,1.11108E-06
Amortise opt. 39,1.13455E-06,1.79137E-06,1.38172E-06,1.27744E-06,1.27543E-06,1.04476E-06,1.01298E-06,1.2037E-06,1.26488E-06,1.1257E-06,1.29795E-06,1.35297E-06,1.43044E-06,1.30346E-06,1.04578E-06,1.29849E-06,1.30334E-06,1.14639E-06,1.0416E-06,1.23771E-06
Amortise opt. 40,1.11566E-06,1.84702E-06,1.42098E-06,1.36655E-06,1.35596E-06,1.04875E-06,1.01775E-06,1.17752E-06,1.27429E-06,1.11809E-06,1.28025E-06,1.41516E-06,1.40953E-06,1.47731E-06,1.05915E-06,1.29809E-06,1.30099E-06,1.15324E-06,1.03727E-06,1.28719E-06
Amortise opt. 41,1.10712E-06,1.4409E-06,1.40699E-06,1.34773E-06,1.38164E-06,1.13059E-06,1.0108E-06,1.17863E-06,1.26435E-06,1.19414E-06,1.31204E-06,1.33093E-06,1.39057E-06,1.25216E-06,1.04278E-06,1.41619E-06,1.33682E-06,1.15422E-06,9.83702E-07,1.46908E-06
Amortise opt. 42,1.10616E-06,1.43898E-06,1.07188E-06,1.29317E-06,1.36554E-06,1.18989E-06,1.01964E-06,1.17986E-06,1.25867E-06,1.17583E-06,1.33024E-06,1.32484E-06,1.44042E-06,1.29855E-06,1.04673E-06,1.45935E-06,1.3115E-06,1.15828E-06,9.86348E-07,1.25364E-06
Amortise opt. 43,1.10347E-06,1.79644E-06,1.07605E-06,1.28184E-06,1.35162E-06,1.19241E-06,1.0067E-06,1.20799E-06,1.25122E-06,1.18408E-06,1.17824E-06,1.34105E-06,1.41212E-06,1.46281E-06,1.03381E-06,1.43294E-06,1.35788E-06,1.15953E-06,1.00314E-06,1.29754E-06
Amortise opt. 44,1.10759E-06,1.43431E-06,1.06422E-06,1.3495E-06,1.38058E-06,1.19766E-06,1.00314E-06,1.21678E-06,1.22732E-06,1.17488E-06,1.18417E-06,1.45962E-06,1.3522E-06,1.24526E-06,1.03959E-06,1.41862E-06,1.36637E-06,1.15716E-06,9.77614E-07,1.46447E-06
Amortise opt. 45,1.10307E-06,1.43434E-06,1.06409E-06,1.29765E-06,1.35905E-06,1.18617E-06,1.00575E-06,1.20083E-06,1.22241E-06,1.18614E-06,1.17334E-06,1.17648E-06,1.35856E-06,1.29985E-06,1.04426E-06,1.45987E-06,1.33066E-06,1.144E-06,9.90213E-07,1.24591E-06
Amortise opt. 46,1.10344E-06,1.43994E-06,1.06352E-06,1.34568E-06,1.35294E-06,1.19192E-06,1.00574E-06,1.20066E-06,1.26025E-06,1.20998E-06,1.17556E-06,1.18779E-06,1.32328E-06,1.47758E-06,1.06544E-06,1.43516E-06,1.33469E-06,1.14904E-06,1.00321E-06,1.29028E-06
Amortise opt. 47,1.10839E-06,1.38104E-06,1.06483E-06,1.35167E-06,1.38615E-06,1.19623E-06,1.3106E-06,1.20736E-06,1.46241E-06,1.26547E-06,1.1815E-06,1.16753E-06,1.32049E-06,1.25867E-06,1.3354E-06,1.42043E-06,1.35339E-06,1.14152E-06,1.27782E-06,1.46303E-06
Amortise opt. 48,1.42166E-06,1.38033E-06,1.06203E-06,1.27915E-06,1.36774E-06,1.18975E-06,1.40355E-06,1.17737E-06,1.01819E-06,1.28194E-06,1.16732E-06,1.17473E-06,1.34314E-06,1.31135E-06,1.31694E-06,1.46294E-06,1.34419E-06,1.15715E-06,1.27578E-06,1.25128E-06
Amortise opt. 49,1.35544E-06,1.38337E-06,1.07161E-06,1.27957E-06,1.10332E-06,1.19055E-06,1.25122E-06,1.16749E-06,1.02578E-06,1.25187E-06,1.17916E-06,1.17541E-06,1.3401E-06,1.46802E-06,1.27646E-06,1.43612E-06,1.11267E-06,1.14721E-06,1.26877E-06,1.29716E-06
Amortise opt. 50,1.36187E-06,1.3825E-06,1.0696E-06,1.35136E-06,1.11027E-06,1.19937E-06,1.24275E-06,1.16836E-06,1.01683E-06,1.2541E-06,1.16261E-06,1.16798E-06,1.34381E-06,1.16085E-06,1.28342E-06,1.33577E-06,1.09667E-06,1.33306E-06,1.26545E-06,1.45159E-06
Amortise opt. 51,1.33447E-06,1.00603E-06,1.21373E-06,1.29888E-06,1.11417E-06,1.29937E-06,1.24428E-06,1.17173E-06,1.01343E-06,1.26467E-06,1.15717E-06,1.16793E-06,1.35312E-06,1.17034E-06,1.33857E-06,1.34216E-06,1.10225E-06,1.34299E-06,1.27744E-06,9.89544E-07
Amortise opt. 52,1.36189E-06,9.92528E-07,1.22282E-06,1.11678E-06,1.10002E-06,1.31174E-06,1.24408E-06,1.42383E-06,1.01178E-06,1.25737E-06,1.16088E-06,1.15695E-06,1.3091E-06,1.16048E-06,1.26415E-06,1.30686E-06,1.09222E-06,1.327E-06,1.23781E-06,1.00069E-06
Amortise opt. 53,1.41834E-06,9.87733E-07,1.18424E-06,1.11018E-06,1.10955E-06,1.29374E-06,1.30818E-06,1.40563E-06,1.0178E-06,1.26365E-06,1.15752E-06,1.16502E-06,1.31523E-06,1.16498E-06,1.26511E-06,1.30963E-06,1.1038E-06,1.33078E-06,1.24426E-06,9.84323E-07
Amortise opt. 54,1.23625E-06,9.85435E-07,1.1772E-06,1.10347E-06,1.11452E-06,1.29178E-06,1.36385E-06,1.42289E-06,1.01021E-06,1.28051E-06,1.09278E-06,1.16033E-06,1.3439E-06,1.17142E-06,1.27389E-06,1.32738E-06,1.10417E-06,1.3336E-06,1.27326E-06,9.84296E-07
Amortise opt. 55,1.26992E-06,9.8682E-07,1.20731E-06,1.10055E-06,1.09646E-06,1.29651E-06,1.28993E-06,1.40766E-06,1.0119E-06,1.25598E-06,1.1004E-06,1.26114E-06,1.34439E-06,1.16739E-06,1.25553E-06,1.31795E-06,1.10558E-06,1.30206E-06,1.25406E-06,9.83372E-07
Amortise opt. 56,8.56682E-06,9.8117E-07,1.18541E-06,1.09973E-06,1.10656E-06,1.28755E-06,1.28675E-06,1.43209E-06,1.01175E-06,1.25357E-06,1.07953E-06,1.29604E-06,1.26161E-06,1.1708E-06,1.2524E-06,1.33046E-06,1.09701E-06,1.29897E-06,1.27376E-06,1.0429E-06
Amortise opt. 57,1.15102E-06,9.84086E-07,1.207E-06,1.10529E-06,1.10963E-06,1.28522E-06,1.31101E-06,1.41928E-06,1.0762E-06,1.2652E-06,1.08294E-06,1.27524E-06,1.27875E-06,1.19154E-06,1.26363E-06,1.34821E-06,1.10886E-06,1.29903E-06,1.28429E-06,1.04753E-06
Amortise opt. 58,1.14564E-06,9.83815E-07,1.22167E-06,1.10384E-06,1.098E-06,1.28466E-06,1.28209E-06,1.26803E-06,1.08803E-06,1.2487E-06,1.08509E-06,1.25897E-06,1.45887E-06,1.16349E-06,1.2801E-06,1.31583E-06,1.09614E-06,1.29926E-06,1.26187E-06,1.05138E-06
Amortise opt. 59,1.15308E-06,9.88109E-07,1.18293E-06,1.20774E-06,1.10861E-06,1.28625E-06,1.28356E-06,1.27461E-06,1.06779E-06,1.24657E-06,1.49411E-06,1.29443E-06,1.26096E-06,1.16726E-06,1.05794E-06,1.31562E-06,1.10796E-06,1.08257E-06,1.26238E-06,1.05672E-06
Amortise opt. 60,1.14423E-06,9.80051E-07,1.18128E-06,1.22509E-06,1.11402E-06,1.28568E-06,1.29085E-06,1.26585E-06,1.06427E-06,1.24183E-06,1.50777E-06,1.27846E-06,1.27665E-06,1.16964E-06,1.03938E-06,1.33442E-06,1.14525E-06,1.08939E-06,1.27018E-06,1.04542E-06
Amortise opt. 61,1.14899E-06,9.88894E-07,1.21053E-06,1.20061E-06,1.06628E-06,1.39831E-06,1.45171E-06,1.26598E-06,1.07156E-06,1.21908E-06,1.46375E-06,1.26312E-06,1.45642E-06,1.16664E-06,1.05326E-06,1.32032E-06,1.05631E-06,1.07621E-06,1.23684E-06,1.04682E-06
