Case 08,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 14,1.0318E-06,1.03253E-06,1.03766E-06,1.03585E-06,1.03339E-06,1.03577E-06,1.04767E-06,1.03401E-06,1.04765E-06,1.03301E-06,1.03421E-06,1.04022E-06,1.03569E-06,1.03699E-06,1.03869E-06,1.03534E-06,1.03371E-06,1.03205E-06,1.03892E-06,1.03582E-06
Default setting 15,1.03165E-06,1.03259E-06,1.03809E-06,1.03392E-06,1.03483E-06,1.03438E-06,1.11252E-06,1.03375E-06,1.05114E-06,1.03299E-06,1.03435E-06,1.03574E-06,1.03587E-06,1.03578E-06,1.03635E-06,1.03439E-06,1.03658E-06,1.03195E-06,1.03989E-06,1.03551E-06
Default setting 16,1.03125E-06,1.03231E-06,1.03777E-06,1.03579E-06,1.03397E-06,1.03515E-06,1.11175E-06,1.03369E-06,1.04944E-06,1.03418E-06,1.03543E-06,1.03371E-06,1.0369E-06,1.03801E-06,1.03832E-06,1.03506E-06,1.03616E-06,1.03145E-06,1.03806E-06,1.03834E-06
Default setting 17,1.03239E-06,1.03267E-06,1.03708E-06,1.03415E-06,1.03359E-06,1.03405E-06,1.10205E-06,1.03302E-06,1.04841E-06,1.03304E-06,1.03429E-06,1.03635E-06,1.03446E-06,1.03645E-06,1.03749E-06,1.03304E-06,1.03511E-06,1.03288E-06,1.03671E-06,1.03477E-06
Default setting 18,1.03287E-06,1.03307E-06,1.03633E-06,1.03527E-06,1.03293E-06,1.03448E-06,1.09122E-06,1.03466E-06,1.04964E-06,1.03543E-06,1.03603E-06,1.03503E-06,1.0373E-06,1.03735E-06,1.03571E-06,1.03366E-06,1.03391E-06,1.03124E-06,1.03741E-06,1.03612E-06
Default setting 19,1.03137E-06,1.03242E-06,1.03862E-06,1.03459E-06,1.03367E-06,1.04882E-06,1.09159E-06,1.03517E-06,1.04835E-06,1.03236E-06,1.03357E-06,1.03604E-06,1.0361E-06,1.03852E-06,1.03819E-06,1.03372E-06,1.03493E-06,1.03288E-06,1.03537E-06,1.03697E-06
Default setting 20,1.03208E-06,1.03316E-06,1.03842E-06,1.03407E-06,1.0318E-06,1.04598E-06,1.0919E-06,1.03546E-06,1.03524E-06,1.0337E-06,1.03261E-06,1.03472E-06,1.03759E-06,1.03771E-06,1.03733E-06,1.03349E-06,1.03514E-06,1.03469E-06,1.03584E-06,1.03675E-06
Amortise opt. 01,9.77193E-07,1.04131E-06,9.86248E-07,9.90139E-07,9.89277E-07,9.82485E-07,1.05157E-06,9.80721E-07,1.01904E-06,1.05272E-06,1.02455E-06,9.71258E-07,9.85126E-07,1.02663E-06,5.1957E-06,9.6586E-07,1.03634E-06,1.01025E-06,9.69602E-07,1.02953E-06
Amortise opt. 02,9.84106E-07,9.85913E-07,9.93858E-07,1.00963E-06,9.95002E-07,9.87553E-07,1.05145E-06,9.86808E-07,1.03952E-06,1.01918E-06,9.82668E-07,9.76638E-07,9.9291E-07,9.84074E-07,3.73432E-06,9.7597E-07,9.89379E-07,9.88723E-07,9.73535E-07,3.70663E-06
Amortise opt. 03,9.75919E-07,1.0374E-06,9.8727E-07,9.99446E-07,9.81985E-07,9.80523E-07,1.05386E-06,9.78841E-07,1.03075E-06,1.0506E-06,1.01926E-06,9.67642E-07,1.04454E-06,1.04227E-06,5.28142E-06,9.61128E-07,1.01175E-06,9.71276E-07,9.6667E-07,1.02862E-06
Amortise opt. 04,9.74415E-07,9.84959E-07,1.04945E-06,9.93505E-07,9.80322E-07,9.78425E-07,1.05128E-06,9.80606E-07,5.32601E-06,1.02036E-06,9.86211E-07,9.67644E-07,9.82669E-07,9.86873E-07,3.82493E-06,9.59739E-07,9.91516E-07,9.70489E-07,9.66811E-07,1.02555E-06
Amortise opt. 05,9.75634E-07,9.93007E-07,1.02136E-06,1.00193E-06,9.8132E-07,9.76882E-07,1.05757E-06,9.84909E-07,5.28342E-06,1.02482E-06,9.92365E-07,9.69834E-07,9.87407E-07,1.00319E-06,3.82483E-06,9.65968E-07,1.00434E-06,1.00911E-06,9.64974E-07,1.02843E-06
Amortise opt. 06,1.03756E-06,1.04392E-06,1.03844E-06,9.91207E-07,9.8313E-07,9.7763E-07,1.06314E-06,1.03743E-06,5.14317E-06,1.05471E-06,1.02568E-06,1.00855E-06,9.77636E-07,1.02694E-06,5.22243E-06,9.54928E-07,1.0432E-06,1.00166E-06,9.66219E-07,1.02644E-06
Amortise opt. 07,4.60462E-06,9.76179E-07,1.02155E-06,9.89155E-07,1.03401E-06,9.77432E-07,1.04437E-06,1.03844E-06,5.23862E-06,9.92077E-07,1.01061E-06,1.01307E-06,9.77564E-07,3.62324E-06,3.75423E-06,9.54465E-07,1.0186E-06,9.62866E-07,9.67236E-07,9.75532E-07
Amortise opt. 08,4.69742E-06,9.77343E-07,1.0347E-06,9.92292E-07,1.03655E-06,9.78843E-07,1.05098E-06,1.01059E-06,5.30928E-06,1.00755E-06,1.01963E-06,9.99335E-07,9.82503E-07,5.19352E-06,3.78495E-06,9.60223E-07,1.05681E-06,9.9701E-07,1.0048E-06,9.85382E-07
Amortise opt. 09,1.08181E-06,9.63799E-07,1.04433E-06,9.82905E-07,1.011E-06,9.75821E-07,1.0405E-06,1.01015E-06,9.96713E-07,9.90777E-07,1.00696E-06,9.99604E-07,9.73634E-07,3.70957E-06,3.83604E-06,9.47498E-07,1.01877E-06,1.03197E-06,1.03693E-06,9.72459E-07
Amortise opt. 10,1.03923E-06,9.67306E-07,9.87496E-07,9.79678E-07,1.01637E-06,3.76372E-06,1.04136E-06,1.00894E-06,9.96135E-07,9.90744E-07,1.00956E-06,1.00034E-06,9.73874E-07,1.05736E-06,1.01539E-06,9.47919E-07,1.03338E-06,1.02512E-06,9.83347E-07,9.70593E-07
Amortise opt. 11,1.10437E-06,9.64375E-07,1.00445E-06,9.82286E-07,1.01691E-06,9.79239E-07,1.026E-06,1.00677E-06,9.75457E-07,9.93908E-07,1.01181E-06,1.01765E-06,9.74163E-07,1.00473E-06,1.00917E-06,9.50049E-07,1.01382E-06,9.82901E-07,9.8337E-07,9.7794E-07
Amortise opt. 12,1.10325E-06,1.00551E-06,1.02817E-06,9.73706E-07,9.66454E-07,9.77798E-07,1.02393E-06,1.01114E-06,9.7814E-07,9.79534E-07,9.77924E-07,1.02717E-06,1.02052E-06,1.06432E-06,9.9798E-07,1.04585E-06,1.06153E-06,1.01679E-06,1.00553E-06,9.95193E-07
Amortise opt. 13,1.09857E-06,1.02978E-06,9.85683E-07,9.68544E-07,9.71436E-07,9.73218E-07,1.02425E-06,1.00883E-06,9.79598E-07,9.7814E-07,9.85515E-07,1.04888E-06,1.02086E-06,1.00194E-06,9.98054E-07,1.02421E-06,1.01741E-06,9.81098E-07,9.73297E-07,9.99952E-07
Amortise opt. 14,1.06401E-06,1.01514E-06,9.91308E-07,9.68754E-07,9.65585E-07,9.71644E-07,1.02664E-06,1.04135E-06,9.88869E-07,9.80365E-07,9.77702E-07,9.9182E-07,1.03739E-06,1.0074E-06,9.95816E-07,1.03476E-06,1.00037E-06,9.91389E-07,9.74705E-07,1.00168E-06
Amortise opt. 15,1.06349E-06,9.8976E-07,9.79447E-07,9.68055E-07,9.66817E-07,9.74434E-07,1.05112E-06,9.85749E-07,9.76107E-07,9.80041E-07,9.75579E-07,1.00406E-06,3.73627E-06,1.0239E-06,9.97973E-07,1.02267E-06,1.0365E-06,1.02622E-06,9.71861E-07,9.96392E-07
Amortise opt. 16,1.06486E-06,9.94632E-07,9.80458E-07,9.68832E-07,9.64721E-07,3.77394E-06,1.05749E-06,1.03867E-06,9.80364E-07,9.75038E-07,9.73996E-07,1.01734E-06,3.76E-06,9.79022E-07,9.99483E-07,9.87069E-07,9.99624E-07,9.90581E-07,9.7398E-07,9.93891E-07
Amortise opt. 17,1.0979E-06,9.79614E-07,9.84016E-07,9.6782E-07,9.67571E-07,9.72363E-07,1.04762E-06,9.87165E-07,9.77408E-07,9.7872E-07,9.72945E-07,9.64329E-07,3.72639E-06,9.84375E-07,1.02546E-06,1.04369E-06,9.93187E-07,9.63653E-07,9.72571E-07,9.93114E-07
Amortise opt. 18,1.03404E-06,9.82277E-07,9.78003E-07,9.67834E-07,9.66388E-07,9.79554E-07,1.0493E-06,9.92473E-07,9.83936E-07,1.04253E-06,9.73391E-07,9.70211E-07,3.73244E-06,9.73902E-07,1.04128E-06,9.8667E-07,1.01298E-06,9.80717E-07,5.30701E-06,9.9297E-07
Amortise opt. 19,1.01938E-06,9.84455E-07,9.7626E-07,9.69141E-07,9.71945E-07,9.84085E-07,1.05105E-06,1.04299E-06,9.87403E-07,1.05147E-06,9.76269E-07,9.85425E-07,3.73275E-06,9.7271E-07,1.01562E-06,1.00324E-06,9.79998E-07,9.62444E-07,5.36778E-06,9.92809E-07
Amortise opt. 20,1.04938E-06,1.00228E-06,9.75921E-07,9.86952E-07,9.75897E-07,9.77508E-07,1.09665E-06,9.9793E-07,9.71773E-07,1.07975E-06,1.00286E-06,1.04514E-06,1.03698E-06,9.75075E-07,1.01673E-06,1.02409E-06,9.79832E-07,9.68691E-07,5.15504E-06,9.93655E-07
Amortise opt. 21,9.98942E-07,1.02211E-06,9.76587E-07,9.78431E-07,9.71482E-07,9.84734E-07,7.01834E-06,1.00936E-06,9.797E-07,1.06047E-06,1.01564E-06,1.03947E-06,1.03605E-06,9.73423E-07,1.02635E-06,1.01155E-06,9.85435E-07,9.89082E-07,5.15169E-06,9.94612E-07
Amortise opt. 22,9.97299E-07,1.02314E-06,9.78135E-07,9.80871E-07,9.70751E-07,1.00178E-06,7.19236E-06,9.81779E-07,9.6715E-07,4.45976E-06,1.01182E-06,1.03153E-06,1.02902E-06,9.77553E-07,1.00095E-06,1.01811E-06,9.82565E-07,1.00133E-06,5.16589E-06,1.00352E-06
Amortise opt. 23,1.02956E-06,1.01819E-06,1.01473E-06,9.78663E-07,9.68107E-07,1.05655E-06,6.91595E-06,9.83095E-07,9.67465E-07,4.4447E-06,9.93803E-07,1.02727E-06,1.02895E-06,9.83741E-07,9.93327E-07,9.99441E-07,9.9289E-07,1.00915E-06,5.15694E-06,1.01212E-06
Amortise opt. 24,1.10923E-06,1.01662E-06,1.02299E-06,9.86075E-07,9.67298E-07,1.00668E-06,6.96678E-06,9.95796E-07,9.81057E-07,4.32402E-06,1.00043E-06,1.03092E-06,1.02753E-06,9.87282E-07,1.00151E-06,9.99487E-07,9.79626E-07,9.91447E-07,1.01412E-06,9.84263E-07
Amortise opt. 25,1.1183E-06,1.0037E-06,1.01198E-06,9.9038E-07,9.68232E-07,1.04892E-06,7.10112E-06,9.68796E-07,1.06608E-06,4.34877E-06,9.86865E-07,1.03166E-06,1.02423E-06,1.0557E-06,1.04563E-06,1.00505E-06,9.80679E-07,9.89006E-07,1.01566E-06,9.88402E-07
Amortise opt. 26,1.12324E-06,1.00221E-06,1.01122E-06,9.60337E-07,9.67596E-07,1.0065E-06,1.08577E-06,9.69455E-07,1.01824E-06,4.45537E-06,9.87914E-07,3.57354E-06,1.02406E-06,1.02378E-06,1.03958E-06,9.88068E-07,9.81781E-07,1.00127E-06,9.97921E-07,9.88668E-07
Amortise opt. 27,1.11545E-06,1.00193E-06,1.01658E-06,9.69902E-07,1.03805E-06,1.01425E-06,1.03237E-06,9.84125E-07,1.0307E-06,1.12408E-06,9.90464E-07,3.59171E-06,1.02664E-06,1.05257E-06,1.05942E-06,9.8773E-07,9.85748E-07,1.04383E-06,9.94086E-07,1.02945E-06
Amortise opt. 28,1.11385E-06,1.00117E-06,1.00834E-06,9.85433E-07,1.00413E-06,1.05808E-06,1.01154E-06,9.48537E-07,1.01783E-06,1.09052E-06,9.84466E-07,3.55393E-06,1.02581E-06,1.02396E-06,1.03949E-06,9.98972E-07,9.82294E-07,5.16569E-06,9.96842E-07,1.04014E-06
Amortise opt. 29,1.11286E-06,1.00218E-06,1.00686E-06,1.03566E-06,1.02198E-06,1.01448E-06,1.00764E-06,9.47544E-07,1.02541E-06,1.03728E-06,9.84017E-07,3.55234E-06,9.84673E-07,1.02656E-06,1.03706E-06,1.04862E-06,9.88014E-07,5.24179E-06,9.96742E-07,1.0164E-06
Amortise opt. 30,1.11513E-06,1.00261E-06,1.00753E-06,1.04526E-06,1.00243E-06,1.01654E-06,1.02043E-06,9.68434E-07,1.06451E-06,1.03764E-06,9.83983E-07,3.55527E-06,9.8763E-07,1.0587E-06,1.03941E-06,1.03906E-06,9.73366E-07,5.31807E-06,8.26711E-07,1.0162E-06
Amortise opt. 31,1.11397E-06,1.02308E-06,1.00743E-06,1.01166E-06,9.92841E-07,9.96238E-07,9.93438E-07,9.38016E-07,1.05202E-06,1.0367E-06,1.01141E-06,3.54508E-06,9.78713E-07,1.01221E-06,1.01401E-06,1.04457E-06,9.72458E-07,1.05066E-06,8.33359E-07,1.01675E-06
Amortise opt. 32,1.05973E-06,1.02921E-06,9.81733E-07,1.01045E-06,1.03647E-06,9.9609E-07,1.05575E-06,9.39093E-07,1.06331E-06,1.01137E-06,1.04275E-06,3.55612E-06,9.79565E-07,1.01165E-06,1.01357E-06,1.03851E-06,9.71994E-07,1.04175E-06,8.2311E-07,1.01525E-06
Amortise opt. 33,1.05457E-06,1.01452E-06,9.91485E-07,1.03628E-06,9.95365E-07,1.00623E-06,1.06673E-06,9.46833E-07,1.0464E-06,1.01175E-06,7.71729E-07,3.5539E-06,9.78901E-07,9.96613E-07,1.04004E-06,1.03706E-06,9.71897E-07,1.01852E-06,8.22454E-07,1.01715E-06
Amortise opt. 34,1.03578E-06,1.01376E-06,9.74166E-07,1.00923E-06,1.01797E-06,9.87733E-07,1.04134E-06,9.22873E-07,1.04367E-06,1.01093E-06,7.87891E-07,1.01951E-06,9.94005E-07,9.98878E-07,1.03566E-06,1.03729E-06,9.72075E-07,1.01387E-06,8.25443E-07,1.01702E-06
Amortise opt. 35,1.03689E-06,1.02504E-06,9.77942E-07,1.00324E-06,1.00407E-06,9.90346E-07,1.04348E-06,9.24549E-07,1.03742E-06,1.01695E-06,7.79068E-07,1.00915E-06,1.00308E-06,9.98707E-07,1.0035E-06,1.03461E-06,9.7304E-07,1.00521E-06,8.17914E-07,1.015E-06
Amortise opt. 36,1.03802E-06,1.00944E-06,9.84527E-07,1.00929E-06,9.97509E-07,9.99276E-07,1.0524E-06,9.37637E-07,1.00888E-06,1.0159E-06,1.07896E-06,1.03171E-06,9.87789E-07,1.00279E-06,1.05629E-06,1.03477E-06,1.00869E-06,1.00184E-06,8.17815E-07,1.04274E-06
Amortise opt. 37,4.41609E-06,1.01027E-06,9.73889E-07,9.92981E-07,1.00652E-06,1.02667E-06,1.06946E-06,9.13218E-07,1.01087E-06,1.02755E-06,1.08377E-06,1.00647E-06,9.85944E-07,1.00963E-06,9.94376E-07,1.03599E-06,1.01213E-06,1.00415E-06,8.18346E-07,1.07979E-06
Amortise opt. 38,7.88198E-06,1.01752E-06,9.71287E-07,9.94818E-07,1.03404E-06,1.03727E-06,9.74971E-07,9.15305E-07,1.01175E-06,3.70942E-06,1.0645E-06,1.02877E-06,9.91381E-07,9.949E-07,9.91435E-07,1.0407E-06,1.00195E-06,1.00658E-06,8.18614E-07,7.10566E-06
Amortise opt. 39,4.49412E-06,1.00522E-06,9.73624E-07,9.93637E-07,1.00612E-06,1.0466E-06,9.78116E-07,9.22606E-07,1.00328E-06,1.1599E-06,1.06441E-06,1.01391E-06,1.03673E-06,9.9734E-07,9.90695E-07,1.02229E-06,9.99923E-07,9.8247E-07,5.17329E-06,6.96554E-06
Amortise opt. 40,1.09382E-06,1.00268E-06,9.72374E-07,1.02288E-06,1.00923E-06,1.03537E-06,9.68995E-07,8.96873E-07,1.01071E-06,1.16193E-06,1.08066E-06,9.91821E-07,1.05321E-06,9.97584E-07,9.57207E-07,1.02386E-06,1.00553E-06,9.88699E-07,5.21195E-06,4.44144E-06
Amortise opt. 41,1.07986E-06,1.00271E-06,9.81618E-07,9.75414E-07,1.00161E-06,1.03388E-06,9.72632E-07,8.97812E-07,9.95782E-07,1.11354E-06,1.05975E-06,9.71821E-07,1.02772E-06,5.03571E-06,9.55939E-07,1.0248E-06,9.9072E-07,9.78405E-07,5.14782E-06,4.56656E-06
Amortise opt. 42,1.01625E-06,1.00318E-06,9.9241E-07,1.01164E-06,1.00345E-06,1.0347E-06,9.7024E-07,9.13496E-07,9.96965E-07,1.08895E-06,1.05988E-06,1.0246E-06,1.0546E-06,5.0723E-06,9.60481E-07,1.01443E-06,9.91362E-07,9.7848E-07,5.20333E-06,4.56752E-06
Amortise opt. 43,1.0171E-06,5.14254E-06,9.77237E-07,9.7483E-07,1.00247E-06,1.03483E-06,9.88061E-07,9.10956E-07,1.00185E-06,1.08984E-06,1.06378E-06,9.7087E-07,1.02663E-06,5.01525E-06,9.56118E-07,1.0429E-06,9.9085E-07,9.78023E-07,5.33815E-06,1.03182E-06
Amortise opt. 44,1.03027E-06,5.18798E-06,9.77205E-07,1.03259E-06,1.01007E-06,1.0117E-06,9.89432E-07,9.66924E-07,9.91198E-07,1.08934E-06,1.0438E-06,9.79019E-07,1.03018E-06,5.01601E-06,1.01636E-06,1.01582E-06,1.00512E-06,9.80372E-07,5.21748E-06,1.00763E-06
Amortise opt. 45,9.99514E-07,5.13551E-06,9.76191E-07,1.02221E-06,1.02088E-06,1.03851E-06,1.04422E-06,9.74961E-07,9.95382E-07,1.16505E-06,1.04981E-06,9.91224E-07,1.05525E-06,5.016E-06,1.03104E-06,1.03393E-06,9.82598E-07,9.79995E-07,9.69107E-07,1.02002E-06
Amortise opt. 46,1.00207E-06,5.13592E-06,9.77918E-07,1.02798E-06,1.00359E-06,1.00379E-06,3.5576E-06,9.63001E-07,1.00492E-06,1.17048E-06,1.03681E-06,9.99825E-07,1.03231E-06,8.13554E-07,1.01008E-06,1.02942E-06,9.82866E-07,1.00661E-06,9.74347E-07,1.00929E-06
Amortise opt. 47,1.01402E-06,5.13402E-06,9.79778E-07,5.13296E-06,1.0029E-06,1.00325E-06,3.58309E-06,9.62306E-07,9.80642E-07,1.1485E-06,1.02228E-06,1.01466E-06,1.04429E-06,8.17327E-07,1.01007E-06,9.79912E-07,9.81393E-07,1.02432E-06,9.91704E-07,9.85416E-07
Amortise opt. 48,9.91383E-07,5.13174E-06,5.1392E-06,1.02106E-06,1.00747E-06,1.01083E-06,3.5459E-06,9.6549E-07,9.84988E-07,1.14797E-06,1.02174E-06,9.86314E-07,1.01946E-06,8.10844E-07,1.01785E-06,9.87794E-07,1.0331E-06,1.01837E-06,1.03988E-06,9.90046E-07
Amortise opt. 49,9.89518E-07,5.13305E-06,5.18557E-06,1.01891E-06,9.99483E-07,9.92088E-07,3.54684E-06,9.86255E-07,3.86136E-06,1.07873E-06,1.02213E-06,9.85396E-07,1.01976E-06,8.08439E-07,9.94678E-07,1.00635E-06,1.01681E-06,5.10359E-06,1.03576E-06,9.82034E-07
Amortise opt. 50,9.99357E-07,5.13406E-06,5.13145E-06,1.02225E-06,9.98953E-07,9.93215E-07,3.53224E-06,1.01598E-06,1.03363E-06,1.04525E-06,1.02019E-06,1.00023E-06,1.04704E-06,8.10763E-07,9.94871E-07,1.05057E-06,3.82539E-06,5.12927E-06,1.00627E-06,9.88498E-07
Amortise opt. 51,1.01971E-06,9.82523E-07,5.13735E-06,1.05205E-06,1.00745E-06,1.00465E-06,3.54714E-06,1.03E-06,9.94031E-07,1.02043E-06,1.02207E-06,1.03599E-06,1.03548E-06,8.02153E-07,1.0149E-06,1.04901E-06,3.79587E-06,5.08121E-06,1.00728E-06,1.00767E-06
Amortise opt. 52,9.85114E-07,9.76254E-07,5.13453E-06,9.84758E-07,9.94116E-07,1.0171E-06,3.53687E-06,1.01629E-06,1.06193E-06,1.02214E-06,1.02145E-06,1.00301E-06,1.03541E-06,8.02889E-07,9.89682E-07,1.03947E-06,3.7298E-06,5.08877E-06,1.03899E-06,9.74836E-07
Amortise opt. 53,1.00509E-06,9.67351E-07,1.04766E-06,1.00351E-06,1.00479E-06,9.90591E-07,1.02846E-06,1.02458E-06,9.9107E-07,1.01771E-06,1.11617E-06,1.01129E-06,1.04641E-06,8.02338E-07,9.90577E-07,1.03958E-06,3.72861E-06,5.08371E-06,9.90316E-07,9.82069E-07
Amortise opt. 54,1.09525E-06,9.67055E-07,1.04642E-06,1.00412E-06,1.00788E-06,1.03951E-06,5.13916E-06,1.02629E-06,1.0153E-06,1.02245E-06,1.12897E-06,9.80873E-07,1.0539E-06,3.71686E-06,9.88927E-07,1.03867E-06,3.74189E-06,1.05319E-06,9.91168E-07,9.88943E-07
Amortise opt. 55,1.11174E-06,9.72021E-07,1.03528E-06,9.9213E-07,9.99702E-07,1.0367E-06,1.02315E-06,1.04046E-06,1.02014E-06,1.02113E-06,1.10905E-06,9.82199E-07,9.95929E-07,3.73536E-06,9.90596E-07,1.03859E-06,3.82455E-06,1.01824E-06,1.00626E-06,1.04104E-06
Amortise opt. 56,1.09443E-06,9.57661E-07,1.03439E-06,9.99885E-07,1.00537E-06,1.06401E-06,1.01994E-06,9.62728E-07,3.73488E-06,1.02653E-06,1.10682E-06,9.98295E-07,1.00197E-06,5.27973E-06,9.90638E-07,1.03899E-06,9.98643E-07,1.0383E-06,9.82577E-07,1.05755E-06
Amortise opt. 57,1.11862E-06,9.58595E-07,1.03295E-06,9.82966E-07,9.97504E-07,1.04749E-06,1.02434E-06,9.68937E-07,3.75068E-06,1.04269E-06,1.12024E-06,1.02389E-06,9.93931E-07,1.04329E-06,9.96881E-07,1.03247E-06,1.01683E-06,1.02049E-06,9.81151E-07,1.03857E-06
Amortise opt. 58,1.09454E-06,9.58653E-07,1.03619E-06,9.85146E-07,9.95635E-07,9.98094E-07,1.05333E-06,9.86574E-07,3.72903E-06,1.00856E-06,1.10305E-06,1.00028E-06,9.93319E-07,1.0145E-06,1.00349E-06,1.02313E-06,1.02553E-06,1.02704E-06,9.9254E-07,1.03814E-06
Amortise opt. 59,1.10821E-06,1.00041E-06,1.03394E-06,9.94791E-07,9.94255E-07,9.96915E-07,9.8024E-07,1.03548E-06,3.80317E-06,1.00696E-06,1.10227E-06,1.00983E-06,9.92119E-07,1.03719E-06,9.89366E-07,1.01993E-06,1.01477E-06,1.05135E-06,9.80773E-07,1.0448E-06
Amortise opt. 60,1.13046E-06,1.00722E-06,9.88442E-07,9.81164E-07,9.92941E-07,1.02807E-06,9.85596E-07,1.04698E-06,3.81962E-06,1.02935E-06,1.10891E-06,1.03906E-06,9.93683E-07,1.00082E-06,9.92227E-07,1.02733E-06,1.02062E-06,1.01165E-06,9.80307E-07,1.03096E-06
Amortise opt. 61,1.10548E-06,1.00853E-06,1.05451E-06,9.81716E-07,9.92972E-07,9.97608E-07,9.75459E-07,1.02794E-06,1.054E-06,1.00739E-06,1.08954E-06,3.74181E-06,9.79736E-07,9.9778E-07,9.96902E-07,1.02277E-06,1.0082E-06,1.02048E-06,9.81762E-07,1.03113E-06
