Case 14,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 11,1.49369E-06,1.37248E-06,1.37780E-06,1.37409E-06,1.37427E-06,1.37309E-06,1.37412E-06,1.42202E-06,1.37492E-06,1.38075E-06,1.37383E-06,1.37848E-06,1.37470E-06,1.42191E-06,1.37643E-06,1.40518E-06,1.37217E-06,1.37461E-06,1.38080E-06,1.37856E-06
Default setting 12,1.49772E-06,1.37890E-06,1.37835E-06,1.37532E-06,1.37382E-06,1.37214E-06,1.37438E-06,1.42369E-06,1.37331E-06,1.37901E-06,1.37186E-06,1.37771E-06,1.37755E-06,1.38353E-06,1.37700E-06,1.37862E-06,1.37673E-06,1.37386E-06,1.38186E-06,1.38430E-06
Default setting 13,1.49815E-06,1.37370E-06,1.37107E-06,1.37761E-06,1.37571E-06,1.42422E-06,1.37312E-06,1.42192E-06,1.37852E-06,1.37990E-06,1.37885E-06,1.37841E-06,1.37170E-06,1.37400E-06,1.37369E-06,1.37263E-06,1.37459E-06,1.37299E-06,1.37902E-06,1.37725E-06
Default setting 14,1.49422E-06,1.37321E-06,1.37340E-06,1.37782E-06,1.37441E-06,1.42451E-06,1.37593E-06,1.42438E-06,1.37651E-06,1.38165E-06,1.37529E-06,1.37600E-06,1.37442E-06,1.37558E-06,1.37487E-06,1.37549E-06,1.37729E-06,1.37306E-06,1.37938E-06,1.38024E-06
Default setting 15,1.38202E-06,1.37766E-06,1.37788E-06,1.37767E-06,1.37677E-06,1.42328E-06,1.37711E-06,1.39615E-06,1.37588E-06,1.38173E-06,1.37263E-06,1.37514E-06,1.37325E-06,1.37736E-06,1.42409E-06,1.37220E-06,1.37696E-06,1.37622E-06,1.37802E-06,1.40579E-06
Default setting 16,1.49301E-06,1.37476E-06,1.37282E-06,1.37798E-06,1.37794E-06,1.44635E-06,1.37290E-06,1.37464E-06,1.37454E-06,1.38033E-06,1.37332E-06,1.37300E-06,1.37342E-06,1.37302E-06,1.43023E-06,1.37515E-06,1.37685E-06,1.37852E-06,1.37670E-06,1.40847E-06
Default setting 17,1.49979E-06,1.37605E-06,1.37375E-06,1.37598E-06,1.37597E-06,1.46190E-06,1.37547E-06,1.37430E-06,1.37504E-06,1.38223E-06,1.37887E-06,1.37247E-06,1.37237E-06,1.37535E-06,1.40164E-06,1.37511E-06,1.37972E-06,1.37844E-06,1.37750E-06,1.41045E-06
Default setting 18,1.50363E-06,1.37758E-06,1.37431E-06,1.38146E-06,1.37925E-06,1.45937E-06,1.37202E-06,1.37453E-06,1.37575E-06,1.37930E-06,1.37266E-06,1.37886E-06,1.37179E-06,1.37542E-06,1.37545E-06,1.37231E-06,1.37584E-06,1.37849E-06,1.37630E-06,1.40936E-06
Default setting 19,1.49946E-06,1.37366E-06,1.37477E-06,1.37394E-06,1.37698E-06,1.46004E-06,1.37709E-06,1.37821E-06,1.37301E-06,1.38134E-06,1.37202E-06,1.37832E-06,1.37204E-06,1.37609E-06,1.37563E-06,1.38315E-06,1.37679E-06,1.37778E-06,1.37797E-06,1.41068E-06
Default setting 20,1.48267E-06,1.37468E-06,1.37242E-06,1.37987E-06,1.37563E-06,1.46022E-06,1.37467E-06,1.37629E-06,1.38073E-06,1.37870E-06,1.38026E-06,1.37578E-06,1.37924E-06,1.37690E-06,1.37232E-06,1.37506E-06,1.37356E-06,1.37522E-06,1.37756E-06,1.40919E-06
Amortise opt. 01,1.42899E-06,1.36354E-06,1.38998E-06,1.34491E-06,1.41686E-06,1.45920E-06,1.36193E-06,1.39233E-06,1.42886E-06,1.36849E-06,1.37722E-06,1.36339E-06,1.37198E-06,1.34931E-06,1.37476E-06,1.35266E-06,1.36582E-06,1.37175E-06,1.34999E-06,1.35190E-06
Amortise opt. 02,1.31697E-06,1.37058E-06,1.39099E-06,1.35460E-06,1.47841E-06,1.42362E-06,1.37404E-06,1.41523E-06,1.47692E-06,1.35840E-06,1.39732E-06,1.37164E-06,1.39034E-06,1.34651E-06,1.32401E-06,1.35298E-06,1.36540E-06,1.39114E-06,1.36774E-06,1.37026E-06
Amortise opt. 03,1.42081E-06,1.37966E-06,1.36397E-06,1.33726E-06,1.37486E-06,1.44664E-06,1.37289E-06,1.43972E-06,1.45288E-06,1.39138E-06,1.39292E-06,1.38439E-06,1.32639E-06,1.36030E-06,1.35679E-06,1.31576E-06,1.36635E-06,1.36520E-06,1.38363E-06,1.35257E-06
Amortise opt. 04,1.31901E-06,1.57494E-06,1.35930E-06,1.33482E-06,1.37005E-06,1.38800E-06,1.34830E-06,1.42937E-06,1.42160E-06,1.35745E-06,1.33620E-06,1.36475E-06,1.31849E-06,1.35020E-06,1.31950E-06,1.31886E-06,1.36070E-06,1.36379E-06,1.32268E-06,1.36661E-06
Amortise opt. 05,1.32706E-06,1.30870E-06,1.38763E-06,1.34494E-06,1.48691E-06,1.44582E-06,1.34614E-06,1.40905E-06,1.42462E-06,1.37323E-06,1.35171E-06,1.38174E-06,1.36938E-06,1.38020E-06,1.36407E-06,1.32478E-06,1.36245E-06,1.36470E-06,1.32620E-06,1.32681E-06
Amortise opt. 06,1.31068E-06,1.57474E-06,1.35918E-06,1.32450E-06,1.36873E-06,1.42710E-06,1.36375E-06,1.41330E-06,1.41578E-06,1.36318E-06,1.33334E-06,1.38503E-06,1.36157E-06,1.35088E-06,1.37084E-06,1.32701E-06,1.36295E-06,1.37754E-06,1.31625E-06,1.34963E-06
Amortise opt. 07,1.30603E-06,1.30851E-06,1.36007E-06,1.32173E-06,1.36678E-06,1.42385E-06,1.34737E-06,1.41170E-06,1.38464E-06,1.39062E-06,1.33374E-06,1.35435E-06,1.36112E-06,1.37604E-06,1.38594E-06,1.33398E-06,1.44305E-06,1.34641E-06,1.31543E-06,1.35965E-06
Amortise opt. 08,1.31840E-06,1.31162E-06,1.35944E-06,1.33499E-06,1.36941E-06,1.45331E-06,1.38049E-06,1.36860E-06,1.39554E-06,1.36143E-06,4.10517E-06,1.36127E-06,1.36036E-06,1.38591E-06,1.36247E-06,1.37765E-06,1.44780E-06,1.33928E-06,1.32302E-06,1.38234E-06
Amortise opt. 09,1.42594E-06,1.58316E-06,1.39174E-06,1.32014E-06,1.36369E-06,1.44420E-06,1.35107E-06,1.42921E-06,1.38292E-06,1.37582E-06,4.19554E-06,1.37042E-06,1.35939E-06,1.41975E-06,1.38370E-06,1.38598E-06,1.44333E-06,1.37506E-06,1.31050E-06,1.39866E-06
Amortise opt. 10,1.37051E-06,1.38366E-06,1.41755E-06,1.32148E-06,1.36224E-06,1.38708E-06,1.35542E-06,1.37373E-06,1.38603E-06,1.35969E-06,1.38130E-06,1.35018E-06,1.36190E-06,1.40486E-06,1.35853E-06,1.33485E-06,1.34216E-06,1.34291E-06,1.31069E-06,1.60234E-06
Amortise opt. 11,1.38796E-06,1.36692E-06,1.46043E-06,1.32428E-06,1.37413E-06,1.34513E-06,1.36509E-06,1.35395E-06,1.39554E-06,1.35957E-06,1.36648E-06,1.34393E-06,1.35982E-06,1.39422E-06,1.36331E-06,1.33001E-06,1.33676E-06,1.38706E-06,1.33066E-06,1.60961E-06
Amortise opt. 12,1.34777E-06,1.36429E-06,1.45319E-06,1.31436E-06,1.35312E-06,1.33006E-06,1.38309E-06,1.41377E-06,1.40580E-06,1.39020E-06,4.10324E-06,1.33359E-06,1.36457E-06,1.40823E-06,1.38632E-06,1.37089E-06,1.38458E-06,1.35127E-06,1.32669E-06,1.56715E-06
Amortise opt. 13,1.34579E-06,1.36346E-06,1.41124E-06,1.31282E-06,1.36900E-06,1.33361E-06,1.34025E-06,1.35114E-06,1.39543E-06,1.35506E-06,1.36921E-06,1.33275E-06,1.36188E-06,1.41088E-06,1.37533E-06,1.38064E-06,1.33824E-06,1.29568E-06,1.32115E-06,1.56233E-06
Amortise opt. 14,1.37530E-06,1.37948E-06,1.43490E-06,1.32260E-06,1.34733E-06,1.34878E-06,1.36309E-06,1.37735E-06,1.39454E-06,1.36971E-06,1.33052E-06,1.34769E-06,1.35876E-06,1.44991E-06,1.36733E-06,1.38356E-06,1.37652E-06,1.31390E-06,1.32672E-06,1.37269E-06
Amortise opt. 15,1.37199E-06,1.37335E-06,1.45522E-06,1.30535E-06,1.38308E-06,1.32988E-06,1.34762E-06,1.37107E-06,1.41068E-06,1.35971E-06,1.34760E-06,1.30174E-06,1.36217E-06,1.44024E-06,1.38496E-06,1.37459E-06,1.34251E-06,1.56236E-06,4.18097E-06,1.39015E-06
Amortise opt. 16,1.38159E-06,1.54291E-06,1.43039E-06,1.29985E-06,1.41054E-06,1.38218E-06,1.38587E-06,1.40510E-06,1.43450E-06,1.35549E-06,1.34303E-06,1.30501E-06,1.36366E-06,1.40936E-06,1.36666E-06,1.37016E-06,1.38273E-06,1.36043E-06,4.33767E-06,1.35534E-06
Amortise opt. 17,1.34975E-06,1.55284E-06,1.45332E-06,1.31157E-06,1.35925E-06,1.38129E-06,1.38694E-06,1.39511E-06,1.40803E-06,1.35714E-06,1.37137E-06,1.33304E-06,1.33759E-06,1.42396E-06,1.37113E-06,1.37104E-06,1.36198E-06,1.36234E-06,4.15328E-06,1.35640E-06
Amortise opt. 18,1.34219E-06,1.53729E-06,1.41197E-06,1.57342E-06,1.37217E-06,1.37385E-06,1.37216E-06,1.36769E-06,1.40619E-06,1.37056E-06,1.37454E-06,1.35618E-06,1.35741E-06,1.43215E-06,1.37529E-06,1.38513E-06,1.37077E-06,1.38426E-06,4.24271E-06,1.37188E-06
Amortise opt. 19,1.34329E-06,1.53670E-06,1.42029E-06,1.39441E-06,1.36525E-06,1.32048E-06,1.37153E-06,1.34414E-06,3.72085E-06,1.36817E-06,1.36787E-06,1.39183E-06,1.33763E-06,1.43364E-06,1.34481E-06,1.36935E-06,1.36332E-06,1.36169E-06,1.39092E-06,1.35411E-06
Amortise opt. 20,1.38233E-06,1.54497E-06,1.43182E-06,1.36082E-06,1.36587E-06,1.33097E-06,1.38846E-06,1.33774E-06,3.36767E-06,1.36870E-06,1.36309E-06,1.37713E-06,1.38703E-06,1.41014E-06,1.35127E-06,1.37113E-06,1.36711E-06,1.36774E-06,1.37009E-06,1.35351E-06
Amortise opt. 21,1.38134E-06,1.51615E-06,1.42409E-06,1.38933E-06,1.38724E-06,1.31218E-06,1.34475E-06,1.35071E-06,3.16762E-06,1.38076E-06,1.36709E-06,1.35466E-06,1.36248E-06,1.43954E-06,1.38764E-06,1.37675E-06,1.38246E-06,1.36464E-06,1.34603E-06,1.36067E-06
Amortise opt. 22,1.62454E-06,1.51607E-06,1.40410E-06,1.35931E-06,1.33348E-06,1.31181E-06,1.34206E-06,1.33756E-06,3.16527E-06,1.36943E-06,1.37709E-06,1.35006E-06,1.33581E-06,1.40900E-06,1.52327E-06,1.35901E-06,1.33505E-06,1.56360E-06,1.34617E-06,1.36392E-06
Amortise opt. 23,1.63292E-06,1.53402E-06,1.42308E-06,1.38291E-06,1.32780E-06,1.31912E-06,1.37127E-06,1.33904E-06,1.35952E-06,1.34383E-06,1.36580E-06,1.39243E-06,1.34232E-06,1.44334E-06,1.53307E-06,1.35687E-06,1.39804E-06,1.29718E-06,1.35152E-06,1.37302E-06
Amortise opt. 24,1.62131E-06,1.37238E-06,1.41717E-06,1.39209E-06,1.34793E-06,1.31205E-06,1.36449E-06,1.35132E-06,1.35334E-06,1.34826E-06,1.36170E-06,1.35123E-06,1.33197E-06,1.43195E-06,1.52079E-06,1.37242E-06,1.45641E-06,1.55494E-06,1.33901E-06,1.36343E-06
Amortise opt. 25,1.62140E-06,1.36743E-06,1.41956E-06,1.31876E-06,1.38323E-06,1.38775E-06,1.36771E-06,1.35351E-06,1.34579E-06,1.39188E-06,1.37749E-06,1.36397E-06,1.33235E-06,1.36992E-06,1.51647E-06,1.38820E-06,1.47523E-06,1.29614E-06,1.33855E-06,1.38600E-06
Amortise opt. 26,1.62468E-06,1.36723E-06,1.41660E-06,1.33319E-06,1.37775E-06,1.38629E-06,1.39189E-06,1.34886E-06,1.34523E-06,1.40098E-06,1.35846E-06,1.32538E-06,1.33482E-06,1.37257E-06,1.36457E-06,1.37355E-06,1.47792E-06,1.30971E-06,1.34695E-06,1.36189E-06
Amortise opt. 27,1.61740E-06,1.32805E-06,1.41467E-06,1.32338E-06,1.36058E-06,1.36118E-06,1.36680E-06,1.39207E-06,1.34589E-06,1.44551E-06,1.38931E-06,1.35052E-06,1.32902E-06,1.35313E-06,1.37223E-06,1.36132E-06,1.41591E-06,1.56458E-06,1.33256E-06,1.38839E-06
Amortise opt. 28,1.61614E-06,1.39287E-06,1.42946E-06,1.42121E-06,1.38827E-06,1.36222E-06,1.36801E-06,1.34596E-06,1.36682E-06,1.43822E-06,1.36010E-06,1.32124E-06,1.32953E-06,1.35314E-06,1.35884E-06,1.34529E-06,1.41701E-06,1.29760E-06,1.33032E-06,1.37296E-06
Amortise opt. 29,1.33448E-06,1.33016E-06,1.45183E-06,1.38933E-06,1.36203E-06,1.38827E-06,1.36233E-06,1.38664E-06,1.34531E-06,1.36560E-06,1.38465E-06,1.33586E-06,1.33929E-06,1.36581E-06,1.36275E-06,1.34412E-06,1.41808E-06,1.30372E-06,1.33632E-06,1.32164E-06
Amortise opt. 30,1.32583E-06,1.34396E-06,1.44372E-06,1.42172E-06,1.38791E-06,1.36728E-06,1.37427E-06,1.35097E-06,1.38789E-06,1.40005E-06,1.37170E-06,1.35834E-06,1.33889E-06,1.34748E-06,1.36647E-06,1.37179E-06,1.39500E-06,1.56039E-06,1.33081E-06,1.31390E-06
Amortise opt. 31,1.32673E-06,1.36750E-06,1.46151E-06,1.37145E-06,1.38187E-06,1.36745E-06,1.36729E-06,1.34492E-06,1.33273E-06,1.36569E-06,1.35673E-06,1.36156E-06,1.32911E-06,1.35360E-06,1.36061E-06,1.35985E-06,1.37003E-06,1.37154E-06,1.36994E-06,1.35688E-06
Amortise opt. 32,1.33114E-06,1.38998E-06,1.45032E-06,1.36976E-06,1.38821E-06,1.36499E-06,1.39295E-06,1.39549E-06,1.33017E-06,1.47212E-06,1.35850E-06,1.37326E-06,1.33297E-06,1.38235E-06,1.36182E-06,1.36048E-06,1.38696E-06,1.37789E-06,1.39075E-06,1.34371E-06
Amortise opt. 33,1.32984E-06,1.38856E-06,1.44245E-06,1.41035E-06,1.38310E-06,1.37823E-06,1.37403E-06,1.34724E-06,1.34852E-06,1.45377E-06,1.38528E-06,1.35983E-06,1.34082E-06,1.37539E-06,1.35983E-06,1.34449E-06,1.36567E-06,1.35966E-06,1.36720E-06,1.35889E-06
Amortise opt. 34,1.33622E-06,1.33742E-06,1.40548E-06,1.39586E-06,1.36505E-06,1.36489E-06,1.38305E-06,1.34059E-06,1.38789E-06,1.35992E-06,1.36138E-06,1.36301E-06,1.33131E-06,1.50993E-06,1.38828E-06,1.34823E-06,1.36772E-06,1.36264E-06,1.36722E-06,1.35326E-06
Amortise opt. 35,1.32726E-06,1.33937E-06,1.43323E-06,1.41279E-06,1.36687E-06,1.36823E-06,1.36651E-06,1.35465E-06,1.34595E-06,1.36760E-06,1.37795E-06,1.35990E-06,1.32724E-06,1.51681E-06,1.36519E-06,1.34242E-06,1.36370E-06,1.37318E-06,1.36991E-06,1.40092E-06
Amortise opt. 36,1.33218E-06,1.39138E-06,1.38638E-06,1.37390E-06,1.38596E-06,1.36948E-06,1.38726E-06,1.37584E-06,1.35419E-06,1.34231E-06,1.38168E-06,1.37208E-06,1.37671E-06,1.49910E-06,1.37248E-06,1.38851E-06,1.36846E-06,1.35962E-06,1.36896E-06,1.41961E-06
Amortise opt. 37,1.32898E-06,1.36349E-06,1.38686E-06,1.37665E-06,1.36753E-06,1.36156E-06,1.36800E-06,1.37569E-06,1.38974E-06,1.34288E-06,1.36655E-06,1.36027E-06,1.37842E-06,1.47134E-06,1.38497E-06,1.36086E-06,1.36506E-06,1.36108E-06,1.36142E-06,1.37492E-06
Amortise opt. 38,1.34420E-06,1.34601E-06,1.41206E-06,1.39980E-06,1.38504E-06,1.36200E-06,1.38845E-06,1.36778E-06,1.35212E-06,1.35908E-06,1.36305E-06,1.37107E-06,1.37312E-06,1.45582E-06,1.36344E-06,1.42088E-06,1.38399E-06,1.36236E-06,1.39119E-06,1.35517E-06
Amortise opt. 39,1.35564E-06,1.35194E-06,1.40974E-06,1.41083E-06,1.36074E-06,1.35691E-06,1.38478E-06,1.37549E-06,1.35397E-06,1.65881E-06,1.37441E-06,1.35990E-06,1.36730E-06,1.43102E-06,1.36109E-06,1.42877E-06,1.36425E-06,1.36725E-06,1.36680E-06,1.36982E-06
Amortise opt. 40,1.33384E-06,1.36489E-06,1.41526E-06,1.39734E-06,1.36636E-06,1.35543E-06,1.38386E-06,1.36969E-06,1.36646E-06,1.44065E-06,1.38823E-06,1.36114E-06,3.27136E-06,1.42914E-06,1.37373E-06,1.41659E-06,1.36200E-06,1.36630E-06,1.35387E-06,1.35809E-06
Amortise opt. 41,1.33834E-06,1.33044E-06,1.42178E-06,1.35875E-06,1.36319E-06,1.36428E-06,1.35882E-06,1.38405E-06,1.56566E-06,1.43410E-06,1.38500E-06,1.36398E-06,3.29990E-06,1.42676E-06,1.36630E-06,1.41733E-06,1.36872E-06,1.37660E-06,1.36435E-06,1.38602E-06
Amortise opt. 42,1.34711E-06,1.34840E-06,1.44561E-06,1.38470E-06,1.36910E-06,1.34357E-06,1.37547E-06,1.37748E-06,1.29847E-06,1.43867E-06,1.36546E-06,1.37300E-06,4.32904E-06,1.44462E-06,1.36396E-06,1.37752E-06,1.37219E-06,1.36556E-06,1.34502E-06,1.33589E-06
Amortise opt. 43,1.31554E-06,1.36927E-06,1.41328E-06,1.36712E-06,1.38620E-06,1.34799E-06,1.35980E-06,1.35596E-06,1.54714E-06,1.43259E-06,1.36579E-06,1.39153E-06,1.39372E-06,1.38983E-06,1.35016E-06,1.38658E-06,1.54643E-06,1.36660E-06,1.34291E-06,1.36356E-06
Amortise opt. 44,1.32520E-06,1.33950E-06,1.41224E-06,1.37512E-06,1.37905E-06,1.35989E-06,1.36919E-06,1.36155E-06,1.29311E-06,1.40959E-06,1.36413E-06,1.37666E-06,1.37952E-06,1.38956E-06,1.32693E-06,1.36700E-06,1.55557E-06,1.36834E-06,1.35067E-06,1.34111E-06
Amortise opt. 45,1.33780E-06,1.36830E-06,1.42481E-06,1.38123E-06,1.35135E-06,1.36966E-06,1.38536E-06,1.34884E-06,1.30531E-06,1.43627E-06,1.36702E-06,1.36270E-06,1.36761E-06,1.36692E-06,1.32759E-06,1.35860E-06,1.54019E-06,1.39244E-06,1.33920E-06,1.38113E-06
Amortise opt. 46,1.31216E-06,1.32695E-06,1.41291E-06,1.38587E-06,1.36617E-06,1.36093E-06,1.35408E-06,1.34551E-06,1.56474E-06,1.41280E-06,1.38591E-06,1.36030E-06,1.34244E-06,1.36567E-06,1.36674E-06,1.37995E-06,1.55693E-06,1.36776E-06,1.34029E-06,1.38462E-06
Amortise opt. 47,1.31202E-06,1.33237E-06,1.44596E-06,1.38209E-06,1.35175E-06,1.36205E-06,1.36966E-06,1.35536E-06,1.38680E-06,1.44703E-06,1.36617E-06,1.38790E-06,1.35168E-06,1.37019E-06,1.33636E-06,1.34536E-06,1.58249E-06,1.38803E-06,1.32965E-06,1.36425E-06
Amortise opt. 48,1.32409E-06,1.34117E-06,1.37808E-06,1.38658E-06,1.36132E-06,1.36346E-06,1.35428E-06,1.35657E-06,1.34418E-06,1.43392E-06,1.36255E-06,1.37836E-06,1.38709E-06,1.39014E-06,1.38286E-06,1.34434E-06,1.57425E-06,1.36468E-06,1.33545E-06,1.39374E-06
Amortise opt. 49,1.30501E-06,1.35423E-06,1.41844E-06,1.38781E-06,1.37429E-06,1.34261E-06,1.33394E-06,1.33888E-06,1.36665E-06,1.37021E-06,1.38493E-06,1.37525E-06,1.37352E-06,1.36389E-06,1.34556E-06,1.36427E-06,1.43411E-06,1.36205E-06,1.33063E-06,1.37494E-06
Amortise opt. 50,1.30495E-06,1.35937E-06,1.40889E-06,1.36367E-06,1.39103E-06,1.34462E-06,1.37708E-06,1.33187E-06,1.34869E-06,1.38449E-06,1.36496E-06,1.34467E-06,1.40042E-06,1.36342E-06,1.37912E-06,1.38676E-06,1.44295E-06,1.36774E-06,1.30175E-06,1.34109E-06
Amortise opt. 51,1.31087E-06,1.38893E-06,1.43104E-06,1.44966E-06,1.39544E-06,1.34614E-06,1.34452E-06,1.37453E-06,1.36055E-06,1.33868E-06,1.35693E-06,1.34513E-06,1.57963E-06,1.37152E-06,1.34959E-06,1.33240E-06,1.42849E-06,1.37632E-06,1.30883E-06,1.36771E-06
Amortise opt. 52,1.55737E-06,1.36854E-06,1.40968E-06,1.41508E-06,1.39346E-06,1.35324E-06,1.34472E-06,1.32922E-06,1.38455E-06,1.34659E-06,1.36608E-06,1.34418E-06,1.38578E-06,1.42922E-06,1.36852E-06,1.38024E-06,1.41315E-06,1.36772E-06,1.55949E-06,1.35028E-06
Amortise opt. 53,1.39533E-06,1.35717E-06,1.44972E-06,1.42390E-06,1.31775E-06,1.38126E-06,1.36269E-06,1.34664E-06,1.35867E-06,1.37616E-06,1.36183E-06,1.36462E-06,1.36707E-06,1.37858E-06,1.38668E-06,1.38378E-06,1.39840E-06,1.29681E-06,1.38933E-06,1.41723E-06
Amortise opt. 54,1.38193E-06,1.35645E-06,1.41447E-06,1.44680E-06,1.35429E-06,1.36027E-06,1.32170E-06,1.33747E-06,1.38886E-06,1.41925E-06,1.34320E-06,1.37606E-06,1.36808E-06,1.40920E-06,1.34732E-06,1.57321E-06,1.40401E-06,1.34984E-06,1.38679E-06,1.44617E-06
Amortise opt. 55,1.36278E-06,1.36933E-06,1.44875E-06,1.41904E-06,1.39040E-06,1.37631E-06,1.32221E-06,1.37329E-06,1.40157E-06,1.43972E-06,1.36406E-06,1.34551E-06,1.37496E-06,1.44738E-06,1.38767E-06,1.30976E-06,1.43357E-06,1.29700E-06,1.33358E-06,1.40686E-06
Amortise opt. 56,1.36348E-06,1.36093E-06,1.44325E-06,1.43023E-06,1.36839E-06,1.38720E-06,1.34139E-06,1.37873E-06,1.37694E-06,1.44686E-06,1.34582E-06,1.36133E-06,1.36858E-06,1.40408E-06,1.37996E-06,1.56159E-06,1.44040E-06,1.31509E-06,1.33385E-06,1.40526E-06
Amortise opt. 57,1.38715E-06,1.35083E-06,1.43783E-06,1.46323E-06,1.33889E-06,1.36519E-06,1.35708E-06,1.36293E-06,1.38687E-06,1.39945E-06,1.38809E-06,1.32985E-06,1.34785E-06,1.41055E-06,1.36673E-06,1.30661E-06,1.42774E-06,1.36290E-06,1.39057E-06,1.41375E-06
Amortise opt. 58,1.35608E-06,1.35734E-06,1.44036E-06,1.66067E-06,1.34323E-06,1.36563E-06,1.32679E-06,1.36578E-06,1.42066E-06,1.39666E-06,1.35525E-06,1.33100E-06,1.37138E-06,1.41255E-06,1.56184E-06,1.32268E-06,1.42688E-06,1.35997E-06,1.34806E-06,1.40655E-06
Amortise opt. 59,1.35515E-06,1.35299E-06,1.45146E-06,1.38371E-06,1.33978E-06,1.37653E-06,1.34441E-06,1.36882E-06,1.39793E-06,1.43230E-06,1.36119E-06,1.34924E-06,1.34755E-06,1.41044E-06,1.35360E-06,1.57467E-06,1.43002E-06,1.39352E-06,1.36047E-06,1.44916E-06
Amortise opt. 60,1.36726E-06,1.35753E-06,1.41650E-06,1.44830E-06,1.36837E-06,1.35695E-06,1.32189E-06,1.38726E-06,1.38404E-06,1.37803E-06,1.35594E-06,1.31647E-06,1.38304E-06,1.41606E-06,1.35860E-06,1.38234E-06,1.38565E-06,1.38847E-06,1.30090E-06,1.40880E-06
Amortise opt. 61,1.37410E-06,1.35661E-06,1.36107E-06,1.36264E-06,1.36464E-06,1.35468E-06,1.32327E-06,1.35418E-06,1.35523E-06,1.35567E-06,1.36082E-06,1.31830E-06,1.37179E-06,1.41468E-06,1.36654E-06,1.38412E-06,1.38998E-06,1.40073E-06,1.34785E-06,1.44490E-06
