Case 16,Test 01,Test 02,Test 03,Test 04,Test 05,Test 06,Test 07,Test 08,Test 09,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20
Default setting 14,1.31077E-06,1.30596E-06,1.31029E-06,1.37662E-06,1.34218E-06,1.34543E-06,1.31577E-06,1.31658E-06,1.31974E-06,1.30807E-06,1.30426E-06,1.32656E-06,1.31416E-06,1.31081E-06,1.31186E-06,1.31356E-06,1.30756E-06,1.30972E-06,1.30991E-06,1.37020E-06
Default setting 15,1.31121E-06,1.31822E-06,1.31130E-06,1.37358E-06,1.34621E-06,1.34629E-06,1.31374E-06,1.31331E-06,1.31559E-06,1.30747E-06,1.31157E-06,1.34741E-06,1.30709E-06,1.31054E-06,1.31844E-06,1.31348E-06,1.30593E-06,1.31033E-06,1.30603E-06,1.37208E-06
Default setting 16,1.30331E-06,1.31364E-06,1.37142E-06,1.37409E-06,1.34650E-06,1.34801E-06,1.31326E-06,1.33984E-06,1.31750E-06,1.30071E-06,1.31130E-06,1.33996E-06,1.31743E-06,1.30993E-06,1.31217E-06,1.31169E-06,1.30751E-06,1.31553E-06,1.30348E-06,1.36857E-06
Default setting 17,1.31323E-06,1.31216E-06,1.36797E-06,1.37711E-06,1.34662E-06,1.34732E-06,1.31244E-06,1.34483E-06,1.31749E-06,1.30954E-06,1.31104E-06,1.33834E-06,1.31389E-06,1.31246E-06,1.31188E-06,1.30812E-06,1.31241E-06,1.31294E-06,1.30359E-06,1.37006E-06
Default setting 18,1.30892E-06,1.31543E-06,1.36871E-06,1.37675E-06,1.34917E-06,1.33724E-06,1.31302E-06,1.34085E-06,1.30840E-06,1.31290E-06,1.30891E-06,1.35031E-06,1.31308E-06,1.30409E-06,1.31631E-06,1.31179E-06,1.31093E-06,1.31379E-06,1.36923E-06,1.37143E-06
Default setting 19,1.30895E-06,1.31066E-06,1.36754E-06,1.37507E-06,1.34810E-06,1.31907E-06,1.30443E-06,1.34309E-06,1.32042E-06,1.31004E-06,1.30852E-06,1.34240E-06,1.37310E-06,1.31254E-06,1.31882E-06,1.31313E-06,1.30968E-06,1.30455E-06,1.38690E-06,1.36938E-06
Default setting 20,1.30929E-06,1.31471E-06,1.36911E-06,1.32619E-06,1.34830E-06,1.31892E-06,1.31770E-06,1.34631E-06,1.31613E-06,1.30933E-06,1.30919E-06,1.33227E-06,1.33489E-06,1.30938E-06,1.31806E-06,1.30870E-06,1.30552E-06,1.31740E-06,1.39787E-06,1.37230E-06
Amortise opt. 01,1.32167E-06,1.31323E-06,1.34041E-06,1.23007E-06,1.32772E-06,1.15147E-06,1.28124E-06,1.27774E-06,1.28258E-06,1.31495E-06,1.30406E-06,1.34977E-06,1.29075E-06,1.30380E-06,1.30750E-06,1.27552E-06,1.26722E-06,1.31244E-06,1.30627E-06,1.35018E-06
Amortise opt. 02,1.30034E-06,1.27188E-06,1.35969E-06,1.25281E-06,1.31668E-06,1.16035E-06,1.30090E-06,1.29119E-06,1.30091E-06,1.29541E-06,1.27522E-06,1.34500E-06,1.29908E-06,1.28445E-06,1.29305E-06,1.28163E-06,1.28542E-06,1.22207E-06,1.32365E-06,1.34768E-06
Amortise opt. 03,1.29867E-06,1.26124E-06,1.31618E-06,1.24423E-06,1.31008E-06,1.14633E-06,1.30113E-06,1.28557E-06,1.29314E-06,1.26847E-06,1.31561E-06,1.33500E-06,1.28465E-06,1.35018E-06,1.28037E-06,1.30675E-06,1.25059E-06,1.29829E-06,1.32740E-06,1.36295E-06
Amortise opt. 04,1.29785E-06,1.25903E-06,1.31194E-06,1.35121E-06,1.29251E-06,1.14587E-06,1.30724E-06,1.27472E-06,1.32146E-06,1.26202E-06,1.31209E-06,1.32842E-06,1.29313E-06,1.34348E-06,1.27997E-06,1.30024E-06,1.25330E-06,1.22179E-06,1.30296E-06,1.34756E-06
Amortise opt. 05,1.31935E-06,1.31444E-06,1.34017E-06,1.31386E-06,1.29878E-06,1.15338E-06,1.31212E-06,1.28688E-06,1.33469E-06,1.31325E-06,1.30927E-06,1.32399E-06,1.27941E-06,1.35341E-06,1.30698E-06,1.30469E-06,1.26609E-06,1.24451E-06,1.28702E-06,1.34726E-06
Amortise opt. 06,1.32092E-06,1.27369E-06,1.34762E-06,1.30809E-06,1.26951E-06,1.13794E-06,1.31219E-06,1.33285E-06,1.35824E-06,1.25179E-06,1.33012E-06,1.29781E-06,1.26853E-06,1.35407E-06,1.31565E-06,1.29106E-06,1.29643E-06,1.31910E-06,1.38153E-06,1.35419E-06
Amortise opt. 07,1.29510E-06,1.31006E-06,1.34762E-06,1.30983E-06,1.26915E-06,1.13804E-06,1.29235E-06,1.31676E-06,1.35669E-06,1.25119E-06,1.30509E-06,1.29477E-06,1.27442E-06,1.38060E-06,1.28944E-06,1.29933E-06,1.12606E-06,1.25556E-06,1.32124E-06,1.34792E-06
Amortise opt. 08,1.29060E-06,1.30523E-06,1.34971E-06,1.31796E-06,1.28536E-06,1.29664E-06,1.29982E-06,1.29541E-06,1.27503E-06,1.26360E-06,1.32788E-06,1.32948E-06,1.28774E-06,1.31911E-06,1.27498E-06,1.29906E-06,1.13032E-06,1.26420E-06,1.38155E-06,1.35384E-06
Amortise opt. 09,1.28962E-06,1.31022E-06,1.32925E-06,1.28179E-06,1.31676E-06,1.30766E-06,1.29712E-06,1.28978E-06,1.34643E-06,1.32760E-06,1.28588E-06,1.31162E-06,1.29577E-06,1.34333E-06,1.29655E-06,1.29840E-06,1.12143E-06,1.27817E-06,1.33627E-06,1.35204E-06
Amortise opt. 10,1.29793E-06,1.30284E-06,1.32864E-06,1.28079E-06,1.31476E-06,1.28347E-06,1.29047E-06,1.29757E-06,1.27395E-06,1.32382E-06,1.28589E-06,1.30393E-06,1.26539E-06,1.31606E-06,1.28204E-06,1.30667E-06,1.12367E-06,1.15335E-06,1.34856E-06,1.37193E-06
Amortise opt. 11,1.29154E-06,1.36350E-06,1.34848E-06,1.31515E-06,1.25530E-06,1.28419E-06,1.28698E-06,1.31587E-06,1.23832E-06,1.35039E-06,1.28685E-06,1.29552E-06,1.27952E-06,1.36078E-06,1.27744E-06,1.29693E-06,1.12739E-06,1.15825E-06,1.34587E-06,1.35093E-06
Amortise opt. 12,1.32011E-06,1.36711E-06,1.31071E-06,1.29983E-06,1.28314E-06,1.29364E-06,1.27868E-06,1.28253E-06,1.29250E-06,1.32675E-06,1.30682E-06,1.26716E-06,1.24234E-06,1.38027E-06,1.28339E-06,1.29283E-06,1.11830E-06,1.14280E-06,1.33110E-06,1.34635E-06
Amortise opt. 13,1.28644E-06,1.34137E-06,1.31312E-06,1.25234E-06,1.25587E-06,1.28167E-06,1.28536E-06,1.28860E-06,1.23552E-06,1.25193E-06,1.28943E-06,1.27088E-06,1.23381E-06,1.35154E-06,1.28366E-06,1.29176E-06,1.11497E-06,1.14173E-06,1.33206E-06,1.34148E-06
Amortise opt. 14,1.29743E-06,1.36153E-06,1.32990E-06,1.26798E-06,1.29967E-06,1.27990E-06,1.28561E-06,1.29479E-06,1.30787E-06,1.29201E-06,1.32376E-06,1.30489E-06,1.26369E-06,1.33235E-06,1.30755E-06,1.30305E-06,1.32978E-06,1.29416E-06,1.34698E-06,1.37147E-06
Amortise opt. 15,1.29509E-06,1.32860E-06,1.32164E-06,1.24941E-06,1.31414E-06,1.26860E-06,1.30160E-06,1.29878E-06,1.27830E-06,1.30624E-06,1.28457E-06,1.28226E-06,1.30029E-06,1.37827E-06,1.28245E-06,1.29191E-06,1.33072E-06,1.30889E-06,1.29376E-06,1.39266E-06
Amortise opt. 16,1.32291E-06,1.32984E-06,1.35744E-06,1.24530E-06,1.28768E-06,1.25695E-06,1.31200E-06,1.25183E-06,1.37577E-06,1.27892E-06,1.28094E-06,1.28269E-06,1.26803E-06,1.33409E-06,1.27672E-06,1.29105E-06,1.32387E-06,1.28316E-06,1.29285E-06,1.35950E-06
Amortise opt. 17,1.29387E-06,1.31571E-06,1.31076E-06,1.25958E-06,1.28638E-06,1.26790E-06,1.31811E-06,1.27868E-06,1.33539E-06,1.28879E-06,1.28334E-06,1.29259E-06,1.35314E-06,1.36584E-06,1.27758E-06,1.29546E-06,1.32798E-06,1.28476E-06,1.27077E-06,1.36774E-06
Amortise opt. 18,1.31520E-06,1.32102E-06,1.34493E-06,1.24535E-06,1.24728E-06,1.25851E-06,1.30800E-06,1.25349E-06,1.30142E-06,1.25351E-06,1.28385E-06,1.25135E-06,1.35497E-06,1.34936E-06,1.29222E-06,1.29676E-06,1.32949E-06,1.28157E-06,1.31102E-06,1.34641E-06
Amortise opt. 19,1.29849E-06,1.31662E-06,1.31263E-06,1.32390E-06,1.25006E-06,1.25871E-06,1.30614E-06,1.29103E-06,1.29909E-06,1.26230E-06,1.29463E-06,1.24739E-06,1.36537E-06,1.34742E-06,1.28580E-06,1.24188E-06,1.31741E-06,1.28804E-06,1.26023E-06,1.34640E-06
Amortise opt. 20,1.32674E-06,1.33682E-06,1.32219E-06,1.30232E-06,1.29217E-06,1.27279E-06,1.31019E-06,1.30720E-06,1.31928E-06,3.61294E-06,1.28083E-06,1.28876E-06,1.35321E-06,1.33637E-06,1.30828E-06,1.26180E-06,1.31715E-06,1.27038E-06,1.28961E-06,1.35790E-06
Amortise opt. 21,1.32639E-06,1.30014E-06,1.35685E-06,1.28821E-06,1.28070E-06,1.31681E-06,1.30853E-06,1.27483E-06,1.30523E-06,1.28191E-06,1.30077E-06,1.27297E-06,1.36381E-06,1.31634E-06,1.29298E-06,1.22074E-06,1.26442E-06,1.26617E-06,1.29834E-06,1.35157E-06
Amortise opt. 22,1.28397E-06,1.30175E-06,1.20773E-06,1.29592E-06,1.24553E-06,1.29348E-06,1.19127E-06,1.27468E-06,1.32205E-06,3.52384E-06,1.28728E-06,1.25206E-06,1.35212E-06,1.31741E-06,1.31898E-06,1.22703E-06,1.27238E-06,1.27496E-06,1.20318E-06,1.36527E-06
Amortise opt. 23,1.30469E-06,1.28899E-06,1.21221E-06,1.32333E-06,1.24664E-06,1.28873E-06,1.19761E-06,1.29166E-06,1.31380E-06,1.25973E-06,1.31437E-06,1.30191E-06,1.35981E-06,1.34759E-06,1.30817E-06,1.24011E-06,1.26171E-06,1.29633E-06,1.21686E-06,1.36912E-06
Amortise opt. 24,1.27354E-06,1.29247E-06,1.35443E-06,1.31986E-06,1.23547E-06,1.28767E-06,1.29340E-06,1.33031E-06,1.30873E-06,1.25692E-06,1.29210E-06,1.24446E-06,1.36667E-06,1.34910E-06,1.36923E-06,1.24040E-06,1.26160E-06,1.25593E-06,1.31768E-06,1.37356E-06
Amortise opt. 25,1.28386E-06,1.28505E-06,1.35981E-06,1.27210E-06,1.23721E-06,1.32183E-06,1.26178E-06,1.31267E-06,1.30501E-06,3.53277E-06,1.25895E-06,1.24250E-06,1.35229E-06,1.34714E-06,1.36093E-06,1.31996E-06,1.26358E-06,1.29241E-06,1.22094E-06,1.29431E-06
Amortise opt. 26,1.28068E-06,1.31246E-06,1.22895E-06,1.26148E-06,1.24256E-06,1.27364E-06,1.31302E-06,1.28166E-06,1.30428E-06,1.28084E-06,1.29648E-06,1.30854E-06,1.30903E-06,1.26474E-06,1.37460E-06,1.27312E-06,1.26121E-06,1.29428E-06,1.22626E-06,1.31132E-06
Amortise opt. 27,1.28318E-06,1.36119E-06,1.35464E-06,1.29459E-06,1.23171E-06,1.29913E-06,1.30512E-06,1.30636E-06,1.31235E-06,1.28211E-06,1.30081E-06,1.27381E-06,1.31722E-06,1.32373E-06,1.37784E-06,1.30329E-06,1.25513E-06,1.28428E-06,1.29599E-06,1.28147E-06
Amortise opt. 28,1.28479E-06,1.35567E-06,1.22942E-06,1.26612E-06,1.23194E-06,1.27535E-06,1.31053E-06,1.28548E-06,1.30415E-06,1.28464E-06,1.38597E-06,1.29117E-06,1.30654E-06,1.30416E-06,1.36953E-06,1.27533E-06,1.26884E-06,1.26756E-06,1.27740E-06,1.28064E-06
Amortise opt. 29,1.30119E-06,1.34935E-06,1.23933E-06,1.28237E-06,1.26066E-06,1.29038E-06,1.29514E-06,1.29191E-06,1.31349E-06,1.35015E-06,1.36399E-06,1.26869E-06,1.32434E-06,1.31867E-06,1.34163E-06,1.31158E-06,1.24667E-06,1.25406E-06,1.31092E-06,1.29643E-06
Amortise opt. 30,1.27639E-06,1.36552E-06,1.35887E-06,1.26946E-06,1.26352E-06,1.32339E-06,1.30955E-06,1.30474E-06,1.36650E-06,1.33139E-06,1.35485E-06,1.27776E-06,1.34926E-06,1.34757E-06,1.33361E-06,1.32131E-06,1.24784E-06,1.26190E-06,1.28634E-06,1.27440E-06
Amortise opt. 31,1.28252E-06,1.37848E-06,1.36013E-06,1.29515E-06,1.25162E-06,1.24847E-06,1.29747E-06,1.27591E-06,1.37086E-06,1.31824E-06,1.37718E-06,1.31186E-06,1.35226E-06,1.34571E-06,1.33771E-06,1.27032E-06,1.30351E-06,1.28252E-06,1.30052E-06,1.27340E-06
Amortise opt. 32,1.28397E-06,1.38101E-06,1.32277E-06,1.29806E-06,1.24961E-06,1.25019E-06,1.28420E-06,1.25694E-06,1.29654E-06,1.29345E-06,1.35651E-06,1.27467E-06,1.35912E-06,1.35442E-06,1.36063E-06,1.27308E-06,1.30475E-06,1.27734E-06,1.39205E-06,1.28510E-06
Amortise opt. 33,1.28312E-06,1.38634E-06,1.36109E-06,1.32665E-06,1.30298E-06,1.25338E-06,1.30851E-06,1.31243E-06,1.29238E-06,1.31792E-06,1.31231E-06,1.30513E-06,1.35537E-06,1.34908E-06,1.36487E-06,1.28447E-06,1.30015E-06,1.27761E-06,1.38885E-06,1.26033E-06
Amortise opt. 34,1.28635E-06,1.22279E-06,1.32355E-06,1.31116E-06,1.29249E-06,1.24071E-06,1.29030E-06,1.26038E-06,1.29062E-06,1.32131E-06,1.31072E-06,1.28263E-06,1.38736E-06,1.30987E-06,1.34767E-06,1.29125E-06,1.29536E-06,1.28783E-06,1.32412E-06,1.26329E-06
Amortise opt. 35,1.29823E-06,1.23166E-06,1.35478E-06,1.29555E-06,1.27762E-06,1.25934E-06,1.29065E-06,1.32465E-06,1.30769E-06,1.29134E-06,1.31734E-06,1.27492E-06,1.36372E-06,1.31441E-06,1.34497E-06,1.29306E-06,1.26782E-06,1.28289E-06,1.35151E-06,1.27324E-06
Amortise opt. 36,1.28186E-06,1.19751E-06,1.35783E-06,1.28043E-06,1.28039E-06,1.28027E-06,1.29966E-06,1.27958E-06,1.28518E-06,1.27466E-06,1.31947E-06,1.25015E-06,1.36043E-06,1.28707E-06,1.36709E-06,1.24374E-06,1.25046E-06,1.31031E-06,1.30498E-06,1.35550E-06
Amortise opt. 37,1.27682E-06,1.18591E-06,1.38047E-06,1.27732E-06,1.30045E-06,1.27278E-06,1.32059E-06,1.33590E-06,1.27953E-06,1.27568E-06,1.29650E-06,1.30666E-06,1.36101E-06,1.28467E-06,1.33585E-06,1.25019E-06,1.26639E-06,1.29825E-06,1.30508E-06,1.34565E-06
Amortise opt. 38,1.28612E-06,1.31939E-06,1.35903E-06,1.30594E-06,1.31236E-06,1.30359E-06,1.29763E-06,1.28071E-06,1.30047E-06,1.28127E-06,1.27889E-06,1.25611E-06,1.38246E-06,1.30504E-06,1.33431E-06,1.31481E-06,1.25212E-06,1.31026E-06,1.32142E-06,1.33807E-06
Amortise opt. 39,1.27003E-06,1.31946E-06,1.36597E-06,1.30650E-06,1.30730E-06,1.27402E-06,1.32720E-06,1.29366E-06,1.28280E-06,1.31142E-06,1.28389E-06,1.28452E-06,1.35481E-06,1.27278E-06,1.35091E-06,1.31051E-06,1.25708E-06,1.29914E-06,1.34764E-06,1.35951E-06
Amortise opt. 40,1.26296E-06,1.31570E-06,1.35503E-06,1.24241E-06,1.28375E-06,1.29201E-06,1.28991E-06,1.31303E-06,1.31130E-06,1.29090E-06,1.27645E-06,1.27473E-06,1.35407E-06,1.27341E-06,1.33162E-06,1.29938E-06,1.26681E-06,1.30568E-06,1.36383E-06,1.33961E-06
Amortise opt. 41,1.27597E-06,1.31444E-06,1.38141E-06,1.25475E-06,1.27587E-06,1.27587E-06,1.30201E-06,1.28883E-06,1.30052E-06,1.34297E-06,1.29719E-06,1.28168E-06,1.36214E-06,1.28527E-06,1.32927E-06,1.30066E-06,1.28016E-06,1.31220E-06,1.36254E-06,1.34145E-06
Amortise opt. 42,1.27299E-06,1.31767E-06,1.38156E-06,1.30266E-06,1.28023E-06,1.31364E-06,1.32160E-06,1.36064E-06,1.28693E-06,1.34236E-06,1.29755E-06,1.29757E-06,1.35465E-06,1.38129E-06,1.33319E-06,3.61147E-06,1.32424E-06,1.27899E-06,1.37946E-06,1.34389E-06
Amortise opt. 43,1.31395E-06,1.32485E-06,1.37357E-06,1.29436E-06,1.30233E-06,1.27636E-06,1.29626E-06,1.28599E-06,1.29066E-06,1.34998E-06,1.30119E-06,1.28361E-06,1.37268E-06,1.36076E-06,1.31781E-06,1.24782E-06,1.27925E-06,1.28200E-06,1.36080E-06,1.29318E-06
Amortise opt. 44,1.27701E-06,1.31389E-06,1.32098E-06,1.29610E-06,1.30889E-06,1.31548E-06,1.12415E-06,1.34466E-06,1.31208E-06,1.34632E-06,1.18855E-06,1.29302E-06,1.35014E-06,1.33974E-06,1.32305E-06,3.57948E-06,1.27169E-06,1.28349E-06,1.39088E-06,1.31121E-06
Amortise opt. 45,1.28233E-06,1.31433E-06,1.34299E-06,1.29735E-06,1.32643E-06,1.29122E-06,1.29641E-06,1.30236E-06,1.27668E-06,1.33833E-06,1.28913E-06,1.30028E-06,1.34671E-06,1.37273E-06,1.36191E-06,1.25263E-06,1.28559E-06,1.28063E-06,1.36293E-06,1.31114E-06
Amortise opt. 46,1.27366E-06,1.36238E-06,1.31461E-06,1.29440E-06,1.30158E-06,1.28270E-06,1.12362E-06,1.31781E-06,1.27392E-06,1.33788E-06,1.19195E-06,1.28998E-06,1.34327E-06,1.33971E-06,1.38019E-06,1.25582E-06,1.27355E-06,1.23977E-06,1.35804E-06,1.32848E-06
Amortise opt. 47,1.27086E-06,1.37169E-06,1.35962E-06,1.20745E-06,1.30118E-06,1.28758E-06,1.15719E-06,1.29025E-06,1.29146E-06,1.31189E-06,1.20244E-06,1.29020E-06,1.36593E-06,1.37404E-06,1.35078E-06,3.60721E-06,1.27133E-06,1.25459E-06,1.27715E-06,1.35168E-06
Amortise opt. 48,1.27550E-06,1.36156E-06,1.37372E-06,1.27830E-06,1.30345E-06,1.28249E-06,1.32859E-06,1.29397E-06,1.29530E-06,1.32230E-06,1.29842E-06,1.29051E-06,1.37513E-06,1.34935E-06,1.34940E-06,1.29703E-06,1.29417E-06,1.24367E-06,1.33630E-06,1.30790E-06
Amortise opt. 49,1.31172E-06,1.36170E-06,1.32162E-06,1.20975E-06,1.32412E-06,1.27748E-06,1.31545E-06,1.28897E-06,1.29183E-06,1.31915E-06,1.28439E-06,1.29568E-06,1.36532E-06,1.31808E-06,1.36458E-06,1.28606E-06,1.28738E-06,1.27512E-06,1.27837E-06,1.30816E-06
Amortise opt. 50,1.28939E-06,1.38213E-06,1.34627E-06,1.22062E-06,1.29371E-06,1.29140E-06,1.31255E-06,1.29849E-06,1.32632E-06,1.34481E-06,1.29294E-06,1.31463E-06,1.36731E-06,1.34813E-06,1.35167E-06,1.29628E-06,1.28949E-06,1.27801E-06,1.28874E-06,1.32740E-06
Amortise opt. 51,1.28310E-06,1.38396E-06,1.24642E-06,1.29521E-06,1.29342E-06,1.29880E-06,1.31650E-06,1.31632E-06,1.30036E-06,1.34022E-06,1.29121E-06,1.28857E-06,1.35989E-06,1.33652E-06,1.34284E-06,1.29031E-06,1.30189E-06,1.30592E-06,1.35691E-06,1.29641E-06
Amortise opt. 52,1.29563E-06,1.38133E-06,1.29769E-06,1.31533E-06,1.30390E-06,1.30964E-06,1.30872E-06,1.31409E-06,1.30604E-06,1.35594E-06,1.22973E-06,1.28888E-06,1.32663E-06,1.33341E-06,1.29386E-06,1.29068E-06,1.28659E-06,1.28623E-06,1.36236E-06,1.29560E-06
Amortise opt. 53,1.28318E-06,1.38662E-06,1.32045E-06,1.29559E-06,1.29716E-06,1.28292E-06,1.31588E-06,1.29952E-06,1.30661E-06,1.34058E-06,1.24144E-06,1.35232E-06,1.38717E-06,1.35879E-06,1.33082E-06,1.30103E-06,1.28791E-06,1.29044E-06,1.39711E-06,1.30784E-06
Amortise opt. 54,1.28922E-06,1.41554E-06,1.34827E-06,1.28522E-06,1.27985E-06,1.29675E-06,1.31687E-06,1.27719E-06,1.31149E-06,1.34213E-06,1.21666E-06,1.36339E-06,1.32279E-06,1.28956E-06,1.29501E-06,1.17337E-06,1.29009E-06,1.28788E-06,1.35332E-06,1.27808E-06
Amortise opt. 55,1.28862E-06,1.39775E-06,1.28115E-06,1.28607E-06,1.28220E-06,1.28757E-06,1.33227E-06,1.27724E-06,1.38507E-06,1.34400E-06,1.21404E-06,1.37016E-06,1.34408E-06,1.28395E-06,1.31939E-06,1.18453E-06,1.28912E-06,1.27461E-06,1.35104E-06,1.28254E-06
Amortise opt. 56,1.29215E-06,1.38985E-06,1.29214E-06,1.28896E-06,1.27789E-06,1.32113E-06,1.32517E-06,1.31067E-06,1.30822E-06,1.28718E-06,1.23400E-06,1.37328E-06,1.35949E-06,1.27275E-06,1.33938E-06,1.16362E-06,1.28285E-06,1.30796E-06,1.36310E-06,1.29314E-06
Amortise opt. 57,1.29479E-06,1.35843E-06,1.25844E-06,1.30815E-06,1.28584E-06,1.30471E-06,1.30732E-06,1.29165E-06,1.33343E-06,1.29317E-06,1.29493E-06,1.34566E-06,1.36781E-06,1.27859E-06,1.33652E-06,1.16635E-06,1.31759E-06,1.27577E-06,1.36458E-06,1.34993E-06
Amortise opt. 58,1.28620E-06,1.35959E-06,1.25682E-06,1.31823E-06,1.28049E-06,1.27709E-06,1.30763E-06,1.31520E-06,1.40357E-06,1.28992E-06,1.31193E-06,1.34335E-06,1.35552E-06,1.26897E-06,1.34626E-06,1.16998E-06,1.28277E-06,1.30135E-06,1.32134E-06,1.29570E-06
Amortise opt. 59,1.29285E-06,1.36764E-06,1.28046E-06,1.30263E-06,1.28094E-06,1.27758E-06,1.29850E-06,1.32926E-06,1.39254E-06,1.31431E-06,1.31742E-06,1.34470E-06,1.38924E-06,1.37357E-06,1.39734E-06,1.15841E-06,1.27787E-06,1.28651E-06,1.35233E-06,1.29107E-06
Amortise opt. 60,1.29308E-06,1.36835E-06,1.35387E-06,1.30144E-06,1.27502E-06,1.31035E-06,1.28485E-06,1.31955E-06,1.39593E-06,1.29159E-06,1.30892E-06,1.37098E-06,1.35388E-06,1.34668E-06,1.37835E-06,1.15928E-06,1.28235E-06,1.23352E-06,1.29366E-06,1.29507E-06
Amortise opt. 61,1.29813E-06,1.38893E-06,1.29758E-06,1.32220E-06,1.28764E-06,1.23842E-06,1.28120E-06,1.33126E-06,1.42140E-06,1.30305E-06,1.30888E-06,1.34601E-06,1.36256E-06,1.33613E-06,1.36623E-06,1.16501E-06,1.30151E-06,1.24741E-06,1.29487E-06,1.29204E-06
